,country,city,venue,date,composer,work,listing_url
4210,Norway,Bergen,Grieg Hall (Grieghallen),2019-March-16,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/grieg-hall-grieghallen/werther/16-march-2019/18-00
4211,Norway,Bergen,Grieg Hall (Grieghallen),2019-March-18,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/grieg-hall-grieghallen/werther/16-march-2019/18-00
4212,Norway,Bergen,Grieg Hall (Grieghallen),2019-March-20,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/grieg-hall-grieghallen/werther/16-march-2019/18-00
4213,Norway,Bergen,Grieg Hall (Grieghallen),2019-March-22,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/grieg-hall-grieghallen/werther/16-march-2019/18-00
4214,Belgium,Liège,Opéra Royal de Wallonie-Liège,2019-March-16,"Massenet, Jules (1842-1912)",Don Quichotte,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/don-quichotte/16-march-2019/18-00
4215,Belgium,Liège,Opéra Royal de Wallonie-Liège,2019-March-17,"Massenet, Jules (1842-1912)",Don Quichotte,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/don-quichotte/16-march-2019/18-00
4216,United States,Washington,Kennedy Center: Opera House,2019-March-16,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4217,United States,Washington,Kennedy Center: Opera House,2019-March-18,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4218,United States,Washington,Kennedy Center: Opera House,2019-March-22,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4219,United States,Washington,Kennedy Center: Opera House,2019-March-24,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4220,United States,Washington,Kennedy Center: Opera House,2019-March-27,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4221,United States,Washington,Kennedy Center: Opera House,2019-March-30,"Gounod, Charles-Francois (1818-1893)",Faust,https://bachtrack.com/opera-listing/kennedy-center-opera-house/faust/16-march-2019/19-00
4222,United Kingdom,Newcastle upon Tyne,Theatre Royal,2019-March-16,"Puccini, Giacomo (1858-1924)",Gianni Schicchi,https://bachtrack.com/opera-listing/theatre-royal-238/the-rite-of-spring-gianni-schicchi/16-march-2019/19-30
4223,United Kingdom,Newcastle upon Tyne,Theatre Royal,2019-March-16,"Stravinsky, Igor (1882-1971)",Le Sacre du printemps (The Rite of Spring),https://bachtrack.com/opera-listing/theatre-royal-238/the-rite-of-spring-gianni-schicchi/16-march-2019/19-30
4224,France,Lyon,Opéra Nouvel,2019-March-16,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4225,France,Lyon,Opéra Nouvel,2019-March-17,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4226,France,Lyon,Opéra Nouvel,2019-March-20,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4227,France,Lyon,Opéra Nouvel,2019-March-21,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4228,France,Lyon,Opéra Nouvel,2019-March-23,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4229,France,Lyon,Opéra Nouvel,2019-March-26,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4230,France,Lyon,Opéra Nouvel,2019-March-30,"Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/opera-nouvel/a-dido-aeneas/16-march-2019/20-00
4231,Spain,Madrid,Teatro Real,2019-March-17,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4232,Spain,Madrid,Teatro Real,2019-March-18,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4233,Spain,Madrid,Teatro Real,2019-March-19,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4234,Spain,Madrid,Teatro Real,2019-March-20,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4235,Spain,Madrid,Teatro Real,2019-March-21,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4236,Spain,Madrid,Teatro Real,2019-March-23,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4237,Spain,Madrid,Teatro Real,2019-March-24,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4238,Spain,Madrid,Teatro Real,2019-March-25,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4239,Spain,Madrid,Teatro Real,2019-March-26,"Cavalli, Francesco (1602-1676)",La Calisto,https://bachtrack.com/opera-listing/teatro-real/la-calisto/17-march-2019/20-00
4240,Germany,Munich,Nationaltheater,2019-March-17,"Donizetti, Gaetano (1797-1848)",Roberto Devereux,https://bachtrack.com/opera-listing/nationaltheater-1927/roberto-devereux/17-march-2019/19-00
4241,Germany,Munich,Nationaltheater,2019-March-20,"Donizetti, Gaetano (1797-1848)",Roberto Devereux,https://bachtrack.com/opera-listing/nationaltheater-1927/roberto-devereux/17-march-2019/19-00
4242,Germany,Munich,Nationaltheater,2019-March-23,"Donizetti, Gaetano (1797-1848)",Roberto Devereux,https://bachtrack.com/opera-listing/nationaltheater-1927/roberto-devereux/17-march-2019/19-00
4243,Germany,Munich,Nationaltheater,2019-March-27,"Donizetti, Gaetano (1797-1848)",Roberto Devereux,https://bachtrack.com/opera-listing/nationaltheater-1927/roberto-devereux/17-march-2019/19-00
4244,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-18,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4245,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-23,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4246,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-26,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4247,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-29,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4248,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-April-02,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4249,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-April-06,"Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/tosca/18-march-2019/20-00
4250,Japan,Tokyo,"New National Theatre, Tokyo: Opera House",2019-March-19,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/new-national-theatre-tokyo-opera-house/werther/19-march-2019/18-30
4251,Japan,Tokyo,"New National Theatre, Tokyo: Opera House",2019-March-21,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/new-national-theatre-tokyo-opera-house/werther/19-march-2019/18-30
4252,Japan,Tokyo,"New National Theatre, Tokyo: Opera House",2019-March-24,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/new-national-theatre-tokyo-opera-house/werther/19-march-2019/18-30
4253,Japan,Tokyo,"New National Theatre, Tokyo: Opera House",2019-March-26,"Massenet, Jules (1842-1912)",Werther,https://bachtrack.com/opera-listing/new-national-theatre-tokyo-opera-house/werther/19-march-2019/18-30
4254,United Kingdom,Nottingham,Theatre Royal,2019-March-19,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/theatre-royal-912/die-zauberflote-the-magic-flute/19-march-2019/19-00
4255,United Kingdom,Nottingham,Theatre Royal,2019-March-23,"Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/theatre-royal-912/die-zauberflote-the-magic-flute/19-march-2019/19-00
4256,Austria,Vienna,Staatsoper,2019-March-21,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/opera-listing/staatsoper/der-rosenkavalier/21-march-2019/00-00
4257,Austria,Vienna,Staatsoper,2019-March-24,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/opera-listing/staatsoper/der-rosenkavalier/21-march-2019/00-00
4258,Austria,Vienna,Staatsoper,2019-March-27,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/opera-listing/staatsoper/der-rosenkavalier/21-march-2019/00-00
4259,Austria,Vienna,Staatsoper,2019-March-30,"Strauss, Richard (1864-1949)",Der Rosenkavalier,https://bachtrack.com/opera-listing/staatsoper/der-rosenkavalier/21-march-2019/00-00
4260,United Kingdom,Edinburgh,Edinburgh Festival Theatre,2019-March-21,"Janáček, Leoš (1854-1928)",Káťa Kabanová,https://bachtrack.com/opera-listing/edinburgh-festival-theatre/katya-kabanova/21-march-2019/19-15
4261,United Kingdom,Edinburgh,Edinburgh Festival Theatre,2019-March-23,"Janáček, Leoš (1854-1928)",Káťa Kabanová,https://bachtrack.com/opera-listing/edinburgh-festival-theatre/katya-kabanova/21-march-2019/19-15
4262,United Kingdom,Nottingham,Theatre Royal,2019-March-21,"Janáček, Leoš (1854-1928)",Káťa Kabanová,https://bachtrack.com/opera-listing/theatre-royal-912/kata-kabanova/21-march-2019/19-30
4263,United Kingdom,London,"Royal Opera House, Covent Garden",2019-March-21,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4264,United Kingdom,London,"Royal Opera House, Covent Garden",2019-March-24,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4265,United Kingdom,London,"Royal Opera House, Covent Garden",2019-March-27,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4266,United Kingdom,London,"Royal Opera House, Covent Garden",2019-March-29,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4267,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-02,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4268,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-05,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4269,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-09,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4270,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-12,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4271,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-17,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4272,United Kingdom,London,"Royal Opera House, Covent Garden",2019-April-22,"Verdi, Giuseppe (1813-1901)",La forza del destino,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/la-forza-del-destino/21-march-2019/18-30
4273,Austria,Vienna,Staatsoper,2019-March-22,"Verdi, Giuseppe (1813-1901)",Simon Boccanegra,https://bachtrack.com/opera-listing/staatsoper/simon-boccanegra/22-march-2019/00-00
4274,Austria,Vienna,Staatsoper,2019-March-25,"Verdi, Giuseppe (1813-1901)",Simon Boccanegra,https://bachtrack.com/opera-listing/staatsoper/simon-boccanegra/22-march-2019/00-00
4275,Austria,Vienna,Staatsoper,2019-March-29,"Verdi, Giuseppe (1813-1901)",Simon Boccanegra,https://bachtrack.com/opera-listing/staatsoper/simon-boccanegra/22-march-2019/00-00
4276,Austria,Vienna,Staatsoper,2019-April-01,"Verdi, Giuseppe (1813-1901)",Simon Boccanegra,https://bachtrack.com/opera-listing/staatsoper/simon-boccanegra/22-march-2019/00-00
4277,United Kingdom,Nottingham,Theatre Royal,2019-March-22,"Puccini, Giacomo (1858-1924)",Gianni Schicchi,https://bachtrack.com/opera-listing/theatre-royal-912/the-rite-of-spring-gianni-schicchi/22-march-2019/19-30
4278,United Kingdom,Nottingham,Theatre Royal,2019-March-22,"Stravinsky, Igor (1882-1971)",Le Sacre du printemps (The Rite of Spring),https://bachtrack.com/opera-listing/theatre-royal-912/the-rite-of-spring-gianni-schicchi/22-march-2019/19-30
4279,France,Paris,Palais Garnier (Opéra de Paris),2019-March-22,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4280,France,Paris,Palais Garnier (Opéra de Paris),2019-March-25,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4281,France,Paris,Palais Garnier (Opéra de Paris),2019-March-28,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4282,France,Paris,Palais Garnier (Opéra de Paris),2019-March-30,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4283,France,Paris,Palais Garnier (Opéra de Paris),2019-April-02,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4284,France,Paris,Palais Garnier (Opéra de Paris),2019-April-06,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4285,France,Paris,Palais Garnier (Opéra de Paris),2019-April-10,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4286,France,Paris,Palais Garnier (Opéra de Paris),2019-April-13,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4287,France,Paris,Palais Garnier (Opéra de Paris),2019-April-16,"Donizetti, Gaetano (1797-1848)",Don Pasquale,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/don-pasquale/22-march-2019/19-30
4288,Austria,Vienna,Theater an der Wien,2019-March-22,"Weber, Carl Maria von (1786-1826)",Der Freischütz,https://bachtrack.com/opera-listing/theater-an-der-wien/der-freischutz-konzertant/22-march-2019/19-00
4289,Switzerland,Zürich,Opernhaus,2019-March-23,"Wagner, Richard (1813-1883)",Tannhäuser,https://bachtrack.com/opera-listing/opernhaus-1069/tannhauser/23-march-2019/18-00
4290,Switzerland,Zürich,Opernhaus,2019-March-27,"Wagner, Richard (1813-1883)",Tannhäuser,https://bachtrack.com/opera-listing/opernhaus-1069/tannhauser/23-march-2019/18-00
4291,Switzerland,Zürich,Opernhaus,2019-March-31,"Wagner, Richard (1813-1883)",Tannhäuser,https://bachtrack.com/opera-listing/opernhaus-1069/tannhauser/23-march-2019/18-00
4292,Switzerland,Zürich,Opernhaus,2019-April-05,"Wagner, Richard (1813-1883)",Tannhäuser,https://bachtrack.com/opera-listing/opernhaus-1069/tannhauser/23-march-2019/18-00
4293,Austria,Graz,Oper Graz,2019-March-23,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4294,Austria,Graz,Oper Graz,2019-March-28,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4295,Austria,Graz,Oper Graz,2019-March-31,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4296,Austria,Graz,Oper Graz,2019-April-03,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4297,Austria,Graz,Oper Graz,2019-April-07,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4298,Austria,Graz,Oper Graz,2019-April-10,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4299,Austria,Graz,Oper Graz,2019-May-03,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4300,Austria,Graz,Oper Graz,2019-May-10,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4301,Austria,Graz,Oper Graz,2019-May-18,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4302,Austria,Graz,Oper Graz,2019-May-22,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4303,Austria,Graz,Oper Graz,2019-May-25,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4304,Austria,Graz,Oper Graz,2019-June-02,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4305,Austria,Graz,Oper Graz,2019-June-14,"Donizetti, Gaetano (1797-1848)",Lucia di Lammermoor,https://bachtrack.com/opera-listing/oper-graz/lucia-di-lammermoor/23-march-2019/19-30
4306,Germany,Berlin,Deutsche Oper,2019-March-24,"Zemlinsky, Alexander von (1871-1942)",Der Zwerg (The Dwarf),https://bachtrack.com/opera-listing/deutsche-oper/der-zwerg/24-march-2019/18-00
4307,Germany,Berlin,Deutsche Oper,2019-March-27,"Zemlinsky, Alexander von (1871-1942)",Der Zwerg (The Dwarf),https://bachtrack.com/opera-listing/deutsche-oper/der-zwerg/24-march-2019/18-00
4308,Germany,Berlin,Deutsche Oper,2019-March-30,"Zemlinsky, Alexander von (1871-1942)",Der Zwerg (The Dwarf),https://bachtrack.com/opera-listing/deutsche-oper/der-zwerg/24-march-2019/18-00
4309,Germany,Berlin,Deutsche Oper,2019-April-07,"Zemlinsky, Alexander von (1871-1942)",Der Zwerg (The Dwarf),https://bachtrack.com/opera-listing/deutsche-oper/der-zwerg/24-march-2019/18-00
4310,Germany,Berlin,Deutsche Oper,2019-April-12,"Zemlinsky, Alexander von (1871-1942)",Der Zwerg (The Dwarf),https://bachtrack.com/opera-listing/deutsche-oper/der-zwerg/24-march-2019/18-00
4311,Germany,Munich,Nationaltheater,2019-March-24,"Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/nationaltheater-1927/parsifal/24-march-2019/16-00
4312,Germany,Munich,Nationaltheater,2019-March-28,"Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/nationaltheater-1927/parsifal/24-march-2019/16-00
4313,Germany,Munich,Nationaltheater,2019-March-31,"Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/nationaltheater-1927/parsifal/24-march-2019/16-00
4314,United Kingdom,London,Southbank Centre: Queen Elizabeth Hall,2019-March-24,"Boito, Arrigo (1842-1918)",Mefistofele,https://bachtrack.com/opera-listing/queen-elizabeth-hall/mefistofele/24-march-2019/19-00
4315,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-25,"Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/die-walkure/25-march-2019/18-30
4316,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-March-30,"Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/die-walkure/25-march-2019/18-30
4317,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-April-25,"Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/die-walkure/25-march-2019/18-30
4318,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-April-30,"Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/die-walkure/25-march-2019/18-30
4319,United States,New York City,Lincoln Center: Metropolitan Opera House,2019-May-07,"Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/die-walkure/25-march-2019/18-30
4320,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2019-March-25,"Stravinsky, Igor (1882-1971)",The Rake's Progress,https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/the-rakes-progress/25-march-2019/20-00
4321,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,2019-March-26,"Stravinsky, Igor (1882-1971)",The Rake's Progress,https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/the-rakes-progress/25-march-2019/20-00
4322,Austria,Vienna,Theater an der Wien,2019-March-26,"Vivaldi, Antonio (1678-1741)","Orlando furioso, RV 728",https://bachtrack.com/opera-listing/theater-an-der-wien/orlando-furioso-konzertant/26-march-2019/19-00
4323,United States,Chicago,Chicago Symphony Center,2019-March-28,"Strauss, Richard (1864-1949)","Also sprach Zarathustra, Op.30",https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4324,United States,Chicago,Chicago Symphony Center,2019-March-29,"Strauss, Richard (1864-1949)","Also sprach Zarathustra, Op.30",https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4325,United States,Chicago,Chicago Symphony Center,2019-March-30,"Strauss, Richard (1864-1949)","Also sprach Zarathustra, Op.30",https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4326,United States,Chicago,Chicago Symphony Center,2019-April-02,"Strauss, Richard (1864-1949)","Also sprach Zarathustra, Op.30",https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4327,United States,Chicago,Chicago Symphony Center,2019-March-28,"Bartók, Béla (1881-1945)",Duke Bluebeard's Castle,https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4328,United States,Chicago,Chicago Symphony Center,2019-March-29,"Bartók, Béla (1881-1945)",Duke Bluebeard's Castle,https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4329,United States,Chicago,Chicago Symphony Center,2019-March-30,"Bartók, Béla (1881-1945)",Duke Bluebeard's Castle,https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4330,United States,Chicago,Chicago Symphony Center,2019-April-02,"Bartók, Béla (1881-1945)",Duke Bluebeard's Castle,https://bachtrack.com/concert-listing/chicago-symphony-center/salonen-conducts-strauss-bartok/28-march-2019/20-00
4331,France,Lyon,Maison de la Dance,2019-March-29,"Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/maison-de-la-dance/il-ritorno-dulisse-in-patria-the-return-of-ulysses-to-his-country-sv-325/29-march-2019/20-30
4332,France,Lyon,Maison de la Dance,2019-March-30,"Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/maison-de-la-dance/il-ritorno-dulisse-in-patria-the-return-of-ulysses-to-his-country-sv-325/29-march-2019/20-30
4333,France,Lyon,Maison de la Dance,2019-March-31,"Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/maison-de-la-dance/il-ritorno-dulisse-in-patria-the-return-of-ulysses-to-his-country-sv-325/29-march-2019/20-30
4334,France,Lyon,Maison de la Dance,2019-April-02,"Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/maison-de-la-dance/il-ritorno-dulisse-in-patria-the-return-of-ulysses-to-his-country-sv-325/29-march-2019/20-30
4335,France,Lyon,Maison de la Dance,2019-April-03,"Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/maison-de-la-dance/il-ritorno-dulisse-in-patria-the-return-of-ulysses-to-his-country-sv-325/29-march-2019/20-30
4336,Germany,Leipzig,Opernhaus,2019-March-30,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/opernhaus/der-fliegende-hollander/30-march-2019/19-00
4337,Germany,Leipzig,Opernhaus,2019-April-22,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/opernhaus/der-fliegende-hollander/30-march-2019/19-00
4338,Germany,Leipzig,Opernhaus,2019-May-12,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/opernhaus/der-fliegende-hollander/30-march-2019/19-00
4339,Germany,Leipzig,Opernhaus,2019-May-17,"Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/opernhaus/der-fliegende-hollander/30-march-2019/19-00
