,date,language,work,work_url
5290,1911-12-29,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21811
5291,1911-12-31,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32099
5292,1912-01-03,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21812
5293,1912-01-04,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30247
5294,1912-01-07,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22703
5295,1912-01-13,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21813
5296,1912-01-14,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34223
5297,1912-01-17,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30250
5298,1912-01-22,in deutscher Sprache,Don Pasquale,https://archiv.wiener-staatsoper.at/performances/21720
5299,1912-01-24,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21814
5300,1912-01-26,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37317
5301,1912-01-31,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27755
5302,1912-02-01,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22163
5303,1912-02-04,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32337
5304,1912-02-04,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32337
5305,1912-02-04,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32337
5306,1912-02-06,in deutscher Sprache,Die verschenkte Frau,https://archiv.wiener-staatsoper.at/performances/29678
5307,1912-02-07,in deutscher Sprache,Don Pasquale,https://archiv.wiener-staatsoper.at/performances/21721
5308,1912-02-08,in deutscher Sprache,Die verschenkte Frau,https://archiv.wiener-staatsoper.at/performances/29701
5309,1912-02-10,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22704
5310,1912-02-12,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31760
5311,1912-02-13,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44678
5312,1912-02-16,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21815
5313,1912-02-17,in deutscher Sprache,Die verschenkte Frau,https://archiv.wiener-staatsoper.at/performances/29704
5314,1912-02-28,in deutscher Sprache,Die verschenkte Frau,https://archiv.wiener-staatsoper.at/performances/29705
5315,1912-03-06,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21816
5316,1912-03-13,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31761
5317,1912-03-16,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24002
5318,1912-03-19,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24013
5319,1912-03-22,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24014
5320,1912-03-24,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33515
5321,1912-03-27,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27975
5322,1912-03-29,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21817
5323,1912-03-31,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22706
5324,1912-04-01,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24015
5325,1912-04-09,in deutscher Sprache,Pelléas et Mélisande,https://archiv.wiener-staatsoper.at/performances/28787
5326,1912-04-10,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24016
5327,1912-04-15,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24017
5328,1912-04-17,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21818
5329,1912-04-20,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24018
5330,1912-04-25,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24019
5331,1912-04-26,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34224
5332,1912-04-28,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21819
5333,1912-04-30,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24020
5334,1912-05-01,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31762
5335,1912-05-04,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22707
5336,1912-05-07,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30252
5337,1912-05-09,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24021
5338,1912-05-10,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32338
5339,1912-05-10,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32338
5340,1912-05-10,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32338
5341,1912-05-13,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21820
5342,1912-05-23,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37321
5343,1912-05-28,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22164
5344,1912-05-29,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21821
5345,1912-06-03,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31763
5346,1912-06-09,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22708
5347,1912-06-11,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27757
5348,1912-06-14,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33516
5349,1912-06-22,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22844
5350,1912-08-19,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44677
5351,1912-08-24,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21822
5352,1912-08-25,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22711
5353,1912-08-29,in deutscher Sprache,Pelléas et Mélisande,https://archiv.wiener-staatsoper.at/performances/28788
5354,1912-09-02,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21823
5355,1912-09-08,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31764
5356,1912-09-16,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22713
5357,1912-09-17,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27758
5358,1912-09-20,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33517
5359,1912-09-25,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37318
5360,1912-09-27,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26271
5361,1912-09-28,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21824
5362,1912-10-01,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22845
5363,1912-10-07,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22846
5364,1912-10-08,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22165
5365,1912-10-10,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22722
5366,1912-10-16,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34225
5367,1912-10-17,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21825
5368,1912-10-23,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44679
5369,1912-10-26,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27759
5370,1912-10-28,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22723
5371,1912-11-08,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30253
5372,1912-11-12,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21826
5373,1912-11-13,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24621
5374,1912-11-14,in deutscher Sprache,Am Wörthersee,https://archiv.wiener-staatsoper.at/performances/31337
5375,1912-11-15,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24622
5376,1912-11-18,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24623
5377,1912-11-20,in deutscher Sprache,Pelléas et Mélisande,https://archiv.wiener-staatsoper.at/performances/28790
5378,1912-11-21,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31765
5379,1912-11-24,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24624
5380,1912-11-27,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22725
5381,1912-12-06,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37319
5382,1912-12-11,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24625
5383,1912-12-16,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21827
5384,1912-12-21,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34226
5385,1912-12-23,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44680
5386,1912-12-31,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32100
5387,1913-01-06,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33519
5388,1913-01-07,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30255
5389,1913-01-12,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34613
5390,1913-01-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31766
5391,1913-01-21,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33703
5392,1913-01-30,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44681
5393,1913-02-03,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27760
5394,1913-02-04,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21030
5395,1913-02-05,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37320
5396,1913-02-10,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34228
5397,1913-02-11,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21828
5398,1913-02-14,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22166
5399,1913-02-15,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21031
5400,1913-02-18,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24626
5401,1913-02-21,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22734
5402,1913-02-22,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33704
5403,1913-03-01,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21829
5404,1913-03-02,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32339
5405,1913-03-02,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32339
5406,1913-03-02,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32339
5407,1913-03-06,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21032
5408,1913-03-08,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34229
5409,1913-03-10,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30256
5410,1913-03-13,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24627
5411,1913-03-15,in deutscher Sprache,Das Spielwerk und die Prinzessin,https://archiv.wiener-staatsoper.at/performances/27123
5412,1913-03-16,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31767
5413,1913-03-17,in deutscher Sprache,Das Spielwerk und die Prinzessin,https://archiv.wiener-staatsoper.at/performances/27802
5414,1913-03-26,in deutscher Sprache,Das Spielwerk und die Prinzessin,https://archiv.wiener-staatsoper.at/performances/27805
5415,1913-03-31,in deutscher Sprache,Das Spielwerk und die Prinzessin,https://archiv.wiener-staatsoper.at/performances/27807
5416,1913-04-06,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32101
5417,1913-04-09,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24022
5418,1913-04-12,in deutscher Sprache,Siegfried,https://archiv.wiener-staatsoper.at/performances/37322
5419,1913-04-15,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26272
5420,1913-04-16,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22847
5421,1913-04-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31768
5422,1913-04-18,in deutscher Sprache,Das Spielwerk und die Prinzessin,https://archiv.wiener-staatsoper.at/performances/27809
5423,1913-04-20,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22748
5424,1913-04-21,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27761
5425,1913-04-22,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30257
5426,1913-04-23,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24023
5427,1913-04-27,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34230
5428,1913-04-29,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22167
5429,1913-04-30,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22849
5430,1913-05-06,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33705
5431,1913-05-13,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22749
5432,1913-05-14,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31769
5433,1913-05-18,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21033
5434,1913-05-23,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26246
5435,1913-05-26,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32102
5436,1913-05-27,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34231
5437,1913-05-28,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21830
5438,1913-05-29,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26247
5439,1913-05-31,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33706
5440,1913-06-01,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44682
5441,1913-06-03,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26248
5442,1913-06-08,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27762
5443,1913-06-18,in deutscher Sprache,Falstaff,https://archiv.wiener-staatsoper.at/performances/43326
5444,1913-06-19,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21831
5445,1913-06-20,in deutscher Sprache,Falstaff,https://archiv.wiener-staatsoper.at/performances/43327
5446,1913-06-22,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22750
5447,1913-08-18,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31770
5448,1913-08-19,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34232
5449,1913-08-23,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21832
5450,1913-08-31,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22751
5451,1913-09-01,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27763
5452,1913-09-02,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22850
5453,1913-09-05,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21044
5454,1913-09-11,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44683
5455,1913-09-12,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32103
5456,1913-09-16,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34233
5457,1913-09-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31773
5458,1913-09-22,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32104
5459,1913-09-24,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22752
5460,1913-09-26,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24024
5461,1913-09-30,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26273
5462,1913-10-01,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21045
5463,1913-10-02,in deutscher Sprache,Susannens Geheimnis,https://archiv.wiener-staatsoper.at/performances/27787
5464,1913-10-04,in deutscher Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/27684
5465,1913-10-04,in deutscher Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/27684
5466,1913-10-10,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44684
5467,1913-10-12,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26249
5468,1913-10-15,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21833
5469,1913-10-16,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27764
5470,1913-10-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31774
5471,1913-10-18,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22169
5472,1913-10-20,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34234
5473,1913-11-12,in deutscher Sprache,Falstaff,https://archiv.wiener-staatsoper.at/performances/43328
5474,1913-11-14,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22753
5475,1913-11-20,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31775
5476,1913-11-21,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34235
5477,1913-11-27,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26276
5478,1913-11-30,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44685
5479,1913-12-03,in deutscher Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/27685
5480,1913-12-03,in deutscher Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/27685
5481,1913-12-08,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/21834
5482,1913-12-09,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22851
5483,1913-12-11,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26250
5484,1913-12-19,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24629
5485,1913-12-23,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32105
5486,1913-12-27,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22754
5487,1914-01-04,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34236
5488,1914-01-08,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22170
5489,1914-01-09,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21046
5490,1914-01-10,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44687
5491,1914-01-14,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28542
5492,1914-01-15,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28651
5493,1914-01-16,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28652
5494,1914-01-17,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32106
5495,1914-01-26,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30259
5496,1914-01-28,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27765
5497,1914-01-31,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28653
5498,1914-02-01,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28654
5499,1914-02-02,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28655
5500,1914-02-03,in deutscher Sprache,Der Wildschütz,https://archiv.wiener-staatsoper.at/performances/31194
5501,1914-02-04,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22171
5502,1914-02-05,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34237
5503,1914-02-15,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28656
5504,1914-02-16,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28657
5505,1914-02-17,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28658
5506,1914-02-19,in deutscher Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/27686
5507,1914-02-19,in deutscher Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/27686
5508,1914-02-22,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32107
5509,1914-02-23,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28659
5510,1914-02-24,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28660
5511,1914-02-25,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28661
5512,1914-03-01,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22756
5513,1914-03-04,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22035
5514,1914-03-05,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26251
5515,1914-03-07,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24630
5516,1914-03-07,in deutscher Sprache,Die Tante schläft,https://archiv.wiener-staatsoper.at/performances/30795
5517,1914-03-10,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30261
5518,1914-03-12,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34238
5519,1914-03-15,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33707
5520,1914-03-21,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28662
5521,1914-03-22,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28663
5522,1914-03-23,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28664
5523,1914-03-24,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27766
5524,1914-03-26,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21047
5525,1914-03-30,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33709
5526,1914-04-03,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44688
5527,1914-04-04,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28665
5528,1914-04-05,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28666
5529,1914-04-06,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28667
5530,1914-04-13,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33710
5531,1914-04-14,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26252
5532,1914-04-27,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34239
5533,1914-05-01,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22036
5534,1914-05-04,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33711
5535,1914-05-07,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28668
5536,1914-05-08,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28669
5537,1914-05-09,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28670
5538,1914-05-11,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27206
5539,1914-05-12,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22757
5540,1914-05-14,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27367
5541,1914-05-18,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34240
5542,1914-05-23,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22172
5543,1914-05-26,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29340
5544,1914-05-29,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28671
5545,1914-05-30,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28672
5546,1914-05-31,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28673
5547,1914-06-05,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22759
5548,1914-06-06,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27368
5549,1914-06-09,in deutscher Sprache,Der Corregidor,https://archiv.wiener-staatsoper.at/performances/25157
5550,1914-06-10,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27976
5551,1914-06-16,in deutscher Sprache,Der Corregidor,https://archiv.wiener-staatsoper.at/performances/25160
5552,1914-06-17,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29341
5553,1914-06-18,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27977
5554,1914-06-19,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44689
5555,1914-06-20,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28674
