,date,language,work,work_url
15487,1961-09-08,in deutscher und italienischer Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/372
15488,1961-09-09,in deutscher und italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/6104
15489,1961-09-09,in italienischer Sprache,Madama Butterfly,https://archiv.wiener-staatsoper.at/performances/8073
15490,1961-09-10,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/5813
15491,1961-09-11,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/6642
15492,1961-09-12,in deutscher und italienischer Sprache,Le nozze di Figaro,https://archiv.wiener-staatsoper.at/performances/6105
15493,1961-09-12,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/10867
15494,1961-09-13,in deutscher und italienischer Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/373
15495,1961-09-14,in italienischer Sprache,Così fan tutte,https://archiv.wiener-staatsoper.at/performances/901
15496,1961-09-15,in deutscher Sprache,Don Giovanni,https://archiv.wiener-staatsoper.at/performances/1143
15497,1961-09-15,in deutscher Sprache,Dido und Aeneas,https://archiv.wiener-staatsoper.at/performances/9796
15498,1961-09-15,in deutscher Sprache,L' histoire du soldat,https://archiv.wiener-staatsoper.at/performances/13501
15499,1961-09-16,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/10868
15500,1961-09-17,in deutscher Sprache,Fidelio,https://archiv.wiener-staatsoper.at/performances/5814
15501,1961-09-18,in italienischer Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/6645
15502,1961-09-19,in deutscher Sprache,Oedipus der Tyrann,https://archiv.wiener-staatsoper.at/performances/1887
