,work,composer,librettist,theatre,date
2187,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Newcastle",1976-05-27
2188,Falstaff,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Newcastle",1976-05-29
2189,Falstaff,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",1976-06-03
2190,Falstaff,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",1976-06-05
2191,Otello,Giuseppe Verdi,Arrigo Boito,"Theatre Royal, Newcastle",1976-05-28
2192,Otello,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",1976-06-04
2193,Twilight of the Gods,Richard Wagner,Richard Wagner,"Theatre Royal, Glasgow",1976-05-29
2194,Ariadne auf Naxos,,Hugo von Hofmannsthal,"His Majesty's Theatre, Aberdeen",1976-06-01
2195,Ariadne auf Naxos,,Hugo von Hofmannsthal,"Theatre Royal, York",1976-06-17
2196,Ariadne auf Naxos,,Hugo von Hofmannsthal,"Theatre Royal, York",1976-06-19
2197,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1976-06-02
2198,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, York",1976-06-15
2199,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, York",1976-06-18
2200,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","Theatre Royal, York",1976-06-16
2201,Confessions of a Justified Sinner,Thomas Wilson,John Currie,Eden Court Theatre,1976-06-26
2202,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-06-29
2203,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-06-30
2204,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-07-01
2205,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-07-02
2206,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-07-03
2207,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Eden Court Theatre,1976-07-03
2208,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"King's Theatre, Edinburgh",1976-07-27
2209,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"King's Theatre, Edinburgh",1976-07-30
2210,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1976-08-06
2211,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1976-08-07
2212,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1976-08-07
2213,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1976-08-09
2214,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1976-08-10
2215,Falstaff,Giuseppe Verdi,Arrigo Boito,Royal Albert Hall,1976-08-13
2216,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1976-08-23
2217,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1976-08-25
2218,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1976-08-27
2219,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1976-08-29
2220,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1976-08-31
2221,Drei Pintos,Carl Maria von Weber,Theodor Hell,Usher Hall,1976-08-25
2222,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1976-08-26
2223,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1976-08-28
2224,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1976-08-30
2225,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Grand Theatre, Leeds",1976-09-07
2226,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Grand Theatre, Leeds",1976-09-10
2227,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1976-09-14
2228,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1976-09-18
2229,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1976-09-23
2230,Parsifal,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1976-09-02
2231,Parsifal,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1976-09-04
2232,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"King's Theatre, Edinburgh",1976-09-05
2233,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"King's Theatre, Edinburgh",1976-09-08
2234,Italian Girl in Algiers,Gioachino Rossini,Angelo Anelli,"King's Theatre, Edinburgh",1976-09-10
2235,Moses and Aaron,Arnold Schoenberg,Arnold Schoenberg,"King's Theatre, Edinburgh",1976-09-07
2236,Moses and Aaron,Arnold Schoenberg,Arnold Schoenberg,"King's Theatre, Edinburgh",1976-09-09
2237,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Grand Theatre, Leeds",1976-09-08
2238,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"His Majesty's Theatre, Aberdeen",1976-09-15
2239,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Newcastle",1976-09-21
2240,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1976-09-25
2241,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1976-10-06
2242,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1976-10-09
2243,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1976-10-12
2244,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1976-10-14
2245,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Glasgow",1976-10-16
2246,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Glasgow",1976-10-20
2247,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Glasgow",1976-10-23
2248,Walküre,,,"Theatre Royal, Glasgow",1976-10-25
2249,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Glasgow",1976-10-26
2250,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Glasgow",1976-10-28
2251,Confessions of a Justified Sinner,Thomas Wilson,John Currie,"Theatre Royal, Glasgow",1976-10-30
2252,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Glasgow",1976-11-03
2253,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Glasgow",1976-11-06
2254,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Glasgow",1976-11-09
2255,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Glasgow",1976-11-11
2256,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Glasgow",1976-11-13
2257,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Glasgow",1976-11-17
2258,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Glasgow",1976-11-20
2259,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Glasgow",1976-11-23
2260,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Glasgow",1976-11-25
2261,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Glasgow",1976-11-27
2262,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1976-12-01
2263,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1976-12-04
2264,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1976-12-07
2265,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1976-12-09
2266,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1976-12-11
2267,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Theatre Royal, Glasgow",1976-12-15
2268,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Theatre Royal, Glasgow",1976-12-18
2269,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Theatre Royal, Glasgow",1976-12-21
2270,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Theatre Royal, Glasgow",1976-12-23
2271,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-12-27
2272,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-12-28
2273,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-12-29
2274,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-12-30
2275,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-12-31
2276,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-01
2277,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-03
2278,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-04
2279,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-05
2280,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-06
2281,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-07
2282,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-08
2283,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Glasgow",1976-01-08
2284,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Glasgow",1976-01-19
2285,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Glasgow",1976-01-22
2286,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Glasgow",1977-01-25
2287,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Glasgow",1977-01-27
2288,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Glasgow",1977-01-29
2289,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Theatre Royal, Glasgow",1977-02-02
2290,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Theatre Royal, Glasgow",1977-02-05
2291,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Theatre Royal, Glasgow",1977-02-08
2292,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Theatre Royal, Glasgow",1977-02-10
2293,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Theatre Royal, Glasgow",1977-02-12
2294,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-07
2295,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-08
2296,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-09
2297,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-10
2298,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-11
2299,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",College of Education Theatre,1977-02-12
2300,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Glasgow",1977-02-16
2301,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Glasgow",1977-02-19
2302,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Glasgow",1977-02-22
2303,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Glasgow",1977-02-24
2304,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Glasgow",1977-02-26
2305,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1977-02-28
2306,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1977-03-02
2307,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Adam Smith Theatre,1977-03-05
2308,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,College of Education Theatre,1977-03-07
2309,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Gaumont, Doncaster",1977-03-10
2310,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Gaumont, Doncaster",1977-03-12
2311,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Civic Theatre, Darlington",1977-03-15
2312,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Civic Theatre, Darlington",1977-03-17
2313,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Civic Theatre, Darlington",1977-03-19
2314,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Civic Hall, Barrow-in-Furness",1977-03-21
2315,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Crewe Theatre,1977-03-23
2316,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Adam Smith Theatre,1977-03-04
2317,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,College of Education Theatre,1977-03-08
2318,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Gaumont, Doncaster",1977-03-11
2319,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Theatre, Darlington",1977-03-16
2320,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Theatre, Darlington",1977-03-18
2321,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Crewe Theatre,1977-03-24
2322,Boulevard Solitude,Hans Werner Henze,Grete Weil,"Theatre Royal, Glasgow",1977-03-21
2323,Boulevard Solitude,Hans Werner Henze,Grete Weil,"Theatre Royal, Glasgow",1977-03-22
2324,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Crewe Theatre,1977-03-26
2325,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Sunderland",1977-03-29
2326,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Sunderland",1977-04-02
2327,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Opera House, Manchester",1977-04-05
2328,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Opera House, Manchester",1977-04-09
2329,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Liverpool",1977-04-12
2330,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Liverpool",1977-04-16
2331,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Sunderland",1977-03-30
2332,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Sunderland",1977-03-31
2333,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Royal Northern College of Music,1977-04-04
2334,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Royal Northern College of Music,1977-04-09
2335,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Liverpool",1977-04-13
2336,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Liverpool",1977-04-14
2337,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, York",1977-04-22
2338,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, York",1977-04-23
2339,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Empire Theatre, Sunderland",1977-04-01
2340,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Opera House, Manchester",1977-04-06
2341,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Opera House, Manchester",1977-04-07
2342,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Empire Theatre, Liverpool",1977-04-15
2343,Turn of the Screw,Benjamin Britten,Myfanwy Piper,Royal Northern College of Music,1977-04-08
2344,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"Theatre Royal, York",1977-04-20
2345,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, York",1977-04-19
2346,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, York",1977-04-21
2347,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Edinburgh",1977-04-26
2348,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Edinburgh",1977-04-28
2349,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1977-04-27
2350,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1977-05-04
2351,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1977-05-24
2352,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1977-04-30
2353,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1977-05-07
2354,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1977-05-14
2355,Orfeo,Claudio Monteverdi,Alessandro Striggio,MacRobert Arts Centre ,1977-05-02
2356,Orfeo,Claudio Monteverdi,Alessandro Striggio,MacRobert Arts Centre ,1977-05-03
2357,Jenůfa,Leoš Janáček,Leoš Janáček,"King's Theatre, Edinburgh",1977-05-03
2358,Jenůfa,Leoš Janáček,Leoš Janáček,"King's Theatre, Edinburgh",1977-05-06
2359,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1977-05-05
2360,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1977-05-11
2361,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Perth Theatre,1977-05-20
2362,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Perth Theatre,1977-05-21
2363,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1977-05-09
2364,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Edinburgh",1977-05-10
2365,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Edinburgh",1977-05-12
2366,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"Opera House, Lodz",1977-05-16
2367,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"Opera House, Lodz",1977-05-18
2368,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"Teatr Wielki, Warsaw",1977-05-22
2369,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Opera House, Lodz",1977-05-17
2370,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Opera House, Lodz",1977-05-19
2371,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"Teatr Wielki, Warsaw",1977-05-22
2372,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","His Majesty's Theatre, Aberdeen",1977-05-25
2373,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","His Majesty's Theatre, Aberdeen",1977-05-26
2374,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Newcastle",1977-06-01
2375,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Newcastle",1977-06-02
2376,Jenůfa,Leoš Janáček,Leoš Janáček,"His Majesty's Theatre, Aberdeen",1977-05-27
2377,Jenůfa,Leoš Janáček,Leoš Janáček,"Theatre Royal, Newcastle",1977-06-03
2378,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"His Majesty's Theatre, Aberdeen",1977-05-28
2379,Meistersinger von Nürnberg,Richard Wagner,Richard Wagner,"Theatre Royal, Newcastle",1977-06-04
2380,Macbeth,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Newcastle",1977-05-31
2381,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1977-07-26
2382,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1977-07-29
2383,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1977-08-02
2384,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1977-08-04
2385,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1977-08-06
2386,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-08-22
2387,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-08-25
2388,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-08-28
2389,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-08-31
2390,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-09-03
2391,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-09-07
2392,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1977-09-10
2393,"Mary, Queen of Scots",Thea Musgrave,Thea Musgrave,"King's Theatre, Edinburgh",1977-09-06
2394,"Mary, Queen of Scots",Thea Musgrave,Thea Musgrave,"King's Theatre, Edinburgh",1977-09-08
2395,"Mary, Queen of Scots",Thea Musgrave,Thea Musgrave,"Theatre Royal, Newcastle",1977-09-22
2396,Mikado,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-19
2397,Iolanthe,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-20
2398,Gondoliers,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-21
2399,Gondoliers,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-21
2400,Patience,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-22
2401,Pirates of Penzance,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-23
2402,Pirates of Penzance,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-24
2403,Pirates of Penzance,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-24
2404,Princess Ida,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-26
2405,Princess Ida,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-27
2406,Iolanthe,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-28
2407,Iolanthe,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-28
2408,Gondoliers,Arthur Sullivan,William S Gilbert,"Theatre Royal, Glasgow",1977-09-29
