,Work,Theatre,City,country,date
2237,Hamlet,Opera Theatre (Sydney Opera House),Sydney,NSW,1982-06-09
2238,"Il Trittico : Il Tabarro, Suor Angelica, Gianni Schicchi",Opera Theatre (Sydney Opera House),Sydney,NSW,1982-06-05
2239,Faust,Opera Theatre,Adelaide,SA,1982-06-05
2240,Peter Grimes,Canberra Theatre,Canberra,ACT,1982-05-28
2241,Macbeth,Princess Theatre,Melbourne,VIC,1982-05-17
2242,"Il Trittico : Il Tabarro, Suor Angelica, Gianni Schicchi",Princess Theatre,Melbourne,VIC,1982-05-13
2243,Madama Butterfly,Princess Theatre,Melbourne,VIC,1982-04-29
2244,La Boheme,Princess Theatre,Melbourne,VIC,1982-04-24
2245,Cavalleria Rusticana / Pagliacci,Princess Theatre,Melbourne,VIC,1982-04-02
2246,"Comedies of 3 Centuries: Rosina, Ba-ta-clan, The Bear",Princess Theatre,Melbourne,VIC,1982-04-01
2247,La Traviata,Princess Theatre,Melbourne,VIC,1982-03-31
2248,The Elixir of Love,Canberra Theatre,Canberra,ACT,1982-03-17
2249,Madama Butterfly,Her Majesty's Theatre,Brisbane,QLD,1982-03-15
2250,The Bartered Bride,Her Majesty's Theatre,Brisbane,QLD,1982-03-13
2251,Noah's Flood,Scott Theatre,Adelaide,SA,1982-03-09
2252,The Makropulos Affair,Festival Theatre,Adelaide,SA,1982-03-04
2253,Norma,Opera Theatre (Sydney Opera House),Sydney,NSW,1982-02-24
2254,"Comedies of 3 Centuries: Rosina, Ba-ta-clan, The Bear",Opera Theatre (Sydney Opera House),Sydney,NSW,1982-01-28
2255,Lucrezia Borgia,Concert Hall (Sydney Opera House),Sydney,NSW,1982-01-28
2256,La Traviata,Domain,Sydney,NSW,1982-01-16
2257,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1982-01-14
2258,The Bartered Bride,Opera Theatre (Sydney Opera House),Sydney,NSW,1982-01-11
2259,Opera Concert in the Bowl,Sidney Myer Music Bowl,Melbourne,VIC,1982-01-01
2260,The Pearl Fishers,His Majesty's Theatre,Perth,WA,1982-01-01
2261,Madam Butterfly,Victoria,,VIC,1982-01-01
2262,A Certain Twilight / Double Dissolution / Hunger,Universal Theatre,North Fitzroy,VIC,1982-01-01
2263,The Woodnut Green Folk Operas,Victoria,,VIC,1982-01-01
2264,Aida in Concert,Melbourne Concert Hall,Melbourne,VIC,1982-01-01
2265,Norma,Princess Theatre,Melbourne,VIC,1981-11-17
2266,A Christmas Carol,Opera Theatre,Adelaide,SA,1981-11-14
2267,The Bartered Bride,Princess Theatre,Melbourne,VIC,1981-11-13
2268,The Marriage of Figaro,Princess Theatre,Melbourne,VIC,1981-11-12
2269,Puccini Concert Gala,Princess Theatre,Melbourne,VIC,1981-11-07
2270,Faust,Princess Theatre,Melbourne,VIC,1981-10-13
2271,The Bartered Bride,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-10-06
2272,La Buona Figliuola,Civic Theatre,Newcastle,NSW,1981-10-02
2273,Gotterdammerung,Concert Hall (Sydney Opera House),Sydney,NSW,1981-09-30
2274,The Barber Of Seville,Opera Theatre,Adelaide,SA,1981-09-26
2275,La Buona Figliuola,Princess Theatre,Melbourne,VIC,1981-09-23
2276,La Buona Figliuola,Canberra Theatre,Canberra,ACT,1981-09-15
2277,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-09-15
2278,Macbeth,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-09-07
2279,Jenufa,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-08-27
2280,Die Walkure,Melbourne Town Hall,Melbourne,VIC,1981-08-25
2281,La Buona Figliuola,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-08-19
2282,Carmen,Opera Theatre,Adelaide,SA,1981-08-08
2283,Don Pasquale,Princess Theatre,Melbourne,VIC,1981-08-01
2284,Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-07-25
2285,Les Huguenots,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-07-24
2286,The Barber of Seville,Scott Theatre,Adelaide,SA,1981-07-24
2287,La Boheme,His Majesty's Theatre,Perth,WA,1981-07-18
2288,Martha,Canberra Theatre,Canberra,ACT,1981-07-15
2289,Martha,Wagga Wagga Civic Theatre,Wagga Wagga,NSW,1981-07-10
2290,Martha,Orange Civic Theatre,Orange,NSW,1981-07-03
2291,Die Fledermaus,Princess Theatre,Melbourne,VIC,1981-07-01
2292,Alcina,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-06-26
2293,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-06-17
2294,Pelleas and Melisande,Princess Theatre,Melbourne,VIC,1981-06-16
2295,The Beggar's Opera,Princess Theatre,Melbourne,VIC,1981-05-22
2296,Otello,Palais Theatre,St Kilda,VIC,1981-05-20
2297,All the King's Men,Opera Theatre,Adelaide,SA,1981-05-12
2298,Hansel and Gretel,TCAE Theatre,Mount Nelson,TAS,1981-05-06
2299,The Carmelites,Canberra Theatre,Canberra,ACT,1981-05-01
2300,Katya Kabanova,Princess Theatre,Melbourne,VIC,1981-04-30
2301,Tales of Hoffmann,Palais Theatre,St Kilda,VIC,1981-04-29
2302,The Barber of Seville,Princess Theatre,Melbourne,VIC,1981-04-09
2303,Manon Lescaut,Palais Theatre,St Kilda,VIC,1981-04-07
2304,Rigoletto,Her Majesty's Theatre,Brisbane,QLD,1981-03-21
2305,La Traviata,Festival Theatre,Adelaide,SA,1981-03-20
2306,The Barber of Seville,Her Majesty's Theatre,Brisbane,QLD,1981-03-20
2307,I Masnadieri,Festival Theatre,Adelaide,SA,1981-03-19
2308,Rigoletto,Canberra Theatre,Canberra,ACT,1981-03-07
2309,HMS Pinafore,Opera Theatre,Adelaide,SA,1981-03-07
2310,I Masnadieri,Canberra Theatre,Canberra,ACT,1981-03-06
2311,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-02-10
2312,The Beggar's Opera,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-02-07
2313,Otello,Concert Hall (Sydney Opera House),Sydney,NSW,1981-01-28
2314,The Rape of Lucretia,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-01-23
2315,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-01-08
2316,A Midsummer Night's Dream,Opera Theatre (Sydney Opera House),Sydney,NSW,1981-01-05
2317,La Traviata,Victoria,,VIC,1981-01-01
2318,La Traviata,Tasmania,,TAS,1981-01-01
2319,The Dragon and the Mandarin,Victoria,,VIC,1981-01-01
2320,Die Fledermaus,Geelong Performing Arts Centre,Geelong,VIC,1981-01-01
2321,Spike Milligan and Friends,Theatre Royal (1976- ),Sydney,NSW,1980-12-11
2322,Boris Godunov,Festival Theatre,Adelaide,SA,1980-11-20
2323,Lucia di Lammermoor,Festival Theatre,Adelaide,SA,1980-11-19
2324,Rigoletto,Palais Theatre,St Kilda,VIC,1980-11-07
2325,Lucia di Lammermoor,Palais Theatre,St Kilda,VIC,1980-11-05
2326,A Midsummer Night's Dream,Princess Theatre,Melbourne,VIC,1980-11-01
2327,La Boheme,Verbruggen Hall,Sydney,NSW,1980-10-28
2328,A Midsummer Night's Dream,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-10-21
2329,Eugene Onegin,Opera Theatre,Adelaide,SA,1980-10-21
2330,The Barber of Seville,Canberra Theatre,Canberra,ACT,1980-10-08
2331,Boris Godunov,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-10-08
2332,The Abduction from the Seraglio,His Majesty's Theatre,Perth,WA,1980-10-07
2333,Fra Diavolo,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-09-18
2334,Lucia di Lammermoor,Canberra Theatre,Canberra,ACT,1980-08-31
2335,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-08-27
2336,Lucia di Lammermoor,Concert Hall (Sydney Opera House),Sydney,NSW,1980-08-22
2337,Rigoletto,Victoria,,VIC,1980-08-14
2338,The Barber of Seville,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-08-13
2339,Katya Kabanova,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-07-28
2340,Rigoletto,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-07-09
2341,Don Pasquale,Opera Theatre,Adelaide,SA,1980-07-09
2342,I Masnadieri,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-07-02
2343,The Pilgrim's Progress,Llewellyn Hall,Acton,ACT,1980-07-01
2344,La Traviata,His Majesty's Theatre,Perth,WA,1980-06-16
2345,Manon Lescaut,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-06-09
2346,Tales of Hoffmann,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-06-07
2347,The Abduction from the Seraglio,Princess Theatre,Melbourne,VIC,1980-05-13
2348,L'Ormindo Cavalli,Opera Theatre,Adelaide,SA,1980-05-01
2349,The Threepenny Opera,The Playhouse,Civic Square,ACT,1980-04-30
2350,La Traviata,Her Majesty's Theatre,Brisbane,QLD,1980-04-26
2351,Falstaff,Her Majesty's Theatre,Brisbane,QLD,1980-04-25
2352,La Traviata,Palais Theatre,St Kilda,VIC,1980-04-02
2353,Falstaff,Princess Theatre,Melbourne,VIC,1980-03-29
2354,The Magic Flute,Princess Theatre,Melbourne,VIC,1980-03-24
2355,Don Giovanni,Canberra Theatre,Canberra,ACT,1980-03-08
2356,The Two Fiddlers,Scott Theatre,Adelaide,SA,1980-03-08
2357,The Girl of the Golden West,Canberra Theatre,Canberra,ACT,1980-03-07
2358,Death In Venice,Festival Theatre,Adelaide,SA,1980-03-06
2359,Nabucco,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-02-18
2360,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-02-13
2361,Lucia di Lammermoor,Concert Hall (Sydney Opera House),Sydney,NSW,1980-02-06
2362,The Pearl Fishers,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-01-07
2363,The Triumph of Honour / The Bear,Opera Theatre (Sydney Opera House),Sydney,NSW,1980-01-04
2364,El Cimarron,Universal Theatre,North Fitzroy,VIC,1980-01-01
2365,Figaro's Wedding,Queensland,,QLD,1980-01-01
2366,The Return of Ulysses,Princess Theatre,Melbourne,VIC,1980-01-01
2367,Ticka-Tocka-Linga,Victoria,,VIC,1980-01-01
2368,Dunstan and the Devil,Adelaide,Adelaide,SA,1980-01-01
2369,Count Ory,Princess Theatre,Melbourne,VIC,1980-01-01
2370,The Pearl Fishers,Princess Theatre,Melbourne,VIC,1980-01-01
2371,Don Pasquale,Townsville Civic Theatre,South Townsville,QLD,1979-12-21
2372,Norma,ABC TV,,[Unknown],1979-12-16
2373,Don Pasquale,Innisfail Shire Hall,Innisfail,QLD,1979-12-15
2374,The Queen of Spades,Palais Theatre,St Kilda,VIC,1979-12-07
2375,The Secret Marriage,Port Lincoln,Port Lincoln,SA,1979-12-01
2376,The Secret Marriage,Whyalla,Whyalla,SA,1979-11-28
2377,The Secret Marriage,Broken Hill,Broken Hill,NSW,1979-11-24
2378,The Secret Marriage,Port Pirie,Port Pirie,SA,1979-11-21
2379,Madama Butterfly,Festival Theatre,Adelaide,SA,1979-11-21
2380,The Queen of Spades,Festival Theatre,Adelaide,SA,1979-11-17
2381,The Secret Marriage,Loxton Community Theatre,Loxton,SA,1979-11-17
2382,Madame Butterfly,Perth Concert Hall,Perth,WA,1979-11-16
2383,Tosca,Rockdale Town Hall,Rockdale,NSW,1979-11-16
2384,The Secret Marriage,Mount Gambier,Mount Gambier,SA,1979-11-14
2385,The Marriage of Figaro,Civic Theatre,Newcastle,NSW,1979-11-08
2386,L'Infedelta Delusa,New South Wales Conservatorium of Music,Sydney,NSW,1979-11-07
2387,The Abduction from the Seraglio,Her Majesty's Theatre,Brisbane,QLD,1979-10-30
2388,Werther,Opera Theatre,Adelaide,SA,1979-10-29
2389,Don Giovanni,Her Majesty's Theatre,Brisbane,QLD,1979-10-27
2390,La Traviata,Canberra Theatre,Canberra,ACT,1979-10-25
2391,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-10-08
2392,Inner Voices,Grant Street Theatre,Southbank,VIC,1979-10-02
2393,The Rake's Progress,SGIO Theatre,Brisbane,QLD,1979-09-20
2394,Cavalleria Rusticana,Hurstville Civic Centre,Hurstville,NSW,1979-09-19
2395,Suor Angelica,Hurstville Civic Centre,Hurstville,NSW,1979-09-19
2396,Hansel and Gretel,New South Wales Conservatorium of Music,Sydney,NSW,1979-09-13
2397,Salome,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-09-12
2398,One Man Show,Opera Theatre,Adelaide,SA,1979-09-03
2399,One Man Show,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-09-03
2400,Simon Boccanegra,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-08-29
2401,Jenufa,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-08-15
2402,Don Giovanni,Palais Theatre,St Kilda,VIC,1979-08-04
2403,Falstaff,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-08-01
2404,La Belle Helene,Rockdale Town Hall,Rockdale,NSW,1979-07-25
2405,The Queen of Spades,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-07-18
2406,The Marriage of Figaro,Wagga Wagga Civic Theatre,Wagga Wagga,NSW,1979-07-13
2407,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-07-10
2408,The Elixir of Love,Opera Theatre,Adelaide,SA,1979-07-09
2409,La Clemenza di Tito,Princess Theatre,Melbourne,VIC,1979-07-07
2410,Idomeneo,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-07-04
2411,The Marriage of Figaro,Canberra Theatre,Canberra,ACT,1979-07-04
2412,The Old Maid and the Thief,New South Wales Conservatorium of Music,Sydney,NSW,1979-06-21
2413,Little Mahagonny,New South Wales Conservatorium of Music,Sydney,NSW,1979-06-21
2414,The Abduction from the Seraglio,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-06-20
2415,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-06-13
2416,The Beggar's Opera,Bunbury,Bunbury,WA,1979-06-09
2417,The Girl of the Golden West,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-06-06
2418,Fortune's Folly,South Australia,,SA,1979-06-04
2419,Hansel and Gretel,Her Majesty's Theatre,Brisbane,QLD,1979-06-02
2420,Lucia di Lammermoor,Her Majesty's Theatre,Brisbane,QLD,1979-05-30
2421,The Secret Marriage,Theatre Royal,Hobart,TAS,1979-05-30
2422,The Mastersingers of Nuremberg,Palais Theatre,St Kilda,VIC,1979-05-26
2423,The Triumph of Honour,Princess Theatre,Melbourne,VIC,1979-05-21
2424,The Girl of the Golden West,Princess Theatre,Melbourne,VIC,1979-05-19
2425,The Beggar's Opera,Busselton,Busselton,WA,1979-05-11
2426,Let's Make an Opera,Opera Theatre,Adelaide,SA,1979-05-08
2427,The Beggar's Opera,Geraldton,Geraldton,WA,1979-05-04
2428,The Secret Marriage,Opera Theatre,Adelaide,SA,1979-04-30
2429,The Mikado,Rockdale Town Hall,Rockdale,NSW,1979-04-20
2430,Cavalleria Rusticana / Pagliacci,Princess Theatre,Melbourne,VIC,1979-04-19
2431,The Beggar's Opera,Playhouse Theatre,Perth,WA,1979-04-19
2432,Madama Butterfly,Princess Theatre,Melbourne,VIC,1979-04-14
2433,Romeo and Juliet,Canberra Theatre,Canberra,ACT,1979-04-05
2434,La Boheme,Her Majesty's Theatre,Brisbane,QLD,1979-04-02
2435,Norma,Her Majesty's Theatre,Brisbane,QLD,1979-03-31
2436,The Rhinegold,Concert Hall (Sydney Opera House),Sydney,NSW,1979-03-20
2437,Die Fledermaus,Opera Theatre,Adelaide,SA,1979-03-12
2438,La Boheme,Palais Theatre,St Kilda,VIC,1979-03-12
2439,La Traviata,Palais Theatre,St Kilda,VIC,1979-03-10
2440,The Pearl Fishers,Princess Theatre,Melbourne,VIC,1979-02-21
2441,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-02-17
2442,The Mastersingers of Nuremberg,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-02-13
2443,The Marriage of Figaro,New Fortune Theatre,Crawley,WA,1979-02-12
2444,Boadicea,Twelfth Night Theatre,Bowen Hills,QLD,1979-02-01
2445,Stars of the Bolshoi Opera,Concert Hall (Sydney Opera House),Sydney,NSW,1979-01-22
2446,Fidelio,Concert Hall (Sydney Opera House),Sydney,NSW,1979-01-13
2447,Albert Herring,Opera Theatre (Sydney Opera House),Sydney,NSW,1979-01-10
2448,Twice Upon a Time,Victoria,,VIC,1979-01-01
2449,The Elixir of Love,Victoria,,VIC,1979-01-01
2450,The Jolly Barber,Queensland,,QLD,1979-01-01
2451,Orpheus in the Underworld,Festival Theatre,Adelaide,SA,1978-11-24
2452,Alcina,Dallas Brooks Hall,East Melbourne,VIC,1978-11-22
2453,Die Fledermaus,Seymour Centre,Chippendale,NSW,1978-11-21
2454,Madama Butterfly,Her Majesty's Theatre,Brisbane,QLD,1978-11-21
2455,Nabucco,Palais Theatre,St Kilda,VIC,1978-11-11
2456,The Magic Flute,Wagga Wagga Civic Theatre,Wagga Wagga,NSW,1978-11-10
2457,Tosca,Perth Concert Hall,Perth,WA,1978-11-10
2458,Don Pasquale,Princess Theatre,Launceston,TAS,1978-11-08
2459,The Magic Flute,Canberra Theatre,Canberra,ACT,1978-11-01
2460,Don Pasquale,Theatre Royal,Hobart,TAS,1978-10-31
2461,The Magic Flute,Orange Civic Theatre,Orange,NSW,1978-10-31
2462,Nabucco,Festival Theatre,Adelaide,SA,1978-10-28
2463,La Sonnambula,Festival Theatre,Adelaide,SA,1978-10-19
2464,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-10-07
2465,Orpheus in the Underworld,Princess Theatre,Melbourne,VIC,1978-10-06
2466,The Pearl Fishers,Her Majesty's Theatre,Brisbane,QLD,1978-10-05
2467,A Midsummer Night's Dream,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-10-05
2468,Faust,Her Majesty's Theatre,Brisbane,QLD,1978-09-30
2469,Cavalleria Rusticana / Pagliacci,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-09-19
2470,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-09-08
2471,Eliza Fraser Sings,Union Theatre,Parkville,VIC,1978-09-01
2472,The Apology of Bony Anderson,Union Theatre,Parkville,VIC,1978-09-01
2473,The Swallow,Festival Theatre,Adelaide,SA,1978-08-23
2474,La Traviata,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-08-21
2475,The Mastersingers of Nuremberg,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-08-15
2476,The Triumph of Honour,SGIO Theatre,Brisbane,QLD,1978-07-29
2477,The Magic Flute,SGIO Theatre,Brisbane,QLD,1978-07-22
2478,Don Giovanni,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-07-19
2479,Albert Herring,The Playhouse,Civic Square,ACT,1978-07-19
2480,Norma,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-07-05
2481,La Traviata,Festival Theatre,Adelaide,SA,1978-06-28
2482,The Marriage of Figaro,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-06-24
2483,Idomeneo,Princess Theatre,Melbourne,VIC,1978-06-23
2484,Fra Diavolo,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-06-17
2485,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-06-14
2486,Carmen - Concert Version,Renmark Institute,Renmark,SA,1978-06-10
2487,Don Giovanni,Civic Theatre,Newcastle,NSW,1978-06-01
2488,Don Giovanni,Princess Theatre,Melbourne,VIC,1978-05-06
2489,The Marriage of Figaro,Opera Theatre,Adelaide,SA,1978-05-03
2490,A Masked Ball,Canberra Theatre,Canberra,ACT,1978-05-03
2491,Macbeth,Princess Theatre,Melbourne,VIC,1978-04-10
2492,Fra Diavolo,Princess Theatre,Melbourne,VIC,1978-04-04
2493,The Flying Dutchman,Princess Theatre,Melbourne,VIC,1978-03-30
2494,The Triumph of Honour,Bonython Hall,The University of Adelaide,SA,1978-03-11
2495,Pagliacci / Suor Angelica,Canberra Theatre,Canberra,ACT,1978-03-11
2496,Macbeth,Canberra Theatre,Canberra,ACT,1978-03-10
2497,Fra Diavolo,Canberra Theatre,Canberra,ACT,1978-03-09
2498,The Midsummer Marriage,Festival Theatre,Adelaide,SA,1978-02-25
2499,Don Pasquale,University of New England Hall,Armidale,NSW,1978-02-25
2500,Don Pasquale,Inverell Town Hall,Inverell,NSW,1978-02-22
2501,Don Pasquale,Glen Innes Town Hall,Glen Innes,NSW,1978-02-21
2502,Don Pasquale,Grafton South High School,Grafton,NSW,1978-02-18
2503,Nabucco,Opera Theatre (Sydney Opera House),Sydney,NSW,1978-02-17
2504,Don Pasquale,Lismore City Hall,Lismore,NSW,1978-02-15
2505,Don Pasquale,Moree Education Centre,Moree,NSW,1978-02-11
2506,Don Pasquale,Narrabri High School,Narrabri,NSW,1978-02-10
2507,Don Pasquale,Coonabarabran Shire Hall,Coonabarabran,NSW,1978-02-07
2508,Don Pasquale,Tamworth Town Hall,Tamworth,NSW,1978-02-04
2509,La Boheme,Theatre 3,Acton,ACT,1978-02-01
2510,The Flying Dutchman,Sydney Town Hall,Sydney,NSW,1978-01-27
2511,Macbeth,Sydney Town Hall,Sydney,NSW,1978-01-24
2512,The Jolly Barber,Queensland,,QLD,1978-01-01
2513,Sid the Serpent Who Wanted to Sing,Victoria,,VIC,1978-01-01
2514,Orpheus and Eurydice,Canberra Theatre,Canberra,ACT,1977-11-30
2515,Carmen,Her Majesty's Theatre,Brisbane,QLD,1977-11-19
2516,Fidelio,Her Majesty's Theatre,Brisbane,QLD,1977-11-18
2517,Don Giovanni,Opera Theatre,Adelaide,SA,1977-11-09
2518,Big H's Opera for B-flat Bikies,South Australia,,SA,1977-09-19
2519,The Flying Dutchman,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-08-31
2520,Cosi Fan Tutte,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-08-19
2521,Macbeth,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-08-04
2522,The Merry Widow,Canberra Theatre,Canberra,ACT,1977-07-27
2523,The Coronation of Poppea,The Playhouse,Adelaide,SA,1977-07-18
2524,Pagliacci / Suor Angelica,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-07-16
2525,An Irrational Entertainment,Edmund Wright House,Adelaide,SA,1977-07-10
2526,The Grand Duchess of Gerolstein,The Australian Theatre,Newtown,NSW,1977-07-09
2527,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-07-06
2528,Tales of Hoffmann,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-06-23
2529,Fra Diavolo,Sydney Opera House,Sydney,NSW,1977-06-17
2530,The Barber of Seville,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-06-10
2531,Lucrezia Borgia,Sydney Opera House,Sydney,NSW,1977-06-04
2532,The Marriage of Figaro,Princess Theatre,Melbourne,VIC,1977-05-12
2533,Don Pasquale,Canberra Theatre,Canberra,ACT,1977-04-27
2534,Carmen,Princess Theatre,Melbourne,VIC,1977-04-02
2535,Parsifal,Concert Hall (Sydney Opera House),Sydney,NSW,1977-04-02
2536,Don Pasquale,Orange Civic Theatre,Orange,NSW,1977-04-01
2537,Lakme,Princess Theatre,Melbourne,VIC,1977-03-25
2538,Madama Butterfly,Princess Theatre,Melbourne,VIC,1977-03-24
2539,Fidelio,Princess Theatre,Melbourne,VIC,1977-03-22
2540,La Belle Helene,Festival Theatre,Adelaide,SA,1977-03-15
2541,Carmen,Canberra Theatre,Canberra,ACT,1977-03-05
2542,Lakme,Canberra Theatre,Canberra,ACT,1977-03-04
2543,La Belle Hélène,Princess Theatre,Melbourne,VIC,1977-03-03
2544,Madama Butterfly,Canberra Theatre,Canberra,ACT,1977-03-03
2545,La Boheme,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-02-17
2546,The Magic Flute,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-02-09
2547,Madama Butterfly,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-01-29
2548,Tosca,Opera Theatre (Sydney Opera House),Sydney,NSW,1977-01-28
2549,Aida,Concert Hall (Sydney Opera House),Sydney,NSW,1977-01-14
2550,The Surprising Soprano,Everest Theatre,Chippendale,NSW,1977-01-10
