,Work,Theatre,City,country,date
2758,Fidelio,Her Majesty's Theatre,Adelaide,SA,1970-10-23
2759,The Force of Destiny,Her Majesty's Theatre,Adelaide,SA,1970-10-22
2760,The Rake's Progress,Her Majesty's Theatre,Adelaide,SA,1970-10-21
2761,Turandot,Her Majesty's Theatre,Adelaide,SA,1970-10-20
2763,The Force of Destiny,Princess Theatre,Melbourne,VIC,1970-09-12
2764,The Rake's Progress,Princess Theatre,Melbourne,VIC,1970-09-07
2765,Fidelio,Princess Theatre,Melbourne,VIC,1970-08-29
2766,La Traviata,His Majesty's Theatre,Perth,WA,1970-08-13
2767,La Boheme,Capitol Theatre,Haymarket,NSW,1970-08-11
2768,Fidelio,Capitol Theatre,Haymarket,NSW,1970-08-10
2769,Otello,Capitol Theatre,Haymarket,NSW,1970-08-08
2770,The Force of Destiny,Capitol Theatre,Haymarket,NSW,1970-08-08
2771,The Rake's Progress,Capitol Theatre,Haymarket,NSW,1970-08-07
2772,Otello,Her Majesty's Theatre (1960-1970),Sydney,NSW,1970-07-10
2773,The Force of Destiny,Her Majesty's Theatre (1960-1970),Sydney,NSW,1970-07-03
2774,La Boheme,Her Majesty's Theatre (1960-1970),Sydney,NSW,1970-06-20
2775,The Rake's Progress,Her Majesty's Theatre (1960-1970),Sydney,NSW,1970-06-17
2776,Fidelio,Her Majesty's Theatre (1960-1970),Sydney,NSW,1970-06-13
2777,The Australian Opera Season 1970,Various Locations,Various SA Locations,SA,1970-06-13
2778,The Prodigal Son,Canberra Theatre,Canberra,ACT,1970-04-02
2779,The Burning Fiery Furnace,Canberra Theatre,Canberra,ACT,1970-04-01
2780,Curlew River,Canberra Theatre,Canberra,ACT,1970-03-31
2781,Julius Caesar Jones,Arts Theatre,Adelaide,SA,1970-03-16
2782,The Old Maid and the Thief,AMP Theatre,Adelaide,SA,1970-03-16
2783,L'Heure Espagnole/The Old Maid and The Thief,AMP Theatre,Adelaide,SA,1970-03-16
2784,The Prodigal Son,Bonython Hall,The University of Adelaide,SA,1970-03-11
2785,The Burning Fiery Furnace,Bonython Hall,The University of Adelaide,SA,1970-03-10
2786,Curlew River,Bonython Hall,The University of Adelaide,SA,1970-03-07
2787,The Rise and Fall of the City of Mahagonny,Canberra,Canberra,ACT,1970-01-01
2788,The Masked Ball,Various,Various Victorian locations,VIC,1970-01-01
2789,The Masked Ball,Various Locations,Various SA Locations,SA,1970-01-01
2790,The Masked Ball,Various Venues Around Brisbane,Brisbane area,QLD,1970-01-01
2791,The Masked Ball,Various,NSW Region,NSW,1970-01-01
2792,Don Pasquale,National Theatre,Launceston,TAS,1969-09-08
2793,Don Pasquale,Theatre Royal,Hobart,TAS,1969-09-03
2794,La Boheme,Princess Theatre,Melbourne,VIC,1969-06-25
2795,School For Fathers,Her Majesty's Theatre (1960-1970),Sydney,NSW,1969-05-31
2796,Boris Godunov,Her Majesty's Theatre (1960-1970),Sydney,NSW,1969-05-27
2797,The Masked Ball,Her Majesty's Theatre (1960-1970),Sydney,NSW,1969-05-24
2798,Falstaff,Her Majesty's Theatre (1960-1970),Sydney,NSW,1969-05-21
2799,Madam Butterfly,Her Majesty's Theatre (1960-1970),Sydney,NSW,1969-05-20
2800,School For Fathers,Canberra Theatre,Canberra,ACT,1969-05-13
2801,The Masked Ball,Canberra Theatre,Canberra,ACT,1969-05-12
2802,Madam Butterfly,Her Majesty's Theatre,Brisbane,QLD,1969-05-02
2803,School For Fathers,Her Majesty's Theatre,Brisbane,QLD,1969-05-01
2804,The Masked Ball,Her Majesty's Theatre,Brisbane,QLD,1969-04-30
2805,School For Fathers,Her Majesty's Theatre,Adelaide,SA,1969-04-12
2806,Boris Godunov,Her Majesty's Theatre,Adelaide,SA,1969-04-09
2807,Madam Butterfly,Her Majesty's Theatre,Adelaide,SA,1969-04-08
2808,Boris Godunov,Her Majesty's Theatre,Melbourne,VIC,1969-03-15
2809,The Masked Ball,Her Majesty's Theatre,Melbourne,VIC,1969-03-07
2810,School For Fathers,Her Majesty's Theatre,Melbourne,VIC,1969-02-25
2811,Madam Butterfly,Her Majesty's Theatre,Melbourne,VIC,1969-02-22
2812,Falstaff,Her Majesty's Theatre,Melbourne,VIC,1969-02-21
2813,Falstaff,Canberra Theatre,Canberra,ACT,1969-02-12
2814,Madam Butterfly,Canberra Theatre,Canberra,ACT,1969-02-11
2815,Opera '69,Various Locations,Various SA Locations,SA,1969-02-08
2816,School For Fathers,Theatre Royal,Hobart,TAS,1968-09-24
2817,School For Fathers,National Theatre,Launceston,TAS,1968-09-19
2818,The Girl of the Golden West,Her Majesty's Theatre (1960-1970),Sydney,NSW,1968-06-27
2819,Tannhauser,Her Majesty's Theatre (1960-1970),Sydney,NSW,1968-06-14
2820,Don Carlos,Her Majesty's Theatre (1960-1970),Sydney,NSW,1968-06-13
2821,The Magic Flute,Her Majesty's Theatre (1960-1970),Sydney,NSW,1968-06-12
2822,Tosca,267 Elizabeth Street,Sydney,NSW,1968-06-11
2823,Don Carlos,Her Majesty's Theatre,Brisbane,QLD,1968-05-23
2824,The Girl of the Golden West,Her Majesty's Theatre,Brisbane,QLD,1968-05-22
2825,Tannhauser,Her Majesty's Theatre,Brisbane,QLD,1968-05-21
2826,The Girl of the Golden West,Canberra Theatre,Canberra,ACT,1968-05-14
2827,Don Carlos,Canberra Theatre,Canberra,ACT,1968-05-13
2828,The Girl of the Golden West,Princess Theatre,Melbourne,VIC,1968-04-26
2829,Don Carlos,Princess Theatre,Melbourne,VIC,1968-04-18
2830,The Magic Flute,Princess Theatre,Melbourne,VIC,1968-04-09
2831,Tannhauser,Princess Theatre,Melbourne,VIC,1968-04-05
2832,Tosca,Princess Theatre,Melbourne,VIC,1968-04-04
2833,The Missus,Mead Hall,Adelaide,SA,1968-03-11
2834,Chanticleer,Mead Hall,Adelaide,SA,1968-03-11
2835,Tosca,Her Majesty's Theatre,Adelaide,SA,1968-03-07
2836,Tannhauser,Her Majesty's Theatre,Adelaide,SA,1968-03-07
2837,Don Carlos,Her Majesty's Theatre,Adelaide,SA,1968-03-07
2838,The Magic Flute,Canberra Theatre,Canberra,ACT,1968-02-27
2839,Tannhauser,Canberra Theatre,Canberra,ACT,1968-02-24
2840,Don Pasquale,Princess Theatre,Melbourne,VIC,1967-11-02
2841,Don Pasquale,Various Venues Around Brisbane,Brisbane area,QLD,1967-10-01
2842,Rigoletto,Tivoli Theatre (1932-1969),Sydney,NSW,1967-09-19
2843,Don Giovanni,Tivoli Theatre (1932-1969),Sydney,NSW,1967-09-18
2844,Il Trovatore,Tivoli Theatre (1932-1969),Sydney,NSW,1967-09-16
2845,Tales of Hoffmann,Palais Theatre,St Kilda,VIC,1967-09-16
2846,Don Pasquale,Tivoli Theatre (1932-1969),Sydney,NSW,1967-08-30
2847,The Flying Dutchman,Tivoli Theatre (1932-1969),Sydney,NSW,1967-08-29
2848,Turandot,Tivoli Theatre (1932-1969),Sydney,NSW,1967-08-26
2849,Don Giovanni,Canberra Theatre,Canberra,ACT,1967-08-22
2850,Rigoletto,Canberra Theatre,Canberra,ACT,1967-08-21
2851,Rigoletto,Her Majesty's Theatre,Melbourne,VIC,1967-08-08
2852,Don Giovanni,Her Majesty's Theatre,Melbourne,VIC,1967-08-07
2853,Il Trovatore,Her Majesty's Theatre,Melbourne,VIC,1967-08-05
2854,The Flying Dutchman,Her Majesty's Theatre,Melbourne,VIC,1967-07-25
2855,Turandot,Her Majesty's Theatre,Melbourne,VIC,1967-07-22
2856,Don Pasquale,Her Majesty's Theatre,Adelaide,SA,1967-06-28
2857,Opera Subscription for 1967,Her Majesty's Theatre,Adelaide,SA,1967-06-27
2858,The Flying Dutchman,Her Majesty's Theatre,Adelaide,SA,1967-06-27
2859,Il Trovatore,Her Majesty's Theatre,Adelaide,SA,1967-06-27
2860,Don Pasquale,Her Majesty's Theatre,Brisbane,QLD,1967-06-08
2861,Tosca,Her Majesty's Theatre,Brisbane,QLD,1967-06-07
2862,The Flying Dutchman,Her Majesty's Theatre,Brisbane,QLD,1967-06-06
2863,Tosca,Canberra Theatre,Canberra,ACT,1967-05-31
2864,Don Pasquale,Canberra Theatre,Canberra,ACT,1967-05-30
2865,Opera in a Nutshell,Various Locations,Various SA Locations,SA,1967-03-13
2866,Tosca,Theatre Royal,Hobart,TAS,1967-03-09
2867,Tosca,His Majesty's Theatre,Perth,WA,1967-02-14
2868,Don Pasquale,His Majesty's Theatre,Perth,WA,1967-02-11
2869,Don Pasquale,Various,NSW Region,NSW,1967-01-01
2870,The Barber of Seville,Theatre Royal,Hobart,TAS,1966-12-02
2871,Il Trovatore,Theatre Royal,Hobart,TAS,1966-11-26
2872,Boris Godounov,Palais Theatre,St Kilda,VIC,1966-11-05
2873,The Barber of Seville,Palais Theatre,St Kilda,VIC,1966-11-01
2874,Il Trovatore,Palais Theatre,St Kilda,VIC,1966-10-29
2875,The Barber of Seville,Canberra Theatre,Canberra,ACT,1966-10-13
2876,Il Trovatore,Canberra Theatre,Canberra,ACT,1966-10-12
2877,Boris Godounov,Canberra Theatre,Canberra,ACT,1966-10-11
2878,The Barber of Seville,Her Majesty's Theatre (1960-1970),Sydney,NSW,1966-09-15
2879,Il Trovatore,Her Majesty's Theatre (1960-1970),Sydney,NSW,1966-09-09
2880,Boris Godounov,Her Majesty's Theatre (1960-1970),Sydney,NSW,1966-09-08
2881,Carmen,Palais Theatre,St Kilda,VIC,1966-09-06
2882,The Barber of Seville,Her Majesty's Theatre,Brisbane,QLD,1966-08-23
2883,Boris Godounov,Her Majesty's Theatre,Brisbane,QLD,1966-08-20
2884,Il Trovatore,Her Majesty's Theatre,Brisbane,QLD,1966-08-19
2885,Nabucco,Union Hall,Adelaide,SA,1966-07-25
2888,Susanna's Secret,Mead Hall,Adelaide,SA,1966-03-10
2889,Master Peter's Puppet Show,Mead Hall,Adelaide,SA,1966-03-10
2890,If The Cap Fits,Mead Hall,Adelaide,SA,1966-03-10
2891,The Barber of Seville,Various,NSW Region,NSW,1966-02-07
2892,The Beggar's Opera,The Playhouse,Civic Square,ACT,1966-01-29
2893,Operatic Concerto,New South Wales,,NSW,1966-01-01
2894,The Barber of Seville,Various Venues Around Brisbane,Brisbane area,QLD,1966-01-01
2895,Barber of Seville,Various Australia,Australia,[Unknown],1966-01-01
2896,Opera Workshop,Union Hall,Adelaide,SA,1965-09-29
2897,Orpheus in the Underworld,Union Hall,Adelaide,SA,1965-09-09
2898,Faust,Her Majesty's Theatre,Adelaide,SA,1965-08-16
2899,La Sonnambula,Her Majesty's Theatre,Melbourne,VIC,1965-08-03
2900,Semiramide,Her Majesty's Theatre,Melbourne,VIC,1965-07-29
2902,The Rise and Fall of the City of Mahagonny,Union Theatre,Parkville,VIC,1965-05-26
2903,Cosi Fan Tutte,Theatre Royal,Hobart,TAS,1965-02-24
2904,Madame Butterfly,Various,NSW Region,NSW,1965-02-08
2905,Madame Butterfly,Various Venues Around Brisbane,Brisbane area,QLD,1965-01-01
2906,Macbeth,Princess Theatre,Melbourne,VIC,1964-12-03
2907,Cosi Fan Tutte,Princess Theatre,Melbourne,VIC,1964-11-12
2908,Die Kluge / Catulli Carmina,Princess Theatre,Melbourne,VIC,1964-11-05
2909,Carmen,Princess Theatre,Melbourne,VIC,1964-10-28
2910,Macbeth,Elizabethan Theatre,Newtown,NSW,1964-10-09
2911,Cosi Fan Tutte,Elizabethan Theatre,Newtown,NSW,1964-09-16
2912,Die Kluge / Catulli Carmina,Elizabethan Theatre,Newtown,NSW,1964-09-09
2913,Carmen,Elizabethan Theatre,Newtown,NSW,1964-09-02
2914,Cosi Fan Tutte,Her Majesty's Theatre,Brisbane,QLD,1964-08-11
2915,Macbeth,Her Majesty's Theatre,Brisbane,QLD,1964-08-04
2916,The Mikado,High School Assembly Hall,Broken Hill,NSW,1964-08-03
2917,Die Kluge / Catulli Carmina,Her Majesty's Theatre,Brisbane,QLD,1964-07-28
2918,The Tales of Hoffmann,Union Hall,Adelaide,SA,1964-07-04
2919,The Telephone / The Daughter of The Regiment,Kew Civic Hall,Kew,VIC,1964-06-17
2920,"Ruddigore or, The Witch's Curse",Union Hall,Adelaide,SA,1964-04-22
2921,Carmen,Her Majesty's Theatre,Adelaide,SA,1964-03-21
2922,Il Campanello,Mead Hall,Adelaide,SA,1964-03-16
2923,Macbeth,Her Majesty's Theatre,Adelaide,SA,1964-03-10
2924,Three's Company,Mead Hall,Adelaide,SA,1964-03-09
2925,Troilus and Cressida,Her Majesty's Theatre,Adelaide,SA,1964-03-07
2926,La Boheme,Playhouse Theatre,Perth,WA,1964-02-01
2927,The Marriage of Figaro,Playhouse Theatre,Perth,WA,1964-01-31
2928,The Marriage of Figaro,Various,Australia,[Unknown],1964-01-01
2929,La Boheme,Various,NSW Region,NSW,1964-01-01
2930,La Boheme,Various Venues Around Brisbane,Brisbane area,QLD,1964-01-01
2931,The Marriage of Figaro,Theatre Royal,Hobart,TAS,1963-12-28
2932,The Marriage of Figaro,Elizabethan Theatre,Newtown,NSW,1963-11-14
2933,La Boheme,Elizabethan Theatre,Newtown,NSW,1963-11-08
2934,Faust,Elizabethan Theatre,Newtown,NSW,1963-11-01
2935,Fidelio,Elizabethan Theatre,Newtown,NSW,1963-10-25
2936,The Marriage of Figaro,Princess Theatre,Melbourne,VIC,1963-10-05
2937,Madam Butterfly,Union Hall,Adelaide,SA,1963-10-04
2938,Faust,Princess Theatre,Melbourne,VIC,1963-09-28
2939,La Boheme,Princess Theatre,Melbourne,VIC,1963-09-20
2940,Fidelio,Princess Theatre,Melbourne,VIC,1963-09-19
2941,The Marriage of Figaro,Her Majesty's Theatre,Adelaide,SA,1963-09-07
2942,Fidelio,Her Majesty's Theatre,Adelaide,SA,1963-09-03
2943,Faust,Her Majesty's Theatre,Adelaide,SA,1963-08-29
2944,La Boheme,Her Majesty's Theatre,Adelaide,SA,1963-08-28
2945,The Duenna,The Old Dolphin Theatre,Crawley,WA,1963-08-14
2946,The Marriage of Figaro,Her Majesty's Theatre,Brisbane,QLD,1963-08-13
2947,Faust,Her Majesty's Theatre,Brisbane,QLD,1963-08-10
2948,La Boheme,Her Majesty's Theatre,Brisbane,QLD,1963-08-08
2949,Fidelio,Her Majesty's Theatre,Brisbane,QLD,1963-08-07
2950,Cosi Fan Tutte,Union Hall,Adelaide,SA,1963-07-01
2951,Il Seraglio,Elder Conservatorium of Music,Adelaide,SA,1963-06-22
2952,Martha,Kew Civic Hall,Kew,VIC,1963-05-08
2953,Don Giovanni,Various,NSW Region,NSW,1963-01-01
2954,Don Giovanni,National Theatre,Launceston,TAS,1962-11-21
2955,Don Giovanni,Theatre Royal,Hobart,TAS,1962-11-02
2956,Ariadne auf Naxos,Her Majesty's Theatre,Brisbane,QLD,1962-07-19
2957,La Traviata,Her Majesty's Theatre,Brisbane,QLD,1962-07-12
2958,The Royal Lottery,Teachers College,Carlton,VIC,1962-07-11
2959,Don Giovanni,Her Majesty's Theatre,Brisbane,QLD,1962-07-06
2960,Falstaff,Her Majesty's Theatre,Brisbane,QLD,1962-07-05
2961,The Merry Widow,Capitol Theatre,Perth,WA,1962-06-28
2962,Iphigenia in Tauris,Union Hall,Adelaide,SA,1962-06-26
2963,Don Giovanni,Elizabethan Theatre,Newtown,NSW,1962-06-15
2964,Falstaff,Elizabethan Theatre,Newtown,NSW,1962-06-07
2965,La Traviata,Elizabethan Theatre,Newtown,NSW,1962-05-31
2966,Ariadne auf Naxos,Elizabethan Theatre,Newtown,NSW,1962-05-30
2967,Don Giovanni,Palais Theatre,St Kilda,VIC,1962-05-11
2968,Falstaff,Palais Theatre,St Kilda,VIC,1962-05-04
2969,La Traviata,Palais Theatre,St Kilda,VIC,1962-04-25
2970,Ariadne auf Naxos,Palais Theatre,St Kilda,VIC,1962-04-24
2971,Don Giovanni,Theatre Royal,Adelaide,SA,1962-04-06
2972,Falstaff,Theatre Royal,Adelaide,SA,1962-04-05
2973,La Traviata,Theatre Royal,Adelaide,SA,1962-03-27
2974,Ariadne auf Naxos,Theatre Royal,Adelaide,SA,1962-03-24
2975,Gentleman's Island,Australia Hall,Adelaide,SA,1962-03-19
2976,Prima Donna,Australia Hall,Adelaide,SA,1962-03-19
2977,La Voix Humaine,Australia Hall,Adelaide,SA,1962-03-19
2978,La Traviata,Various,NSW Region,NSW,1962-01-01
2979,Don Carlos,Union Hall,Adelaide,SA,1961-11-27
2980,Il Ballo della Ingrate / Dido and Aeneas,Union Theatre,University of Sydney,NSW,1961-09-01
2981,June Bronhill Celebrity Concert,Broken Hill Town Hall,Broken Hill,NSW,1960-12-12
2982,The Turn of the Screw,Union Hall,Adelaide,SA,1960-10-17
2983,Carmen,Tivoli Theatre,Adelaide,SA,1960-10-17
2984,The Marriage of Figaro,Union Hall,Adelaide,SA,1960-10-04
2985,Rigoletto,Various,Australia,[Unknown],1960-09-19
2986,The Magic Flute,Her Majesty's Theatre,Brisbane,QLD,1960-07-16
2987,The Trittico : Il Tabarro / Suor Angelica / Gianni Schicchi,Her Majesty's Theatre,Brisbane,QLD,1960-07-07
2988,Rigoletto,Her Majesty's Theatre,Brisbane,QLD,1960-07-05
2989,Madama Butterfly,Her Majesty's Theatre,Brisbane,QLD,1960-07-02
2990,The Fairy Queen,Great Hall,University of Sydney,NSW,1960-07-01
2991,Faust,Union Hall,Adelaide,SA,1960-06-13
2992,The Magic Flute,Elizabethan Theatre,Newtown,NSW,1960-06-10
2993,Madama Butterfly,Elizabethan Theatre,Newtown,NSW,1960-06-04
2994,The Trittico : Il Tabarro / Suor Angelica / Gianni Schicchi,Elizabethan Theatre,Newtown,NSW,1960-05-26
2995,Rigoletto,Elizabethan Theatre,Newtown,NSW,1960-05-23
2996,Salome,Elizabethan Theatre,Newtown,NSW,1960-05-21
2997,Grand Opera Season,Elizabethan Theatre,Newtown,NSW,1960-05-21
2998,The Magic Flute,Palais Theatre,St Kilda,VIC,1960-05-08
2999,Madama Butterfly,Palais Theatre,St Kilda,VIC,1960-04-28
3000,The Trittico : Il Tabarro / Suor Angelica / Gianni Schicchi,Palais Theatre,St Kilda,VIC,1960-04-21
3001,Rigoletto,Palais Theatre,St Kilda,VIC,1960-04-18
3002,Salome,Palais Theatre,St Kilda,VIC,1960-04-16
3004,Madam Butterfly,Theatre Royal,Adelaide,SA,1960-03-29
3005,The Trittico : Il Tabarro / Suor Angelica / Gianni Schicchi,Theatre Royal,Adelaide,SA,1960-03-24
3006,Rigoletto,Theatre Royal,Adelaide,SA,1960-03-18
3007,Salome,Theatre Royal,Adelaide,SA,1960-03-17
3008,Salome ; Rigoletto ; The Trittico ; Madam Butterfly,Theatre Royal,Adelaide,SA,1960-03-17
3009,The Telephone / The Scarf / A Dinner Engagment,Mead Hall,Adelaide,SA,1960-03-14
3010,The Bespoke Overcoat ; Design for a Lament ; Prima Donna,Union Hall,Adelaide,SA,1959-08-18
3011,The Two Widows,Union Hall,Adelaide,SA,1959-07-15
3012,Madame Butterfly,Playhouse Theatre,Perth,WA,1959-04-10
3013,The Barber of Seville,Various,NSW Region,NSW,1959-01-01
3014,The Barber of Seville,Various Venues Around Brisbane,Brisbane area,QLD,1959-01-01
3015,The Threepenny Opera,Union Theatre,Parkville,VIC,1958-12-01
3016,Carmen,Theatre Royal,Adelaide,SA,1958-11-18
3017,The Barber of Seville,Theatre Royal,Adelaide,SA,1958-11-08
3018,Lohengrin,Theatre Royal,Adelaide,SA,1958-11-04
3019,Fidelio,Theatre Royal,Adelaide,SA,1958-11-01
3020,Albert Herring,Union Hall,Adelaide,SA,1958-10-13
3021,Carmen,Her Majesty's Theatre,Melbourne,VIC,1958-09-30
3022,The Barber of Seville,Her Majesty's Theatre,Melbourne,VIC,1958-09-20
3023,Lohengrin,Her Majesty's Theatre,Melbourne,VIC,1958-09-17
3024,Fidelio,Her Majesty's Theatre,Melbourne,VIC,1958-09-16
3025,Peter Grimes,Her Majesty's Theatre,Melbourne,VIC,1958-09-08
3026,Fidelio,Elizabethan Theatre,Newtown,NSW,1958-08-13
3027,Lohengrin,Elizabethan Theatre,Newtown,NSW,1958-08-05
3028,The Barber of Seville,Elizabethan Theatre,Newtown,NSW,1958-07-26
3029,Carmen,Elizabethan Theatre,Newtown,NSW,1958-07-22
3030,Peter Grimes,Elizabethan Theatre,Newtown,NSW,1958-07-19
3031,Lohengrin,Her Majesty's Theatre,Brisbane,QLD,1958-07-03
3032,The Barber of Seville,Her Majesty's Theatre,Brisbane,QLD,1958-06-27
3033,Peter Grimes,Her Majesty's Theatre,Brisbane,QLD,1958-06-21
3034,Carmen,Her Majesty's Theatre,Brisbane,QLD,1958-06-20
3035,The Barber of Seville,Playhouse Theatre,Perth,WA,1958-04-11
3036,Trial by Jury ; The Pirates of Penzance,Theatre Royal,Adelaide,SA,1958-01-11
3037,La Traviata,Tivoli Theatre,Adelaide,SA,1958-01-01
3038,The Bartered Bride,Theatre Royal,Adelaide,SA,1957-11-30
3039,Tales of Hoffmann,Theatre Royal,Adelaide,SA,1957-11-22
3040,La Boheme,Theatre Royal,Adelaide,SA,1957-11-14
3041,Tosca,Theatre Royal,Adelaide,SA,1957-11-13
3042,The Bartered Bride,Princess Theatre,Melbourne,VIC,1957-10-24
3043,Let's Make An Opera: The Little Sweep,The Studio Theatre,North Adelaide,SA,1957-10-19
3044,Tosca,Princess Theatre,Melbourne,VIC,1957-10-17
3045,La Boheme,Princess Theatre,Melbourne,VIC,1957-10-16
3046,Otello,Princess Theatre,Melbourne,VIC,1957-10-15
3047,Tales of Hoffmann,Princess Theatre,Melbourne,VIC,1957-10-14
3048,The Bartered Bride,Elizabethan Theatre,Newtown,NSW,1957-09-20
3049,Tosca,Elizabethan Theatre,Newtown,NSW,1957-09-13
3050,Tales of Hoffmann,Elizabethan Theatre,Newtown,NSW,1957-09-06
3051,Otello,Elizabethan Theatre,Newtown,NSW,1957-09-03
3052,La Boheme,Elizabethan Theatre,Newtown,NSW,1957-08-31
3053,Don Pasquale,Saint Peters Hall,Melbourne,VIC,1957-08-28
3054,Tosca,Victoria Theatre,Newcastle,NSW,1957-08-20
3055,Tales of Hoffmann,Victoria Theatre,Newcastle,NSW,1957-08-17
3056,La Boheme,Victoria Theatre,Newcastle,NSW,1957-08-16
3057,Tales of Hoffmann,Her Majesty's Theatre,Brisbane,QLD,1957-08-01
3058,La Boheme,Her Majesty's Theatre,Brisbane,QLD,1957-07-25
3059,Tosca,Her Majesty's Theatre,Brisbane,QLD,1957-07-24
3060,Der Freischutz,Saint Peters Hall,Melbourne,VIC,1957-07-10
3062,Il Trovatore,Saint Peters Hall,Melbourne,VIC,1957-05-08
3063,The Geisha,National Theatre,Launceston,TAS,1957-03-23
3064,The Beggar's Opera,Elizabethan Theatre,Newtown,NSW,1957-03-13
3065,Cosi Fan Tutte,Elizabethan Theatre,Newtown,NSW,1957-01-25
3066,Don Giovanni,Elizabethan Theatre,Newtown,NSW,1957-01-21
3067,The Magic Flute,Elizabethan Theatre,Newtown,NSW,1957-01-15
3068,The Marriage of Figaro,Elizabethan Theatre,Newtown,NSW,1957-01-12
3070,Fra Diavolo,Victoria Theatre,Newcastle,NSW,1957-01-01
3071,Chinese Classical Theatre,Princess Theatre,Melbourne,VIC,1956-12-10
3072,Cosi Fan Tutte,Theatre Royal,Hobart,TAS,1956-12-06
3073,Don Giovanni,Theatre Royal,Hobart,TAS,1956-12-04
3074,The Marriage of Figaro,Her Majesty's Theatre,Melbourne,VIC,1956-11-01
3075,Don Giovanni,Her Majesty's Theatre,Melbourne,VIC,1956-11-01
3076,The Magic Flute,Her Majesty's Theatre,Melbourne,VIC,1956-11-01
3077,Cosi Fan Tutte,His Majesty's Theatre,Brisbane,QLD,1956-10-06
3078,Don Giovanni,His Majesty's Theatre,Brisbane,QLD,1956-10-04
3079,Cosi Fan Tutte,Her Majesty's Theatre,Melbourne,VIC,1956-10-01
3080,The Magic Flute,His Majesty's Theatre,Brisbane,QLD,1956-09-25
3081,The Marriage of Figaro,His Majesty's Theatre,Brisbane,QLD,1956-09-22
3082,Carmen,Saint Peters Hall,Melbourne,VIC,1956-09-05
3083,The Telephone / The Maid Mistress / The Medium,Metropolitan Theatre (1949-1956),Sydney,NSW,1956-08-24
3084,Two Operas : Savitri and Prima Donna,Wallace Theatre,University of Sydney,NSW,1956-08-04
3085,Don Giovanni,Theatre Royal,Adelaide,SA,1956-08-03
3086,The Magic Flute,Theatre Royal,Adelaide,SA,1956-07-24
3087,The Marriage of Figaro,Theatre Royal,Adelaide,SA,1956-07-21
3088,Cosi Fan Tutte,Theatre Royal,Adelaide,SA,1956-07-07
3089,Faust,Saint Peters Hall,Melbourne,VIC,1956-05-23
3090,Cavalleria Rusticana,Saint Peters Hall,Melbourne,VIC,1955-11-29
3091,Pagliacci,Saint Peters Hall,Melbourne,VIC,1955-11-29
3092,Il Seraglio,Saint Peters Hall,Melbourne,VIC,1955-11-22
3093,La Traviata,Saint Peters Hall,Melbourne,VIC,1955-11-15
3094,Grand Opera,Empire Theatre (1927-1960),Sydney,NSW,1955-08-03
3095,Grand Opera Season,Empire Theatre (1927-1960),Sydney,NSW,1955-08-01
3096,Don Giovanni,Saint Peters Hall,Melbourne,VIC,1955-05-31
3097,Marriage of Figaro,Saint Peters Hall,Melbourne,VIC,1955-05-20
3098,Cosi Fan Tutte,Saint Peters Hall,Melbourne,VIC,1955-05-17
3099,The Magic Flute,Saint Peters Hall,Melbourne,VIC,1955-05-10
3100,Don Pasquale,The Studio Theatre,North Adelaide,SA,1955-05-10
3101,Bastien and Bastienne / Amahl and the Night Vistors,The Studio Theatre,North Adelaide,SA,1955-04-26
3102,Scenes from Opera,Saint Peters Hall,Melbourne,VIC,1954-12-14
3103,Samson and Delilah,Saint Peters Hall,Melbourne,VIC,1954-12-06
3104,The Bartered Bride,Theatre Royal,Hobart,TAS,1954-10-20
3105,Cosi Fan Tutte,Ipswich Civic Hall,Ipswich,QLD,1954-10-01
3106,Il Trovatore,Victoria Theatre,Newcastle,NSW,1954-07-26
3107,Albert Herring,Princess Theatre,Melbourne,VIC,1954-03-09
3108,The Tales of Hoffmann,Princess Theatre,Melbourne,VIC,1954-03-01
3109,La Traviata,Princess Theatre,Melbourne,VIC,1954-02-26
3110,The Consul,Princess Theatre,Melbourne,VIC,1954-02-19
3111,"Iolanthe (or The Peer and the Peri"")""",National Theatre,Launceston,TAS,1953-11-21
3112,Cavalleria Rusticana / Pagliacci,Albert Hall,Yarralumla,ACT,1953-08-17
3113,The Barber of Seville,Albert Hall,Yarralumla,ACT,1953-08-14
3114,La Boheme,Albert Hall,Yarralumla,ACT,1953-08-12
3115,Cosi Fan Tutte,Crystal Theatre,Broken Hill,NSW,1953-07-31
3116,Madam Butterfly,Crystal Theatre,Broken Hill,NSW,1953-07-29
3117,The Consul,Crystal Theatre,Broken Hill,NSW,1953-07-28
3118,Endymion [and] The Devil Take Her,Tivoli Theatre (1932-1969),Sydney,NSW,1953-07-23
3119,Madam Butterfly,Theatre Royal,Adelaide,SA,1953-06-12
3120,La Boheme,Theatre Royal,Adelaide,SA,1953-06-05
3121,Carmen,Victoria Theatre,Newcastle,NSW,1953-05-08
3122,The Barber of Seville,Princess Theatre,Melbourne,VIC,1953-03-01
3123,The Consul,Princess Theatre,Melbourne,VIC,1953-01-01
3124,The Mikado (The Town of Titipu),National Theatre,Launceston,TAS,1952-11-21
3125,A Night of Opera,Newcastle City Hall,Newcastle,NSW,1952-11-17
3126,A Night at the Opera,Armidale Town Hall,Armidale,NSW,1952-10-28
3127,Cavalleria Rusticana,Sydney,Sydney,NSW,1952-05-01
3128,Lucia di Lammermoor,Princess Theatre,Melbourne,VIC,1952-02-01
3129,Il Trovatore,National Theatre,Launceston,TAS,1951-11-16
