,country,city,composer,work,venue,dates,dates_url
142,Australia,Sydney,Donizetti,Lucia di Lammermoor,Opera Australia,"28 September, 3, 6, 9, 11, 18, 20, 24, 27(m) October, 2 November 2012 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auslucia0912
143,Australia,Sydney,"Strauss, R",Salome,Opera Australia,"12, 16, 19, 23, 26, 29, 31 October, 3(m) November 2012 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=aussalome1012
144,Australia,Adelaide,Beethoven,Fidelio,State Opera of South Australia,"13, 16, 18, 20 October 2012",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssafideli1012
145,Australia,Perth,Puccini,Madama Butterfly,West Australian Opera,"23, 25, 27, 30 October, 1, 3 November 2012",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waobutter1012
146,Australia,Brisbane,Bizet,Carmen,OperaQ,"26 October, 1, 3, 6, 8, 10(m) November 2012",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldcarmen1012
147,Australia,Melbourne,Puccini,Madama Butterfly,Opera Australia,"14, 17, 20, 24(m), 26, 29 November, 3, 8(m), 11, 14 December 2012 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausbutter1112
148,Australia,Melbourne,Donizetti,Lucia di Lammermoor,Opera Australia,"19, 24, 27, 30 November, 5, 8, 12, 15(m) December 2012 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auslucia1112
149,Australia,Melbourne,"Strauss, R",Salome,Opera Australia,"1, 4, 7, 10, 13, 15 December 2012 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=aussalome1212
150,Australia,Sydney,Tchaikovsky,The Queen of Spades,Sydney Symphony Orchestra,"1, 3 December 2012",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=zzzqueen1212
151,Australia,Sydney,Rameau,Castor et Pollux,Pinchgut Opera,"6, 8, 9, 10 December 2012",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=pgocastor1212
152,Australia,Sydney & Melbourne,Puccini,La bohème,Opera Australia,"31 December 2012, 5, 10, 12, 15, 18, 23, 26 January, 7, 9(m), 14, 16, 21, 23 February, 1, 3(m), 8, 12, 16(m), 19, 21, 23(m) March 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausboheme1212
153,Australia,Sydney,Verdi,Un Ballo in Maschera,Opera Australia,"16, 19, 24, 27(m), 30 January, 5, 8, 12 February 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausballo0113
154,Australia,Melbourne,Gill,Sleeping Beauty,Victorian Opera,"17(m), 18(m), 18, 19(m) January 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicsleepi0113
155,Australia,Sydney,Verdi,Il Trovatore,Opera Australia,"29 January, 1, 6, 9, 20, 23(m), 26 February, 2, 5 March 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austrovat0113
156,Australia,Melbourne,Beethoven,Fidelio,Melbourne Opera,"2, 5, 9 February, 2 March 2013 (Melbourne & Monash)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melfideli0213
157,Australia,Perth,Verdi,Rigoletto,West Australian Opera,2 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waorigole0213
158,Australia,Sydney,Verdi,Falstaff,Opera Australia,"15, 19, 22, 27 February, 6, 9(m), 14, 16 March 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausfalsta0213
159,Australia,Sydney,Offenbach,Orphée aux Enfers,Opera Australia,"28 February, 2(m), 7, 9, 11, 13, 15, 18, 20, 22, 23, 25, 26, 27 March 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausorphee0213
160,Australia,Brisbane,"Bach, JS",St Matthew Passion,OperaQ,"21, 22, 23 March 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldstmatt0313
161,Australia,Sydney,Bizet,Carmen,Opera Australia,"22, 23, 24, 26, 27, 28, 30, 31 March, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12 April 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auscarmen0313
162,Australia,Melbourne,Lehar,Die Lustige Witwe,Melbourne Opera,"23 March, 6, 13, 20 April 2013 (various locations)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melwidow0313
163,Australia,Perth,Verdi,La Traviata,West Australian Opera,"9, 11, 13, 16(m), 18, 20 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waotravia0413
164,Australia,Melbourne,Verdi,Un Ballo in Maschera,Opera Australia,"12, 17, 20, 23, 26 April, 3 May 2013 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausballo0413
165,Australia,Melbourne,Verdi,Aida,Opera Australia,"22, 24, 27, 29 April, 1, 4, 7, 9, 11(m) May 2013 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausaida0413
166,Australia,Adelaide,Grant,Ode to Nonsense,State Opera of South Australia,"26, 27(m), 27 April, 2, 3, 4 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssaodenon0413
167,Australia,Melbourne,Handel,Partenope,Opera Australia,"2, 4(m), 6, 8 May 2013 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausparten0513
168,Australia,Melbourne,Adams,Nixon in China,Victorian Opera,"16, 18, 21, 23 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicnixon0513
169,Australia,Melbourne,Montsalvatge,El gato con botas,Victorian Opera,1(m) June 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicgatbot0613
170,Australia,Sydney,Verdi,La Forza del Destino,Opera Australia,"29 June, 2, 5, 10, 13(m), 17, 20, 23 July 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausforza0613
171,Australia,Brisbane,Rossini,La Cenerentola,OperaQ,"6, 9, 11, 13, 16(m), 18, 20(m), 22, 24, 26 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldcenere0713
172,Australia,Sydney,Puccini,Tosca,Opera Australia,"6, 11, 13, 16, 20(m), 25, 27, 31 July, 2, 4(m), 6, 8, 10, 14, 17(m), 20, 23, 28, 31(m) August 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austosca0713
173,Australia,Perth,Mozart,Don Giovanni,West Australian Opera,"16, 18, 20, 23(m), 25, 27 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waogiovan0713
174,Australia,Sydney,Donizetti,Don Pasquale,Opera Australia,"18, 24, 27(m) July, 1, 3, 7, 10, 15 August 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auspasqua0713
175,Australia,Sydney,Wagner,Der Fliegende Holländer,Sydney Symphony Orchestra,20 July 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=zzzfliege0713
176,Australia,Melbourne,Sondheim,Sunday in the Park with George,Victorian Opera,"20, 23, 24(m), 24, 25, 26, 27(m), 27 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicsunday0713
177,Australia,Sydney,Verdi,La Traviata,Opera Australia,"30 July, 3(m), 9, 13, 17, 22, 24, 27, 29, 31 August 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austravia0713
178,Australia,Melbourne,Glass,Einstein on the Beach,Arts Centre Melbourne,"31 July, 1, 2, 3, 4(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=zzzeinbea0713
179,Australia,Sydney,Britten,Albert Herring,Opera Australia,"16, 18(m), 21, 24(m), 30 August 2013 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausalbert0813
180,Australia,Melbourne,Piazzolla,Maria de Buenos Aires,Victorian Opera,"21, 22, 23, 24(m), 24 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicbuenos0813
181,Australia,Melbourne,Mozart,Così fan tutte,Melbourne Opera,"24 August, 14, 21 September, 5 October 2013 (Various locations)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melcosi0813
182,Australia,Adelaide,"Strauss, R",Salome,State Opera of South Australia,"24, 27, 29, 31 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssasalome0813
183,Australia,Sydney,Rodgers,South Pacific,Opera Australia,"10, 11(m), 11, 12, 13, 14(m), 14, 15(m), 17, 18(m), 18, 19, 20, 21(m), 21, 22(m), 24, 25(m), 25, 26, 27, 28(m), 28, 29(m) September, 1(m), 2(m), 2, 3, 4, 5(m), 5, 6(m), 8(m), 9(m), 9, 10, 11, 12(m), 12, 13(m), 15(m), 16(m), 16, 17, 18, 19(m), 19, 22(m), 23(m), 23, 24, 25, 26(m), 26, 27(m), 29(m), 30(m), 30, 31 October, 1, 2(m), 2 November 2013 (Syd",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=aussouthp0913
184,Australia,Melbourne,Verdi,La Traviata,Melbourne Opera,"11, 15(m), 18, 20, 22(m) September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=meltravia0913
185,Australia,Melbourne,Bowman,The Magic Pudding,Victorian Opera,"4, 5(m), 5, 6(m) October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicmagicp1013
186,Australia,Adelaide,Verdi,La Forza del Destino,State Opera of South Australia,"12, 15, 17, 19 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssaforza1013
187,Australia,Brisbane,Verdi,Otello,OperaQ,"24, 26, 29, 31 October, 2(m) November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldotello1013
188,Australia,Perth,Puccini,La bohème,West Australian Opera,"29, 31 October, 2, 5(m), 7, 9 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waoboheme1013
189,Australia,Sydney & Melbourne,Wagner,Das Rheingold,Opera Australia,"18, 27 November, 6 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausrheing1113
190,Australia,Melbourne,Wagner,Der Ring des Nibelungen,Opera Australia,"18, 20, 22, 25, 27, 29 November, 2, 4, 6, 9, 11, 13 December 2013 (Three cycles)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausring1113
191,Australia,Sydney & Melbourne,Wagner,Die Walküre,Opera Australia,"20, 29 November, 9 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auswalkur1113
192,Australia,Sydney & Melbourne,Wagner,Siegfried,Opera Australia,"22 November, 2, 11 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=aussiegfr1113
193,Australia,Adelaide,Puccini,Madama Butterfly,State Opera of South Australia,"23, 26, 28, 30 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssabutter1113
194,Australia,Sydney & Melbourne,Wagner,Götterdämmerung,Opera Australia,"25 November, 4, 13 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausgotter1113
195,Australia,Sydney,Cavalli,Giasone,Pinchgut Opera,"5, 7, 8, 9 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=pgogiason1213
196,Australia,Melbourne,Wagner,Rienzi,Melbourne Opera,8 December 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melrienzi1213
197,Australia,Sydney & Melbourne,Puccini,La bohème,Opera Australia,"31 December 2013, 4, 7, 9, 11, 16, 18(m), 21 January 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausboheme1213
198,Australia,Sydney & Melbourne,Mozart,Die Zauberflöte,Opera Australia,"10, 11(m), 18, 21(m), 25(m), 30 January, 1(m), 1, 4, 7, 14, 15(m), 22(m), 22, 26 February, 1, 6, 8, 13, 14, 16(m), 21, 24, 26(m), 26 March 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auszauber0114
199,Australia,Sydney & Melbourne,Purcell,Dido and Aeneas,Opera Australia,"16, 17, 19, 20, 21 January 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausdido0114
200,Australia,Sydney & Melbourne,Rossini,Il Turco in Italia,Opera Australia,"22, 25, 29, 31 January, 5, 8(m), 12 February 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austurco0114
201,Australia,Sydney & Melbourne,Bizet,Carmen,Opera Australia,"3, 6, 8, 11, 13, 15, 19, 21, 25, 27 February, 1(m), 5, 7, 9(m), 12, 15(m), 18, 20, 22(m), 25, 27, 29 March 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auscarmen0214
202,Australia,Perth,Verdi,Otello,West Australian Opera,"4, 6, 8, 11 February 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waootello0214
203,Australia,Melbourne,Wagner,Rienzi,Melbourne Opera,5 February 2014,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melrienzi0214
204,Australia,Perth,Puccini,Tosca,West Australian Opera,15 February 2014,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waotosca0214
205,Australia,Melbourne,Verdi,La Traviata,Melbourne Opera,16 February 2014,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=meltravia0214
206,Australia,Sydney,"Strauss, R",Elektra,Sydney Symphony Orchestra,"22, 24 February 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=zzzelektr0214
207,Australia,Sydney & Melbourne,Tchaikovsky,Eugene Onegin,Opera Australia,"28 February, 4, 8(m), 11, 15, 19, 22, 28 March 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auseugene0214
208,Australia,Brisbane,Verdi,Rigoletto,OperaQ,"15, 20, 22, 25, 29(m) March 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldrigole0314
209,Australia,Melbourne,Puccini,Madama Butterfly,Melbourne Opera,"21, 22(m), 22, 24 March, 3 May 2014 (various locations)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melbutter0314
210,Australia,Sydney & Melbourne,Puccini,Madama Butterfly,Opera Australia,"21, 22, 23, 25, 26, 27, 28, 29, 30 March, 1, 2, 3, 4, 5, 6, 8, 9, 10, 22 April 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausbutter0314
211,Australia,Melbourne,Verdi,Otello,CitiOpera,"28, 29 March, 4, 5 April 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=mcootello0314
212,Australia,Sydney & Melbourne,Verdi,Rigoletto,Opera Australia,"12, 15, 17, 23, 26(m), 29 April, 2, 6, 8, 10 May 2014 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausrigole0414
213,Australia,Sydney & Melbourne,Tchaikovsky,Eugene Onegin,Opera Australia,"16, 26, 30 April, 3(m), 9 May 2014 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auseugene0414
214,Australia,Sydney & Melbourne,Rossini,Il Turco in Italia,Opera Australia,"1, 3, 7, 10(m), 13 May 2014 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austurco0514
215,Australia,Adelaide,Verdi,La Traviata,State Opera of South Australia,"3, 6, 8, 10 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssatravia0514
216,Australia,Sydney & Melbourne,Bizet,Carmen,Opera Australia,"14, 15, 16, 17, 20, 21, 22, 23, 24, 25(m) May 2014 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auscarmen0514
217,Australia,Melbourne,Verdi,La Traviata,Victorian Opera,"17, 20, 22, 24, 27, 29 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=victravia0514
218,Australia,Sydney & Melbourne,Rodgers,The King and I,Opera Australia,"10, 13, 14(m), 14, 15(m), 17(m), 18(m), 18, 19, 20, 21(m), 21, 22(m), 24(m), 25(m), 25, 26, 27, 28(m), 28, 29(m) June, 1(m), 2(m), 2, 3, 4, 5(m), 5, 6(m), 8(m), 9(m), 9, 10, 11, 12(m), 12, 13(m), 15(m), 16, 17, 18, 19(m), 19, 20(m), 22(m), 23(m), 23, 24, 25, 26(m), 26, 27(m), 29(m), 30, 31 July, 1, 2(m), 2, 3(m), 5(m), 6(m), 6, 7, 8, 9(m), 9, 10(m)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auskingi0614
219,Australia,Melbourne,Humperdinck,Hansel und Gretel,Victorian Opera,"21(m), 21 June 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vichansel0614
220,Australia,Sydney & Melbourne,Verdi,Rigoletto,Opera Australia,"26, 28 June, 2, 4, 8, 10, 12, 17, 19(m), 23, 26, 31 July, 2, 6, 9(m), 14, 16, 22, 24(m) August 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausrigole0614
221,Australia,Sydney,Salieri,The Chimney Sweep,Pinchgut Opera,"5, 6(m), 7 July 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=pgochimne0714
222,Australia,Sydney & Melbourne,Verdi,Otello,Opera Australia,"5, 9, 12(m), 16, 19, 22, 29 July, 2(m) August 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausotello0714
223,Australia,Brisbane,Puccini,La bohème,OperaQ,"12, 15, 17, 19, 22, 24, 26(m), 26, 29, 31 July, 2(m), 2 August 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldboheme0714
224,Australia,Perth,Mozart,Die Zauberflöte,West Australian Opera,"15, 17, 19, 22, 24, 26 July 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waozauber0714
225,Australia,Melbourne,Sondheim,Into the Woods,Victorian Opera,"19, 22, 23(m), 23, 24, 25, 26(m), 26 July 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicinwood0714
226,Australia,Sydney & Melbourne,Mozart,Don Giovanni,Opera Australia,"25, 30 July, 1, 5, 7, 9, 12, 16(m), 20, 23(m), 26, 28, 30(m) August 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ausgiovan0714
227,Australia,Adelaide,Glass,Akhnaten,State Opera of South Australia,"5, 12, 19 August 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssaakhnat0814
228,Australia,Adelaide,Glass,Einstein on the Beach,State Opera of South Australia,"7, 14, 21 August 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssaeinbea0814
229,Australia,Adelaide,Glass,Satyagraha,State Opera of South Australia,"9, 16, 23 August 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssasatyag0814
230,Australia,Sydney & Melbourne,Donizetti,L'elisir d'amore,Opera Australia,"11, 13, 15, 19, 21, 23, 27, 29, 31(m) August 2014 (Sydney)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auselisir0814
231,Australia,Melbourne,Bellini,Norma,Victorian Opera,23 August 2014,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicnorma0814
232,Australia,Sydney & Melbourne,Rodgers,The King and I,Opera Australia,"7(m), 7, 9, 10(m), 10, 12, 13(m), 13, 14(m), 16(m), 17(m), 17, 18, 19, 20(m), 20, 21(m), 23(m), 24(m), 24, 25, 26, 27(m), 27, 28(m), 30(m) September, 1(m), 1, 2, 3, 4(m), 4, 5(m), 7(m), 8, 9, 10, 11(m), 11, 12(m), 14(m), 15(m), 15, 16, 17, 18(m), 18, 19(m), 21(m), 22(m), 22, 23, 24, 25(m), 25, 26(m), 28(m), 29(m), 29, 30, 31 October, 1(m), 1 Novemb",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=auskingi0914
233,Australia,Brisbane,Glass,The Perfect American,OperaQ,"15, 17, 19, 20 September 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=qldperfam0914
234,Australia,Melbourne,Bizet,Les pêcheurs de perles,Melbourne Opera,"19, 25, 27(m), 27 September, 4 October 2014 (various locations)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=melperles0914
235,Australia,Melbourne,Grandage,The Riders,Victorian Opera,"23, 25, 26, 27, 30 September, 1, 3, 4 October 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vicgrarid0914
236,Australia,Adelaide,Verdi,Otello,State Opera of South Australia,"25, 28, 30 October, 1 November 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=ssaotello1014
237,Australia,Perth,Verdi,Il Trovatore,West Australian Opera,"30 October, 1, 4, 6, 8 November 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=waotrovat1014
238,Australia,Sydney & Melbourne,Puccini,Tosca,Opera Australia,"12, 15, 18, 22(m), 26, 29 November, 2, 5, 10, 13(m) December 2014 (Melbourne)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=austosca1114
