,country,city,composer,work,venue,dates,dates_url
608,Austria,Vienna,Handel,Il trionfo del tempo e del disinganno,Theater an der Wien,30 January 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbtrionf0113
609,Austria,Klagenfurt,Mozart,Idomeneo,Stadttheater Klagenfurt,"7, 9, 12, 14, 16, 20, 22, 27 February, 1, 3(m) March 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgfidomen0213
610,Austria,Vienna,Mozart,Die Zauberflöte for children,Vienna State Opera,"8(m), 8 February 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsozauabr0213
611,Austria,Innsbruck,Korngold,Die Tote Stadt,Tiroler Landestheater,"9, 14, 17, 24 February, 1, 6, 20, 28 March, 4, 6, 19 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirtote0213
612,Austria,Vienna,"Strauss, R",Salome,Vienna State Opera,"11, 15, 18 February 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsosalome0213
613,Austria,Vienna,Rossini,Le Comte Ory,Theater an der Wien,"16, 18, 20, 23, 25, 27 February 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbcomte0213
614,Austria,Vienna,Smetana,The Bartered Bride,Vienna Volksoper,"17, 22, 24, 27 February, 3(m), 10, 13, 18 March, 4, 7, 13 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvobride0213
615,Austria,Vienna,Poulenc,La voix humaine,Theater an der Wien,19 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgblavoix0213
616,Austria,Vienna,Menotti,The Telephone,Theater an der Wien,19 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbteleph0213
617,Austria,Vienna,Kálmán,Die Csárdásfürstin,Vienna Volksoper,"21, 25 February, 21, 27 March, 16, 24, 29 April, 18 May, 1 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvocsarda0213
618,Austria,Vienna,Porpora,Polifemo,Theater an der Wien,22 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbpolife0213
619,Austria,Vienna,Wagner,Die Feen,Vienna State Opera,24 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsofeen0213
620,Austria,Vienna,Puccini,Tosca,Vienna State Opera,"25, 27 February 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsotosca0213
621,Austria,Vienna,Rossini,"Le nozze di Teti, e di Peleo",Theater an der Wien,26 February 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbnoztet0213
622,Austria,Vienna,Verdi,Rigoletto,Vienna Volksoper,"28 February, 6, 12, 17, 20 March 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvorigole0213
623,Austria,Graz,Millöcker,Gasparone,Oper Graz,"28 February, 2, 6, 10, 15, 17, 20, 24 March, 12, 18, 21, 28 April, 17 May, 8 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzgaspar0213
624,Austria,Salzburg,Massenet,Werther,Salzburger Landestheater,"9, 12, 14, 20, 26, 28 March, 3, 5, 19 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szlwerthe0313
625,Austria,Vienna,Verdi,Aida,Vienna State Opera,"14, 17, 20, 23 March 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoaida0313
626,Austria,Salzburg,Mahmoud,18 Tage,Salzburger Landestheater,"16, 19 March, 4, 6 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szl18tage0313
627,Austria,Vienna,Beethoven,Fidelio,Theater an der Wien,"17, 19, 21, 24, 26, 28 March 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbfideli0313
628,Austria,Vienna,Handel,Arianna in Creta,Theater an der Wien,20 March 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbarrian0313
629,Austria,Vienna,Puccini,Il tabarro,Vienna Volksoper,"23, 28 March, 2, 10, 15 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvotabarr0313
630,Austria,Vienna,Puccini,Gianni Schicchi,Vienna Volksoper,"23, 28 March, 2, 10, 15 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvogianni0313
631,Austria,Salzburg,Wagner,Parsifal,Salzburg Easter Festival,"23 March, 1 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szeparsif0313
632,Austria,Innsbruck,Janacek,The Cunning Little Vixen,Tiroler Landestheater,"23, 27 March, 5, 18 April, 5(m), 26, 31 May, 5, 9, 27, 28 June, 4 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirvixen0313
633,Austria,Vienna,Berg,Wozzeck,Vienna State Opera,"24, 27, 30 March, 2 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsowozzec0313
634,Austria,Vienna,Handel,Acis e Galatea,Theater an der Wien,25 March 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbacis0313
635,Austria,Vienna,Britten,The Prodigal Son,Neue Oper Wien,"25, 27, 29 March, 2, 4 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=nowprodig0313
636,Austria,Vienna,Britten,Curlew River,Neue Oper Wien,"25, 27, 29 March, 2, 4 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=nowcurlew0313
637,Austria,Klagenfurt,Lloyd Webber,Sunset Boulevard,Stadttheater Klagenfurt,"28 March, 2, 4, 6, 10, 12, 17, 19, 24, 27, 30 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgfsunset0313
638,Austria,Vienna,Wagner,Parsifal,Vienna State Opera,"28, 31 March, 4 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoparsif0313
639,Austria,Vienna,Verdi,Rigoletto,Vienna State Opera,"8, 11, 14 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsorigole0413
640,Austria,Vienna,Verdi,Don Carlos,Vienna State Opera,"9, 13, 17, 21 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsocarlos0413
641,Austria,Linz,Glass,Spuren der Verirrten,Landestheater Linz,"12, 19, 25 April, 1, 10, 17, 22 May, 4 June, 1, 3 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=lnzspuren0413
642,Austria,Vienna,Tchaikovsky,Eugene Onegin,Vienna State Opera,"12, 15, 18, 22 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoeugene0413
643,Austria,Klagenfurt,Bizet,Les pêcheurs de perles,Stadttheater Klagenfurt,"13, 16, 18, 20, 22, 26 April, 6, 13 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgfperles0413
644,Austria,Linz,"Strauss, R",Der Rosenkavalier,Landestheater Linz,"15, 21, 27 April, 26 May, 15 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=lnzrosenk0413
645,Austria,Vienna,Verdi,Simon Boccanegra,"Konzerthaus, Vienna",17 April 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kzrsimon0413
646,Austria,Vienna,Berlioz,Beatrice et Benedict,Theater an der Wien,"17, 20, 22, 24, 27, 29 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbbeatri0413
647,Austria,Innsbruck,Cherubini,Medea,Tiroler Landestheater,"20, 26 April, 2, 8, 12 May, 1, 16 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirmedea0413
648,Austria,Vienna,Massenet,Werther,Vienna State Opera,"20, 24, 27, 30 April 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsowerthe0413
649,Austria,Vienna,Lortzing,Der Wildschütz,Vienna Volksoper,"20, 23, 28 April, 5(m), 8, 17, 22, 26, 29 May, 3, 12 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvowildsc0413
650,Austria,Innsbruck,Kühr,Stallerhof,Tiroler Landestheater,"21, 24, 26, 27 April, 4, 16 May, 5 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirstalle0413
651,Austria,Vienna,Purcell,Dido and Aeneas,Theater an der Wien,21 April 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbdido0413
652,Austria,Vienna,Handel,Amadigi di Gaula,Theater an der Wien,25 April 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbamadig0413
653,Austria,Salzburg,Handel,Ariodante,Salzburger Landestheater,"26, 28 April, 4, 8, 10, 12, 14 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szlarioda0413
654,Austria,Vienna,Donizetti,La fille du régiment,Vienna State Opera,"27 April, 1, 4, 7, 10, 13 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsofille0413
655,Austria,Vienna,Henze,Pollicino,Vienna State Opera,"28 April, 1, 4, 7, 8 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsopollic0413
656,Austria,Vienna,Wagner,Der Fliegende Holländer,Vienna State Opera,"2, 5, 9 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsofliege0513
657,Austria,Vienna,Koglmann,JOIN!,Wiener Festwochen,"8, 9, 10, 11, 12 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wfwjoin0513
658,Austria,Innsbruck,Bock,Fiddler on the Roof,Tiroler Landestheater,"11, 18 May, 2, 6, 7, 12, 14 June, 3, 6 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirfiddle0513
659,Austria,Vienna,Wagner,Der Ring des Nibelungen,Vienna State Opera,"12, 15, 19, 22 May 2013 (One cycle)",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoring0513
660,Austria,Linz,Androsch,Opernmaschine,Landestheater Linz,"12, 14, 15, 18 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=lnzopernm0513
661,Austria,Vienna,Handel,Orlando,Wiener Kammeroper,"13, 15, 17, 19, 21, 23, 25, 27, 29, 31 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wkahanorl0513
662,Austria,Vienna,Giordano,Andrea Chenier,Vienna State Opera,"16, 21, 24 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoandrea0513
663,Austria,Salzburg,Bellini,Norma,Salzburger Pfingstfestspiele,"17, 19 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szpnorma0513
664,Austria,Vienna,Bizet,Carmen,Vienna State Opera,"20, 23, 26, 30 May, 2 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsocarmen0513
665,Austria,Graz,Weill,Rise and Fall of the City of Mahagonny,Oper Graz,"22, 24, 26, 28, 29 May 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzaufsti0513
666,Austria,Vienna,Wagner,Der Ring an einem Abend,Vienna Volksoper,"23, 27, 30 May, 2 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvoringab0513
667,Austria,Vienna,Verdi,Il Trovatore,Wiener Festwochen,"26, 29, 31 May, 3 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wfwtrovat0513
668,Austria,Salzburg,Turnage,Greek,Salzburger Landestheater,"26, 29, 31 May, 4, 7, 9, 11 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szlgreek0513
669,Austria,Vienna,Lincke,Frau Luna,Vienna Volksoper,"6, 8, 11, 16(m), 19, 23, 29, 30 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvoluna0613
670,Austria,Graz,Loewe,My Fair Lady,Oper Graz,"7, 14, 16, 18, 21, 22 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzmyfair0613
671,Austria,Vienna,Collatti,Die Ballade von El Muerto,Wiener Festwochen,"6, 8, 10, 12, 14, 15 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wfwelmuer0613
672,Austria,Vienna,Wagner,Tristan und Isolde,Vienna State Opera,"13, 18, 22, 26, 30 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsotrista0613
673,Austria,Vienna,Benjamin,Written on Skin,Wiener Festwochen,"14, 16, 17 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wfwwritte0613
674,Austria,Vienna,Binder/Nestroy,Tannhäuser in 80 Minuten,Vienna Volksoper,"14, 27 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvotann800613
675,Austria,Innsbruck,Bizet,Les pêcheurs de perles,Tiroler Landestheater,"15, 22, 26, 30 June, 5, 7 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirperles0613
676,Austria,Vienna,Henze,Das Wundertheater,Vienna Volksoper,"15, 18, 25, 28 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvowunder0613
677,Austria,Vienna,Leoncavallo,Pagliacci,Vienna Volksoper,"15, 18, 25, 28 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvopag0613
678,Austria,Vienna,Wagner,Die Walküre,Vienna State Opera,"16, 23 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsowalkur0613
679,Austria,Vienna,"Strauss, R",Capriccio,Vienna State Opera,"20, 24, 27 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsocapric0613
680,Austria,Vienna,Gounod,Roméo et Juliette,Vienna State Opera,"21, 25, 28 June 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoromeo0613
681,Austria,Graz,Offenbach,Barbe-bleue,Styriarte,"22, 24, 26, 28, 30 June, 2 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=stybarbe0613
682,Austria,Erl,Verdi,Rigoletto,Tiroler Festspiele Erl,"5, 13 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=erlrigole0713
683,Austria,Erl,Verdi,Il Trovatore,Tiroler Festspiele Erl,"6, 19 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=erltrovat0713
684,Austria,Vienna,Verdi,Attila,Theater an der Wien,"7, 10, 13, 16, 18 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbattila0713
685,Austria,St. Margarethen,Puccini,La bohème,Opernfestspiele St. Margarethen,"10, 11, 12, 13, 14, 19, 20, 21, 26, 27, 28 July, 2, 3, 4, 9, 10, 11, 16, 17, 18, 23, 24, 25 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=stmboheme0713
686,Austria,Erl,Verdi,La Traviata,Tiroler Festspiele Erl,"12, 20 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=erltravia0713
687,Austria,Graz,Purcell,Dido and Aeneas,Styriarte,13 July 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=stydido0713
688,Austria,Bregenz,Mozart,Die Zauberflöte,Bregenz Festival,"17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 30, 31 July, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bgzzauber0713
689,Austria,Bregenz,Tchaikowsky,The Merchant of Venice,Bregenz Festival,"18, 21, 28 July 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=bgzmercha0713
690,Austria,Vienna,Rossini,Il barbiere di Siviglia,Opern Air Gars,"19, 20, 21, 26, 27, 28 July, 2, 3, 4 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=oagbarber0713
691,Austria,Salzburg,Birtwistle,Gawain,Salzburg Festival,"26, 29(m) July, 2, 8, 15 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbgawain0713
692,Austria,Salzburg,after Mozart,Die Entführung aus dem Serail für Kinder,Salzburg Festival,"27(m), 28(m) July, 4, 10(m), 14, 16(m), 25(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbserkin0713
693,Austria,Salzburg,Mozart,Lucio Silla,Salzburg Festival,"27, 30 July, 2(m), 4(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szblucio0713
694,Austria,Erl,Verdi,Nabucco,Tiroler Festspiele Erl,27 July 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=erlnabucc0713
695,Austria,Salzburg,Verdi,Falstaff,Salzburg Festival,"29, 31 July, 3, 4, 6, 7 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbfalsta0713
696,Austria,Salzburg,Braunfels,Jeanne d'Arc - Szenen aus dem Leben der Heiligen Johanna,Salzburg Festival,1 August 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbszejoh0813
697,Austria,Salzburg,Wagner,Die Meistersinger von Nürnberg,Salzburg Festival,"2, 9, 12, 20, 24(m), 27 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbmeiste0813
698,Austria,Salzburg,Verdi,Giovanna d'Arco,Salzburg Festival,"6(m), 10, 13 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbgdarco0813
699,Austria,Innsbruck,Mozart,La clemenza di Tito,Innsbrucker Festwochen,"7, 9, 11(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=innclemen0813
700,Austria,Salzburg,Mozart,Die Zauberflöte for children,Salzburg Festival,"8, 9, 11(m), 13, 28, 30(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbzauabr0813
701,Austria,Salzburg,Wagner,Rienzi,Salzburg Festival,"11, 14 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbrienzi0813
702,Austria,Salzburg,Verdi,Don Carlo,Salzburg Festival,"13, 16, 19, 22, 25, 28(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbcarlo0813
703,Austria,Innsbruck,Blow,Venus and Adonis,Innsbrucker Festwochen,"14, 17, 19 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=innvenado0813
704,Austria,Innsbruck,Purcell,Dido and Aeneas,Innsbrucker Festwochen,"14, 17, 19 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=inndido0813
705,Austria,Salzburg,Bellini,Norma,Salzburg Festival,"17, 20, 24, 27, 30 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbnorma0813
706,Austria,Salzburg,Mozart,Così fan tutte,Salzburg Festival,"21, 23, 25(m), 28, 31(m) August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbcosi0813
707,Austria,Salzburg,after Wagner,Der Ring des Nibelungen,Salzburger Landestheater,"22, 23, 24 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szlszring0813
708,Austria,Innsbruck,Caccini,L'Euridice,Innsbrucker Festwochen,"23, 25 August 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=innleurid0813
709,Austria,Salzburg,Verdi,Nabucco,Salzburg Festival,"29, 31(m) August, 1(m) September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szbnabucc0813
710,Austria,Vienna,Verdi,La Traviata,Vienna State Opera,"3, 6, 9, 12 September 2013, 16, 19, 22, 25 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsotravia0913
711,Austria,Vienna,Bizet,Carmen,Vienna State Opera,"4, 7, 10, 13, 16 September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsocarmen0913
712,Austria,Vienna,Mozart,Die Zauberflöte,Vienna Volksoper,"5, 7, 13 September 2013, 16, 20 February, 21, 24, 28 March, 2 April 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvozauber0913
713,Austria,Vienna,Puccini,Tosca,Vienna State Opera,"5, 8, 11, 15 September 2013, 17, 19, 22 January, 13, 15 March, 23, 27 June 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsotosca0913
714,Austria,Vienna,"Strauss, J",Die Fledermaus,Vienna Volksoper,"6, 9 September, 14, 21 October, 8, 11, 14 November, 5, 12, 19, 31(m), 31 December 2013, 1 January, 14, 27 March, 20, 25, 28 April, 14, 20, 23 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvofleder0913
715,Austria,Vienna,Lincke,Frau Luna,Vienna Volksoper,"8, 12, 15, 17, 22(m) September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvoluna0913
716,Austria,Vienna,Sondheim,Sweeney Todd,Vienna Volksoper,"11, 14, 19, 21, 25, 27 September, 5, 12, 18 October 2013, 6, 8, 13 January, 3, 9 February 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvosweene0913
717,Austria,Linz,Mozart,Die Zauberflöte,Landestheater Linz,"14, 19, 21, 26 September, 4, 20 October, 2, 6, 10(m) November, 3, 8(m), 16, 21 December 2013, 4 January, 4, 20, 22 February, 9 March, 5, 10 April, 7 May, 1 June 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=lnzzauber0913
718,Austria,Vienna,Verdi,Otello,Vienna State Opera,"14, 17, 20, 23 September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsootello0913
719,Austria,Vienna,Mozart,Le nozze di Figaro,Vienna Volksoper,"16, 18, 23, 26 September, 8, 13, 27 October, 1, 6, 9 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvofigaro0913
720,Austria,Vienna,Stravinsky,The Rake's Progress,Theater an der Wien,"16, 19, 21, 24, 26 September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbrake0913
721,Austria,Vienna,Voseček,Biedermann und die Brandstifter,Neue Oper Wien,"17, 19, 21, 22 September 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=nowbiedem0913
722,Austria,Klagenfurt,"Strauss, R",Der Rosenkavalier,Stadttheater Klagenfurt,"19, 21, 24, 26, 28 September, 2, 4, 6(m), 9, 11, 16, 19 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgfrosenk0913
723,Austria,Vienna,Kálmán,Die Csárdásfürstin,Vienna Volksoper,"20, 29 September, 1, 25, 30 October 2013, 2, 5, 17 November 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvocsarda0913
724,Austria,Innsbruck,Verdi,La Forza del Destino,Tiroler Landestheater,"21, 27, 29 September, 2, 25, 31 October, 2, 27 November, 1, 12, 15 December 2013, 25 January, 6, 10 February 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirforza0913
725,Austria,Salzburg,Herman,La cage aux folles,Salzburger Landestheater,"3, 6, 8 March, 21, 24, 25, 29 September, 4, 8, 11, 16, 22 October, 17 November, 6, 22(m), 26, 29 December 2013, 2, 3, 8, 16, 26(m) January 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szllacage0913
726,Austria,Vienna,Wagner,Tristan und Isolde,Vienna State Opera,"21, 25, 29 September, 8, 13, 17, 21 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsotrista0913
727,Austria,Vienna,Verdi,Nabucco,Vienna State Opera,"22, 24, 26, 30 September 2013, 1, 4, 7 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsonabucc0913
728,Austria,Vienna,Vinci/Handel,Semiramide,Wiener Kammeroper,"23, 27, 29 September, 2, 4, 6, 9, 12, 14, 15 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=wkavinsem0913
729,Austria,Vienna,"Strauss, R",Salome,Vienna Volksoper,"24, 30 September, 6, 9, 17 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvosalome0913
730,Austria,Vienna,Handel,Alessandro,Theater an der Wien,25 September 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbhanale0913
731,Austria,Vienna,Verdi,Simon Boccanegra,Vienna State Opera,"27 September, 1, 4 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsosimon0913
732,Austria,Graz,Wagner,Lohengrin,Oper Graz,"28 September, 2, 5, 11, 20(m), 24, 27(m), 30 October, 10(m) November, 13, 20 December 2013, 21 January, 24, 30 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzloheng0913
733,Austria,Vienna,Lortzing,Der Wildschütz,Vienna Volksoper,"28 September, 4, 10, 15 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvowildsc0913
734,Austria,Salzburg,Rodgers,The Sound of Music,Salzburger Landestheater,"28 September, 6, 15, 20(m) October, 4 November, 10, 14, 15 December 2013, 4, 10 January, 22 February, 1, 15 March, 12, 26 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=szlsoumus0913
735,Austria,Vienna,Rossini,Il barbiere di Siviglia,Vienna State Opera,"28 September, 2, 6(m) October, 5, 12, 14 December 2013, 1, 4 February, 31 March 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsobarber0913
736,Austria,Graz,Puccini,La bohème,Oper Graz,"29 September, 6 October, 7 November, 1, 4 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzboheme0913
737,Austria,Vienna,"Straus, O",Ein Walzertraum,Vienna Volksoper,"3, 7, 24, 28, 31 October, 4, 10(m), 15, 18 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvowalzer1013
738,Austria,Innsbruck,Bock,Fiddler on the Roof,Tiroler Landestheater,"5, 6, 10, 20 October, 13 November, 27, 28 December 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirfiddle1013
739,Austria,Vienna,Puccini,La fanciulla del West,Vienna State Opera,"5, 8, 11, 14, 17 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsofanciu1013
740,Austria,Vienna,Verdi,Aida,Vienna State Opera,"9, 12, 15, 18 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsoaida1013
741,Austria,Graz,Loewe,My Fair Lady,Oper Graz,"10, 25, 26 October, 8, 23 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzmyfair1013
742,Austria,Innsbruck,Bizet,Les pêcheurs de perles,Tiroler Landestheater,"11, 13, 23 October, 7, 15, 17 November 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=tirperles1013
743,Austria,Vienna,Wagner,Der Ring an einem Abend,Vienna Volksoper,11 October 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vvoringab1013
744,Austria,Vienna,Bell,A Harlot's Progress,Theater an der Wien,"13, 16, 18, 21, 24, 27 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbharlot1013
745,Austria,Vienna,Verdi,Don Carlo,Vienna State Opera,"13, 16, 19 October 2013",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=vsocarlo1013
746,Austria,Vienna,Ullmann,Der Kaiser von Atlantis,Theater an der Wien,17 October 2013,https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=kgbemper1013
747,Austria,Graz,Benatzky,Im Weissen Rössl,Oper Graz,"19, 23 October, 3, 17(m), 21, 22, 29 November, 22, 26 December 2013, 29 January, 14, 15 February, 14, 23 March, 24 April, 8 May 2014",https://theoperacritic.com/scripts/ScheduleDetails.php?schedule=grzweisse1013
