,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
2254,"Hoca, ",Hoca,1961.0,,Turkey,Male,operabase,Hoca,
2255,"Hochberg, Hans Heinrich, XIX,","Hochberg, Hans Heinrich, XIX,",1843.0,1926.0,Germany,,opera.stanford,,"Hochberg, Hans Heinrich, XIX,"
2256,"Hocke, ",Hocke,1937.0,,Germany,Male,operabase,Hocke,
2257,"Hoddinott, Alun","Hoddinott, Alun",1929.0,,United Kingdom,,opera.stanford,,"Hoddinott, Alun"
2258,"Hodkinson, Sydney P","Hodkinson, Sydney P(hillip)",1934.0,,Canada,,opera.stanford,,"Hodkinson, Sydney P(hillip)"
2259,"Hoffmann, E T A","Hoffmann, E(rnst) T(heodor) A(madeus) [Wilhelm]",1776.0,1822.0,Germany,,opera.stanford,,"Hoffmann, E(rnst) T(heodor) A(madeus) [Wilhelm]"
2260,"Hoffmann, Melchior","Hoffmann, Melchior",1685.0,1715.0,Germany,,opera.stanford,,"Hoffmann, Melchior"
2261,"HoffmannI, ",HoffmannI,1935.0,,Germany,Male,operabase,HoffmannI,
2262,"Hoffmeister, Franz Anton","Hoffmeister, Franz Anton",1754.0,1812.0,Germany,,opera.stanford,,"Hoffmeister, Franz Anton"
2263,"Hofmann, Heinrich","Hofmann, Heinrich (Karl Johann)",1842.0,1902.0,Germany,,opera.stanford,Hofmann,"Hofmann, Heinrich (Karl Johann)"
2264,"Hogarth, ",Hogarth,1984.0,,United Kingdom,Male,operabase,Hogarth,
2265,"Hoiby, Lee","Hoiby, Lee (Henry)",1926.0,,United States,,opera.stanford,Hoiby,"Hoiby, Lee (Henry)"
2266,"Hol, Rijk","Hol [Holle], Rijk [Richard]",1825.0,1904.0,Netherlands,,opera.stanford,,"Hol [Holle], Rijk [Richard]"
2267,"Holý, Ondrej Frantisek","Holý [Holly], Ondrej Frantisek [Andreas Franz]",1747.0,1783.0,Poland,,opera.stanford,,"Holý [Holly], Ondrej Frantisek [Andreas Franz]"
2268,"Holbek, ",Holbek,1957.0,,Denmark,Male,operabase,Holbek,
2269,"Holbrooke, Joseph","Holbrooke, Joseph [Josef Charles]",1878.0,1958.0,United Kingdom,,opera.stanford,,"Holbrooke, Joseph [Josef Charles]"
2270,"Holewa, Hans","Holewa [Holevy], Hans",1905.0,1991.0,Austria,,opera.stanford,,"Holewa [Holevy], Hans"
2271,"Hollaender, Victor","Hollaender [Holländer; Tolveno, Arricha del], Victor",1866.0,1940.0,Poland,,opera.stanford,,"Hollaender [Holländer; Tolveno, Arricha del], Victor"
2272,"Holland, Jan Dawid","Holland, Jan Dawid [Johann David]",1746.0,1827.0,Germany,,opera.stanford,,"Holland, Jan Dawid [Johann David]"
2273,"Holland, Theodore","Holland, Theodore (Samuel)",1878.0,1947.0,United Kingdom,,opera.stanford,,"Holland, Theodore (Samuel)"
2274,"Holler, ",Holler,1944.0,,Germany,Male,operabase,Holler,
2275,"Hollier, Donald Russell","Hollier, Donald Russell",1934.0,,Australia,,opera.stanford,,"Hollier, Donald Russell"
2276,"Holliger, Heinz","Holliger, Heinz",1939.0,,Switzerland,,opera.stanford,Holliger,"Holliger, Heinz"
2277,"Hollingsworth, Stanley","Hollingsworth, Stanley (Walker)",1924.0,2003.0,United States,,opera.stanford,,"Hollingsworth, Stanley (Walker)"
2278,"Holloway, Robin","Holloway, Robin (Greville)",1943.0,,Canada,,opera.stanford,,"Holloway, Robin (Greville)"
2279,"Holm, Mogens Winkel","Holm, Mogens Winkel",1936.0,,Denmark,,opera.stanford,,"Holm, Mogens Winkel"
2280,"Holm, Peder","Holm, Peder",1926.0,,Denmark,,opera.stanford,,"Holm, Peder"
2281,"Holmès, Augusta","Holmès [Holmes], Augusta (Mary Anne)",1847.0,1903.0,France,,opera.stanford,,"Holmès [Holmes], Augusta (Mary Anne)"
2282,"Holmboe, Vagn","Holmboe, Vagn (Gylding)",1909.0,1996.0,Denmark,,opera.stanford,,"Holmboe, Vagn (Gylding)"
2283,"Holmes, Alfred","Holmes, Alfred",1837.0,1876.0,United Kingdom,,opera.stanford,,"Holmes, Alfred"
2284,"Holoubek, Ladislav","Holoubek, Ladislav",1913.0,1994.0,Czechia,,opera.stanford,,"Holoubek, Ladislav"
2285,"Holst, Edvard","Holst, Edvard",1843.0,1899.0,Denmark,,opera.stanford,Holst,"Holst, Edvard"
2286,"Holst, Gustav","Holst, Gustav(us Theodore von)",1874.0,1954.0,United Kingdom,,opera.stanford,,"Holst, Gustav(us Theodore von)"
2287,"Holstein, Franz von","Holstein, Franz (Friedrich) von",1826.0,1878.0,Germany,,opera.stanford,,"Holstein, Franz (Friedrich) von"
2288,"Holszky, ",Holszky,1953.0,,Germany,Female,operabase,Holszky,
2289,"Holten, ",Holten,1948.0,,Denmark,Male,operabase,Holten,
2290,"Holzbauer, Ignaz","Holzbauer, Ignaz (Jakob)",1711.0,1783.0,Austria,,opera.stanford,,"Holzbauer, Ignaz (Jakob)"
2291,"Honegger, Arthur","Honegger, Arthur (Oscar)",1892.0,1955.0,France,,opera.stanford,Honegger,"Honegger, Arthur (Oscar)"
2292,"Hoof, Jef van","Hoof, Jef van",1886.0,1959.0,Belgium,,opera.stanford,,"Hoof, Jef van"
2293,"Hook, James","Hook, James",1746.0,1827.0,United Kingdom,,opera.stanford,,"Hook, James"
2294,"Hopkins, {Edward Charles Jerome","Hopkins, {Edward] Charles Jerome",1836.0,1898.0,United States,,opera.stanford,,"Hopkins, {Edward] Charles Jerome"
2295,"Hopkins, Antony","Hopkins [Reynolds], Antony",1921.0,,United Kingdom,,opera.stanford,,"Hopkins [Reynolds], Antony"
2296,"Hopkinson, Francis","Hopkinson, Francis",1737.0,1791.0,United States,,opera.stanford,,"Hopkinson, Francis"
2297,"Hopp, Julius","Hopp, Julius",1819.0,1885.0,Austria,,opera.stanford,,"Hopp, Julius"
2298,"Horák, Antonin","Horák, Antonin",1875.0,1910.0,Czechia,,opera.stanford,,"Horák, Antonin"
2299,"Horký, Karel","Horký, Karel",1909.0,1988.0,Czechia,,opera.stanford,,"Horký, Karel"
2300,"Horn, August","Horn, August",1825.0,1893.0,Germany,,opera.stanford,,"Horn, August"
2301,"Horn, Charles Edward","Horn, Charles Edward",1786.0,1849.0,United Kingdom,,opera.stanford,,"Horn, Charles Edward"
2302,"Horneman, Christian Frederik Emil","Horneman, Christian Frederik Emil",1840.0,1906.0,Denmark,,opera.stanford,,"Horneman, Christian Frederik Emil"
2303,"Horner, Ralph Joseph","Horner, Ralph Joseph",1848.0,,United Kingdom,,opera.stanford,,"Horner, Ralph Joseph"
2304,"Hornstein, Robert von","Hornstein, Robert von",1833.0,1890.0,Germany,,opera.stanford,,"Hornstein, Robert von"
2305,"Horovitz, Joseph","Horovitz, Joseph",1926.0,,Austria,,opera.stanford,,"Horovitz, Joseph"
2306,"Horozic, ",Horozic,1958.0,,Serbia,Male,operabase,Horozic,
2307,"Horvat, Stanko","Horvat, Stanko",1930.0,,Croatia,,opera.stanford,,"Horvat, Stanko"
2308,"Horzizky, Franz","Horzizky [Horsitzky, Horschitzky, Horschky], Franz [Franziskus, Franciscus]",1756.0,1805.0,Germany,,opera.stanford,,"Horzizky [Horsitzky, Horschitzky, Horschky], Franz [Franziskus, Franciscus]"
2309,"Hoschna, Karl L.","Hoschna [Hoschner], Karl L.",1877.0,1911.0,Czechia,,opera.stanford,,"Hoschna [Hoschner], Karl L."
2310,"Hosmer, Lucius","Hosmer, Lucius",1870.0,1935.0,United States,,opera.stanford,,"Hosmer, Lucius"
2311,"Hosokawa, ",Hosokawa,1955.0,,Japan,Male,operabase,Hosokawa,
2312,"Housely, Henry","Housely, Henry",1852.0,,United Kingdom,,opera.stanford,,"Housely, Henry"
2313,"Hovhaness, Alan","Hovhaness [Chakmakjian, Hovaness], Alan (Vaness)",1911.0,,United States,,opera.stanford,,"Hovhaness [Chakmakjian, Hovaness], Alan (Vaness)"
2314,"Hovland, Egil","Hovland, Egil",1924.0,,Norway,,opera.stanford,Hovland,"Hovland, Egil"
2315,"Howard, Samuel","Howard, Samuel",1710.0,1782.0,United Kingdom,,opera.stanford,,"Howard, Samuel"
2316,"Howland, William Legrand","Howland, William Legrand",1873.0,1915.0,United States,,opera.stanford,,"Howland, William Legrand"
2317,"Hrazdira, Cyril Metodej","Hrazdira, Cyril Metodej",1868.0,1926.0,Czechia,,opera.stanford,,"Hrazdira, Cyril Metodej"
2318,"Hrimalý, Adalbert",Hrimaly,1842.0,1908.0,Czechia,Male,operabase,Hrimaly,"Hrimalý, Adalbert (Vojtech)"
2319,"Hrimalý, Otakar","Hrimalý, Otakar",1883.0,1945.0,Czechia,,opera.stanford,,"Hrimalý, Otakar"
2320,"Hristic, Stevan","Hristic, Stevan",1885.0,1958.0,Serbia,,opera.stanford,Hristic,"Hristic, Stevan"
2321,"Huë, Georges","Huë, Georges (Adolphe)",1858.0,1948.0,France,,opera.stanford,,"Huë, Georges (Adolphe)"
2322,"Huang, ",Huang,1976.0,,United States,Male,operabase,Huang,
2323,"Hubarenko, ",Hubarenko,1934.0,2000.0,Ukraine,Male,operabase,Hubarenko,
2324,"Hubay, Jenö",Hubay,1858.0,1937.0,Hungary,Male,operabase,Hubay,"Hubay [Huber], Jenö [Eugen]"
2325,"Huber, Hans","Huber, Hans",1852.0,1921.0,Switzerland,,opera.stanford,,"Huber, Hans"
2326,"Huber, Klaus","Huber, Klaus",1924.0,,Switzerland,,opera.stanford,,"Huber, Klaus"
2327,"Hughes, Arwel","Hughes, Arwel",1909.0,1988.0,United Kingdom,,opera.stanford,,"Hughes, Arwel"
2328,"Hughes, Gervase","Hughes, Gervase (Alfred Booth)",1905.0,,United Kingdom,,opera.stanford,,"Hughes, Gervase (Alfred Booth)"
2329,"Hughes, Robert Watson","Hughes, Robert Watson",1912.0,,United Kingdom,,opera.stanford,,"Hughes, Robert Watson"
2330,"Hugo, John Adam","Hugo, John Adam",1873.0,1945.0,United States,,opera.stanford,,"Hugo, John Adam"
2331,"Huguenet, Jacques-Christophe","Huguenet, Jacques-Christophe",1680.0,1729.0,France,,opera.stanford,,"Huguenet, Jacques-Christophe"
2332,"Hullah, John","Hullah, John (Pyke)",1812.0,1884.0,United Kingdom,,opera.stanford,,"Hullah, John (Pyke)"
2333,"Hullick, James",Hullick James,,,Australia,Male,operabase,Hullick,
2334,"Humel, Gerald","Humel, Gerald",1931.0,,United States,,opera.stanford,,"Humel, Gerald"
2335,"Humet, ",Humet,1968.0,,Spain,Male,operabase,Humet,
2336,"Hummel, Ferdinand B.","Hummel, Ferdinand B.",1855.0,1928.0,Germany,,opera.stanford,,"Hummel, Ferdinand B."
2337,"Hummel, Johann Nepomuk","Hummel, Johann Nepomuk",1778.0,1837.0,Slovakia,,opera.stanford,,"Hummel, Johann Nepomuk"
2338,"Humperdinck, Engelbert","Humperdinck, Engelbert",1854.0,1921.0,Germany,,opera.stanford,Humperdinck,"Humperdinck, Engelbert"
2339,"Huré, Jean","Huré, Jean",1877.0,1930.0,France,,opera.stanford,,"Huré, Jean"
2340,"Hurd, Michael","Hurd, Michael (John)",1928.0,2006.0,United Kingdom,,opera.stanford,,"Hurd, Michael (John)"
2341,"Hurel, ",Hurel,1955.0,,France,Male,operabase,Hurel,
2342,"Hurlebusch, Conrad Friedrich","Hurlebusch, Conrad Friedrich",1696.0,1765.0,Germany,,opera.stanford,,"Hurlebusch, Conrad Friedrich"
2343,"Hurnik, Ilja","Hurnik, Ilja",1922.0,,Czechia,,opera.stanford,,"Hurnik, Ilja"
2344,"Husmann, ",Husmann,1948.0,,Germany,Male,operabase,Husmann,
2345,"Huston, Scott","Huston, (Thomas) Scott (Jr.)",1916.0,1991.0,United States,,opera.stanford,,"Huston, (Thomas) Scott (Jr.)"
2346,"Huszka, Jenö","Huszka, Jenö",1875.0,1960.0,Hungary,,opera.stanford,Huszka,"Huszka, Jenö"
2347,"Hutchings, Arthur","Hutchings, Arthur (James Bramwell)",1906.0,1989.0,United Kingdom,,opera.stanford,,"Hutchings, Arthur (James Bramwell)"
2348,"Hutschenruyter, Wouter","Hutschenruyter, Wouter",1796.0,1878.0,Netherlands,,opera.stanford,,"Hutschenruyter, Wouter"
2349,"Hvoslef, Ketil","Hvoslef (Saeverud), Ketil",1939.0,,Norway,,opera.stanford,,"Hvoslef (Saeverud), Ketil"
2350,"Hyde, ",Hyde,1978.0,,United Kingdom,Male,operabase,Hyde,
2351,"Ibere, de Lemos",Ibere de Lemos,1901.0,1967.0,Brazil,Male,operabase,Ibere de Lemos,
2352,"Ibert, Jacques","Ibert, Jacques (François Antoine)",1890.0,1962.0,France,,opera.stanford,Ibert,"Ibert, Jacques (François Antoine)"
2353,"Iglesias Villoud, Hector","Iglesias Villoud, Hector",1913.0,1988.0,Mali,,opera.stanford,,"Iglesias Villoud, Hector"
2354,"Ikebe, Shin’ichirō",Ikebe Shin-Ichiro,1943.0,,Japan,Male,operabase,Ikebe,"Ikebe, Shin-Ichiro"
2355,"Ikonomov, Boyan Georgiev","Ikonomov, Boyan Georgiev",1900.0,1973.0,Bulgaria,,opera.stanford,,"Ikonomov, Boyan Georgiev"
2356,"Iliev, Konstantin","Iliev, Konstantin",1924.0,1988.0,Bulgaria,,opera.stanford,,"Iliev, Konstantin"
2357,"Ilyinsky, Alexander Alexandrovich","Ilyinsky, Alexander Alexandrovich",1859.0,1920.0,Russia,,opera.stanford,,"Ilyinsky, Alexander Alexandrovich"
2358,"Imbrie, Andrew","Imbrie, Andrew (Welsh)",1921.0,2007.0,United States,,opera.stanford,,"Imbrie, Andrew (Welsh)"
2359,"Infante, Manuel","Infante, Manuel",1883.0,,Spain,,opera.stanford,,"Infante, Manuel"
2360,"Inghelbrecht, D-E","Inghelbrecht, D(ésiré)-E(mile)",1880.0,1965.0,France,,opera.stanford,,"Inghelbrecht, D(ésiré)-E(mile)"
2361,"Insanguine, Giacomo","Insanguine [Monopoli], Giacomo (Antonio Francesco Paolo Michele)",1728.0,1795.0,Italy,,opera.stanford,,"Insanguine [Monopoli], Giacomo (Antonio Francesco Paolo Michele)"
2362,"Inzenga, José","Inzenga (y Castellanos), José",1828.0,1891.0,Spain,,opera.stanford,,"Inzenga (y Castellanos), José"
2363,"Ipavec, Benjamin","Ipavec, Benjamin",1829.0,1909.0,Austria,,opera.stanford,,"Ipavec, Benjamin"
2364,"Ippolitov-Ivanov, Mikhail","Ippolitov-Ivanov [Ivanov], Mikhail (Mikhailovich)",1859.0,1935.0,Russia,,opera.stanford,,"Ippolitov-Ivanov [Ivanov], Mikhail (Mikhailovich)"
2365,"Iradier, Sebastián de","Iradier [Yradier], Sebastián de",1809.0,1865.0,Brazil,,opera.stanford,,"Iradier [Yradier], Sebastián de"
2366,"Irgens Jensen, Ludvig","Irgens Jensen, Ludvig (Paul)",1894.0,1969.0,Norway,,opera.stanford,,"Irgens Jensen, Ludvig (Paul)"
2367,"Irino, Yoshiro","Irino, Yoshiro",1921.0,1980.0,Russia,,opera.stanford,,"Irino, Yoshiro"
2368,"Ishii, Kan","Ishii, Kan",1921.0,,Japan,,opera.stanford,,"Ishii, Kan"
2369,"Ishii, Maki","Ishii, Maki",1936.0,2003.0,Japan,,opera.stanford,,"Ishii, Maki"
2370,"Ishiketa, Mareo","Ishiketa, Mareo",1916.0,,Japan,,opera.stanford,,"Ishiketa, Mareo"
2371,"Isikozlu, ",Isikozlu,1939.0,,Turkey,Male,operabase,Isikozlu,
2372,"Isouard, Nicolas","Isouard [Isoiar], Nicolas [Nicolò] [de Malte]",1775.0,1818.0,Malta,,opera.stanford,Isouard,"Isouard [Isoiar], Nicolas [Nicolò] [de Malte]"
2373,"Israel, Brian M.","Israel, Brian M.",1951.0,1986.0,United States,,opera.stanford,,"Israel, Brian M."
2374,"Istel, Edgar","Istel, Edgar",1880.0,1948.0,Germany,,opera.stanford,,"Istel, Edgar"
2375,"Ito, Ryuta","Ito, Ryuta",1922.0,,Japan,,opera.stanford,,"Ito, Ryuta"
2376,"Ivanov-Boretzky, Mikhail Vladimirovich","Ivanov-Boretzky, Mikhail Vladimirovich",1874.0,1936.0,Russia,,opera.stanford,,"Ivanov-Boretzky, Mikhail Vladimirovich"
2377,"Ivanov, Mikhail Mikhailovich","Ivanov, Mikhail Mikhailovich",1849.0,1927.0,Italy,,opera.stanford,,"Ivanov, Mikhail Mikhailovich"
2378,"Ivanovic, ",Ivanovic,1976.0,,Czechia,Male,operabase,Ivanovic,
2379,"Ivicevic, ",Ivicevic,1980.0,,Croatia,Female,operabase,Ivicevic,
2380,"Ivry, Richard d","Ivry [Yrvid], Richard d'",1829.0,1903.0,France,,opera.stanford,,"Ivry [Yrvid], Richard d'"
2381,"Jørgensen, Erik","Jørgensen, Erik",1912.0,2005.0,Denmark,,opera.stanford,,"Jørgensen, Erik"
2382,"Jürisalu, Heino","Jürisalu, Heino",1930.0,,Estonia,,opera.stanford,,"Jürisalu, Heino"
2383,"Jachino, Carlo","Jachino, Carlo",1887.0,1971.0,Mali,,opera.stanford,,"Jachino, Carlo"
2384,"Jackson, William","Jackson, William",1730.0,1803.0,United Kingdom,,opera.stanford,,"Jackson, William"
2385,"Jacobi, Frederick","Jacobi, Frederick",1891.0,1952.0,Mali,,opera.stanford,Jacobi,"Jacobi, Frederick"
2386,"Jacobi, Georg","Jacobi [Jacoby], Georg [Georges]",1840.0,1906.0,Germany,,opera.stanford,,"Jacobi [Jacoby], Georg [Georges]"
2387,"Jacobi, Viktor","Jacobi, Viktor",1883.0,,Hungary,,opera.stanford,,"Jacobi, Viktor"
2388,"Jacquet de la Guerre, Elisabeth-Claude","Jacquet de la Guerre, Elisabeth-Claude",1666.0,1729.0,France,,opera.stanford,,"Jacquet de la Guerre, Elisabeth-Claude"
2389,"Jadin, Hyacinthe","Jadin, Hyacinthe",1769.0,1802.0,France,,opera.stanford,,"Jadin, Hyacinthe"
2390,"Jadin, Louis Emmanuel","Jadin, Louis Emmanuel",1768.0,1853.0,France,,opera.stanford,,"Jadin, Louis Emmanuel"
2391,"Jakova, Prenkë","Jakova, Prenkë",1917.0,1969.0,Albania,,opera.stanford,,"Jakova, Prenkë"
2392,"Jalilov, Tokhtasin",Jalilov Tokhtasin,,,Uzbekistan,Male,operabase,Jalilov,
2393,"James, Dorothy","James, Dorothy",1898.0,1982.0,United States,,opera.stanford,,"James, Dorothy"
2394,"Janácek, Leos",Janacek,1854.0,1928.0,Czechia,Male,operabase,Janacek,"Janácek, Leos"
2395,"Janson, Alfred","Janson, Alfred",1937.0,,Norway,,opera.stanford,,"Janson, Alfred"
2396,"Janssens, Jean-François-Joseph","Janssens, Jean-François-Joseph",1801.0,1835.0,Belgium,,opera.stanford,,"Janssens, Jean-François-Joseph"
2397,"Jaques-Dalcroze, Emile","Jaques-Dalcroze, Emile",1865.0,1950.0,Austria,,opera.stanford,,"Jaques-Dalcroze, Emile"
2398,"Jarda, Tudor","Jarda, Tudor",1922.0,,Romania,,opera.stanford,,"Jarda, Tudor"
2399,"Jarecki, Henryk","Jarecki, Henryk",1846.0,1918.0,Poland,,opera.stanford,,"Jarecki, Henryk"
2400,"Jarnach, Philipp","Jarnach, Philipp",1892.0,1982.0,France,,opera.stanford,,"Jarnach, Philipp"
2401,"Jarno, Georg","Jarno, Georg",1868.0,,Hungary,,opera.stanford,,"Jarno, Georg"
2402,"Jarrell, ",Jarrell,1958.0,,Switzerland,Male,operabase,Jarrell,
2403,"Javori, Ferenc",Javori Ferenc,1946.0,,Hungary,Male,operabase,Javori,
2404,"Jebe, Halfdan","Jebe, Halfdan",1868.0,1937.0,Norway,,opera.stanford,,"Jebe, Halfdan"
2405,"Jelinek, Hanns","Jelinek [Elin], Hanns",1901.0,1969.0,Austria,,opera.stanford,,"Jelinek [Elin], Hanns"
2406,"Jelmoli, Hans","Jelmoli, Hans",1877.0,1936.0,Switzerland,,opera.stanford,,"Jelmoli, Hans"
2407,"Jenkins, ",Jenkins,1944.0,,United Kingdom,Male,operabase,Jenkins,
2408,"Jenko, Davorin","Jenko, Davorin",1835.0,1914.0,Slovenia,,opera.stanford,,"Jenko, Davorin"
2409,"Jensen, Adolf","Jensen, Adolf",1837.0,1879.0,Austria,,opera.stanford,,"Jensen, Adolf"
2410,"Jeppesen, Knud","Jeppesen, Knud (Christian)",1892.0,1974.0,Denmark,,opera.stanford,,"Jeppesen, Knud (Christian)"
2411,"Jeremiás, Jaroslav","Jeremiás, Jaroslav",1889.0,1919.0,Czechia,,opera.stanford,,"Jeremiás, Jaroslav"
2412,"Jeremiás, Otakar","Jeremiás, Otakar",1892.0,1962.0,Czechia,,opera.stanford,,"Jeremiás, Otakar"
2413,"Jesinghaus, Walter","Jesinghaus, Walter",1902.0,1966.0,Italy,,opera.stanford,,"Jesinghaus, Walter"
2414,"Jeske-Choinska-Mikorska, Ludmila","Jeske-Choinska-Mikorska, Ludmila",1849.0,1898.0,Poland,,opera.stanford,,"Jeske-Choinska-Mikorska, Ludmila"
2415,"Jessel, Léon","Jessel, Léon",1871.0,1942.0,Poland,,opera.stanford,,"Jessel, Léon"
2416,"Jevtic, ",Jevtic,1947.0,,Serbia,Male,operabase,Jevtic,
2417,"Jiménez-Mabarak, Carlos","Jiménez-Mabarak, Carlos",1916.0,1994.0,El Salvador,,opera.stanford,,"Jiménez-Mabarak, Carlos"
2418,"Jirák, K B","Jirák, K(arel) B(oleslav)",1891.0,1972.0,Czechia,,opera.stanford,,"Jirák, K(arel) B(oleslav)"
2419,"Jirásek, Ivo","Jirásek, Ivo",1920.0,,Czechia,,opera.stanford,,"Jirásek, Ivo"
2420,"Jirko, Ivan","Jirko, Ivan",1926.0,1978.0,Czechia,,opera.stanford,,"Jirko, Ivan"
2421,"Johansen, Sven-Eric","Johansen, Sven-Eric (Emanuel)",1919.0,,Sweden,,opera.stanford,,"Johansen, Sven-Eric (Emanuel)"
2422,"Johansson, Bengt","Johansson, Bengt (Viktor)",1914.0,1989.0,Finland,,opera.stanford,,"Johansson, Bengt (Viktor)"
2423,"JohnA, ",JohnA,1958.0,,Australia,Male,operabase,JohnA,
2424,"Johnsen, Hallvard Olav","Johnsen, Hallvard Olav",1916.0,,Germany,,opera.stanford,,"Johnsen, Hallvard Olav"
2425,"Johnsen, Hinrich Philip","Johnsen, Hinrich [Henrik] Philip",1717.0,1779.0,Sweden,,opera.stanford,,"Johnsen, Hinrich [Henrik] Philip"
2426,"Johnson, Hall","Johnson, (Francis) Hall",1887.0,1970.0,United States,,opera.stanford,,"Johnson, (Francis) Hall"
2427,"Johnson, James P","Johnson, James P(rice)",1891.0,1955.0,United States,,opera.stanford,,"Johnson, James P(rice)"
2428,"Johnson, Lockrem","Johnson, Lockrem",1924.0,1977.0,United States,,opera.stanford,,"Johnson, Lockrem"
2429,"Johnson, Robert Sherlaw","Johnson, Robert Sherlaw",1932.0,2000.0,United Kingdom,,opera.stanford,,"Johnson, Robert Sherlaw"
2430,"Johnson, Samuel","Johnson, Samuel",1698.0,1773.0,United Kingdom,,opera.stanford,,"Johnson, Samuel"
2431,"Johnson, Tom",Johnson ,1939.0,,United States,Male,operabase,Johnson,"Johnson, Tom"
2432,"Johnston, Ben","Johnston, Ben(jamin Burwell)",1926.0,,United States,,opera.stanford,,"Johnston, Ben(jamin Burwell)"
2433,"Jolivet, André","Jolivet, André",1905.0,1974.0,France,,opera.stanford,,"Jolivet, André"
2434,"Jommelli, ",Jommelli,1714.0,1774.0,Italy,Male,operabase,Jommelli,"Jommelli [Jomelli], Nicolò [Niccolò]"
2435,"Jonas, Emile","Jonas, Emile",1827.0,1905.0,France,,opera.stanford,,"Jonas, Emile"
2436,"Joncières, Victorin de","Joncières, Victorin de [Rossignol, Félix Ludger]",1839.0,1903.0,France,,opera.stanford,,"Joncières, Victorin de [Rossignol, Félix Ludger]"
2437,"Jones, Daniel","Jones, Daniel (Jenkyn)",1912.0,,Canada,,opera.stanford,,"Jones, Daniel (Jenkyn)"
2438,"Jones, Kelsey","Jones, (Herbert) Kelsey",1922.0,2004.0,Canada,,opera.stanford,,"Jones, (Herbert) Kelsey"
2439,"Jones, Sidney","Jones, (James) Sidney",1861.0,1946.0,United Kingdom,,opera.stanford,,"Jones, (James) Sidney"
2440,"Jong, Marinus de","Jong, Marinus de",1891.0,,Netherlands,,opera.stanford,,"Jong, Marinus de"
2441,"Jongen, Léon","Jongen, Léon (Marie-Victor-Justin)",1884.0,1969.0,Belgium,,opera.stanford,,"Jongen, Léon (Marie-Victor-Justin)"
2442,"Joplin, Scott","Joplin, Scott",1868.0,1917.0,United States,,opera.stanford,,"Joplin, Scott"
2443,"Jordan, Jules","Jordan, Jules",1850.0,1927.0,Mauritius,,opera.stanford,,"Jordan, Jules"
2444,"Josephs, Wilfred","Josephs, Wilfred",1927.0,1997.0,United Kingdom,,opera.stanford,,"Josephs, Wilfred"
2445,"Jossifov, ",Jossifov,1940.0,,Bulgaria,Male,operabase,Jossifov,
2446,"Jost, ",Jost,1963.0,,Germany,Male,operabase,Jost,
2447,"Joteyko, Tadeusz","Joteyko, Tadeusz",1872.0,1932.0,Poland,,opera.stanford,,"Joteyko, Tadeusz"
2448,"Joubert, John","Joubert, John (Pierre Herman)",1927.0,,South Africa,,opera.stanford,,"Joubert, John (Pierre Herman)"
2449,"Jouret, Léon","Jouret, Léon",1828.0,1905.0,Belgium,,opera.stanford,,"Jouret, Léon"
2450,"Jullien, Louis","Jullien, Louis (George Maurice Adolphe Roch Albert Abel Antonio Alexandre Noé Jean Lucien Daniel Eugène Joseph-le-Brun Joseph Barême Thomas Thomas Thomas-Thomas Pierre Arbon Pierre-Maurel Barthélemi Artus Alphonse Bertrand Dieudonné Emanuel Josué Vincent Luc Michel Jules-de-la-plane Jules-Bazin Julio César)",1812.0,1860.0,France,,opera.stanford,,"Jullien, Louis"
2451,"Junger, Ervin","Junger, Ervin",1931.0,,Romania,,opera.stanford,,"Junger, Ervin"
2452,"Juozopaitis, Jurgis","Juozopaitis, Jurgis",1942.0,,Lithuania,,opera.stanford,,"Juozopaitis, Jurgis"
2453,"Jupin, Charles-François","Jupin, Charles-François",1805.0,1839.0,France,,opera.stanford,,"Jupin, Charles-François"
2454,"Juranic, ",Juranic,1947.0,,Croatia,Male,operabase,Juranic,
2455,"Jurovský, Simon","Jurovský, Simon",1912.0,1963.0,Slovakia,,opera.stanford,,"Jurovský, Simon"
2456,"Just, Johann August","Just, Johann August",1750.0,1791.0,Netherlands,,opera.stanford,,"Just, Johann August"
2457,"Juzeliunas, Julius","Juzeliunas, Julius",1916.0,,Lithuania,,opera.stanford,,"Juzeliunas, Julius"
2458,"Käfer, Johann Philipp","Käfer, Johann Philipp",1672.0,1730.0,Germany,,opera.stanford,,"Käfer, Johann Philipp"
2459,"Kässmayer, Moritz","Kässmayer, Moritz",1831.0,1884.0,Austria,,opera.stanford,,"Kässmayer, Moritz"
2460,"Kálik, Václav","Kálik, Václav",1891.0,1951.0,Czechia,,opera.stanford,,"Kálik, Václav"
2461,"Kálmán, Imre",KalmanE,1882.0,1953.0,Hungary,Male,operabase,KalmanE,"Kálmán, Imre [Emmerich]"
2462,"Köhler, Ernesto","Köhler, Ernesto",1849.0,1907.0,Italy,,opera.stanford,,"Köhler, Ernesto"
2463,"Köhler, Louis","Köhler, Louis",1820.0,1886.0,Germany,,opera.stanford,,"Köhler, Louis"
2464,"Köhler, Siegfried","Köhler, Siegfried",1927.0,,Germany,,opera.stanford,,"Köhler, Siegfried"
2465,"König, Johann Mattheus","König, Johann Mattheus [Matthias]",1778.0,1790.0,Germany,,opera.stanford,,"König, Johann Mattheus [Matthias]"
2466,"Körling, Felix","Körling, (John) Felix (August)",1864.0,1937.0,Sweden,,opera.stanford,,"Körling, (John) Felix (August)"
