,clean_name,other_names,year_of_birth,year_of_death,place_of_birth,gender,source,operabase_name,stanford_name
1948,"Grünfeld, Alfred","Grünfeld, Alfred",1852.0,1924.0,Czechia,,opera.stanford,,"Grünfeld, Alfred"
1949,"Grabner, Hermann","Grabner, Hermann",1886.0,1969.0,Austria,,opera.stanford,,"Grabner, Hermann"
1950,"Grabovsky, Leonid","Grabovsky, Leonid",1935.0,,Ukraine,,opera.stanford,,"Grabovsky, Leonid"
1951,"Grabu, Louis","Grabu [Grabue, Grabut, Grebus], Louis [Lewis]",1665.0,1694.0,France,,opera.stanford,,"Grabu [Grabue, Grabut, Grebus], Louis [Lewis]"
1952,"Grad, Gabriel","Grad, Gabriel",1890.0,1950.0,Lithuania,,opera.stanford,,"Grad, Gabriel"
1953,"Graener, Paul","Graener, Paul",1872.0,1944.0,Germany,,opera.stanford,,"Graener, Paul"
1954,"Graetz, Joseph","Graetz [Grätz; Graz], Joseph",1760.0,1826.0,Germany,,opera.stanford,,"Graetz [Grätz; Graz], Joseph"
1955,"Graffigna, Achille","Graffigna, Achille",1816.0,1896.0,Italy,,opera.stanford,,"Graffigna, Achille"
1956,"Grammann, Karl","Grammann, Karl",1844.0,1897.0,Germany,,opera.stanford,,"Grammann, Karl"
1957,"Granados, Eduardo","Granados (y Campiña), Eduardo",1894.0,1928.0,Spain,,opera.stanford,,"Granados (y Campiña), Eduardo"
1958,"Granados, Enrique",Granados,1867.0,1916.0,Spain,Male,operabase,Granados,"Granados (y Campiña), Enrique"
1959,"Grandage, ",Grandage,1970.0,,Australia,Male,operabase,Grandage,
1960,"Grandis, Renato de","Grandis, Renato de",1927.0,,Italy,,opera.stanford,,"Grandis, Renato de"
1961,"Grandjean, Axel Karl William","Grandjean, Axel Karl William",1847.0,1932.0,Denmark,,opera.stanford,,"Grandjean, Axel Karl William"
1962,"Grandval, Marie Félicie Clémence de Reiset","Grandval, Marie Félicie Clémence de Reiset",1830.0,1907.0,France,,opera.stanford,,"Grandval, Marie Félicie Clémence de Reiset"
1963,"Granichstaedten, Bruno","Granichstaedten, Bruno",1879.0,1944.0,Austria,,opera.stanford,,"Granichstaedten, Bruno"
1964,"Granier, Louis","Granier [Garnier; Grenier], Louis",1740.0,1800.0,France,,opera.stanford,,"Granier [Garnier; Grenier], Louis"
1965,"Graun, Carl Heinrich","Graun, Carl Heinrich",1704.0,1759.0,Germany,,opera.stanford,,"Graun, Carl Heinrich"
1966,"Graupner, Christoph","Graupner, (Johann) Christoph",1683.0,1760.0,Germany,,opera.stanford,,"Graupner, (Johann) Christoph"
1967,"Gravitis, Olgerts","Gravitis, Olgerts",1926.0,,Latvia,,opera.stanford,,"Gravitis, Olgerts"
1968,"Gray, Cecil","Gray, Cecil",1895.0,1951.0,United Kingdom,,opera.stanford,,"Gray, Cecil"
1969,"Greber, Jakob","Greber, Jakob",,1731.0,Germany,,opera.stanford,,"Greber, Jakob"
1970,"Grech, Alexander","Grech, Alexander",1876.0,1960.0,Greece,,opera.stanford,,"Grech, Alexander"
1971,"Grech, Gaetano","Grech, Gaetano",1855.0,1938.0,Malta,,opera.stanford,,"Grech, Gaetano"
1972,"Grechaninov, ",Grechaninov,1864.0,1956.0,Russia,Male,operabase,Grechaninov,"Grechaninov [Gretchaninoff], Alexandr (Tikhonovich)"
1973,"Greef, Arthur de","Greef, Arthur de",1862.0,1940.0,Belgium,,opera.stanford,,"Greef, Arthur de"
1974,"Greene, Maurice","Greene, Maurice",1696.0,1755.0,United Kingdom,,opera.stanford,,"Greene, Maurice"
1975,"Gregh, Louis","Gregh, Louis",1843.0,1915.0,Belgium,,opera.stanford,,"Gregh, Louis"
1976,"Gregoir, Edouard","Gregoir, Edouard (Georges Jacques)",1822.0,1890.0,Belgium,,opera.stanford,,"Gregoir, Edouard (Georges Jacques)"
1977,"Gregoir, Jacques","Gregoir, Jacques (Mathieu Joseph)",1817.0,1876.0,Belgium,,opera.stanford,,"Gregoir, Jacques (Mathieu Joseph)"
1978,"Gregoretti, ",Gregoretti,1961.0,,Italy,Male,operabase,Gregoretti,
1979,"Grell, Eduard","Grell, (August) Eduard",1800.0,1886.0,Germany,,opera.stanford,,"Grell, (August) Eduard"
1980,"Gresák, Jozef","Gresák, Jozef",1907.0,1987.0,Slovakia,,opera.stanford,,"Gresák, Jozef"
1981,"Gresnick, Antoine-Frédéric","Gresnick [Gresnich, Gressenicht], Antoine-Frédéric",1755.0,1799.0,Belgium,,opera.stanford,,"Gresnick [Gresnich, Gressenicht], Antoine-Frédéric"
1982,"Gretry, ",Gretry,1741.0,1813.0,France,Male,operabase,Gretry,
1983,"Griebling-Long, Karen Jean","Griebling-Long, Karen Jean",1957.0,,United States,,opera.stanford,,"Griebling-Long, Karen Jean"
1984,"Grieg, Edvard","Grieg, Edvard (Hagerup)",1843.0,1907.0,Norway,,opera.stanford,Grieg,"Grieg, Edvard (Hagerup)"
1985,"Griesbach, John Henry","Griesbach, John Henry",1798.0,1875.0,Canada,,opera.stanford,,"Griesbach, John Henry"
1986,"Griesbach, Karl-Rudi","Griesbach, Karl-Rudi",1916.0,,Germany,,opera.stanford,,"Griesbach, Karl-Rudi"
1987,"Griffini, Giacomo","Griffini, Giacomo",,,Italy,,opera.stanford,,"Griffini, Giacomo"
1988,"Griffis, Elliot","Griffis, Elliot",1893.0,1967.0,United States,,opera.stanford,,"Griffis, Elliot"
1989,"Grillet, Laurent","Grillet, Laurent",1851.0,1901.0,France,,opera.stanford,,"Grillet, Laurent"
1990,"Grimaldi, ",Grimaldi,1980.0,,Italy,Male,operabase,Grimaldi,
1991,"Grimani, Maria Margherita","Grimani, Maria Margherita",,,Italy,,opera.stanford,,"Grimani, Maria Margherita"
1992,"Grinblat, Romuald","Grinblat, Romuald",1930.0,,Russia,,opera.stanford,,"Grinblat, Romuald"
1993,"Grisar, Albert","Grisar, Albert",1808.0,1869.0,Belgium,,opera.stanford,,"Grisar, Albert"
1994,"Grisart, Charles Jean Baptiste","Grisart, Charles Jean Baptiste",1837.0,1904.0,France,,opera.stanford,,"Grisart, Charles Jean Baptiste"
1995,"Grosheim, Georg Christoph","Grosheim, Georg Christoph",1764.0,1841.0,Germany,,opera.stanford,,"Grosheim, Georg Christoph"
1996,"Gross, Robert","Gross, Robert (Arthur)",1914.0,,United States,,opera.stanford,,"Gross, Robert (Arthur)"
1997,"Grossi, Carlo","Grossi, Carlo",1634.0,1688.0,Italy,,opera.stanford,,"Grossi, Carlo"
1998,"Grossman, Ludwik","Grossman, Ludwik",1835.0,1915.0,Poland,,opera.stanford,,"Grossman, Ludwik"
1999,"Grosz, Wilhelm","Grosz [Williams, Hugh], Wilhelm [Will]",1894.0,1939.0,Austria,,opera.stanford,,"Grosz [Williams, Hugh], Wilhelm [Will]"
2000,"Groth, Federico Ibarra",Groth Federico Ibarra,1946.0,,Mexico,Male,operabase,Groth,
2001,"Grothe, Franz","Grothe, Franz (Johannes August)",1908.0,1982.0,Germany,,opera.stanford,,"Grothe, Franz (Johannes August)"
2002,"Grovlez, Gabriel","Grovlez, Gabriel (Marie)",1879.0,1944.0,France,,opera.stanford,,"Grovlez, Gabriel (Marie)"
2003,"Grua, Carlo Luigi Pietro","Grua [Pietragrua], Carlo Luigi Pietro",1665.0,,Italy,,opera.stanford,,"Grua [Pietragrua], Carlo Luigi Pietro"
2004,"Grua, Carlo Pietro","Grua, Carlo (Alisio) Pietro",1700.0,1773.0,Italy,,opera.stanford,,"Grua, Carlo (Alisio) Pietro"
2005,"Grua, Franz Paul","Grua, Franz Paul [Paolo; Francesca da Paula]",1753.0,1833.0,Germany,,opera.stanford,,"Grua, Franz Paul [Paolo; Francesca da Paula]"
2006,"Gruber, Heinz Karl",Gruber H,1943.0,,Austria,Male,operabase,Gruber,"Gruber, H(einz) K(arl)"
2007,"Gruenberg, Louis","Gruenberg, Louis",1884.0,1964.0,France,,opera.stanford,,"Gruenberg, Louis"
2008,"Grund, Friedrich Wilhelm","Grund, Friedrich Wilhelm",1791.0,1874.0,Germany,,opera.stanford,,"Grund, Friedrich Wilhelm"
2009,"Grunenwald, Jean-Jacques","Grunenwald, Jean-Jacques",1911.0,1982.0,France,,opera.stanford,,"Grunenwald, Jean-Jacques"
2010,"Grutter, ",Grutter,1983.0,,Germany,Male,operabase,Grutter,
2011,"Gryllus, ",Gryllus,1976.0,,Hungary,Male,operabase,Gryllus,
2012,"Guarino, Carmine","Guarino, Carmine",1893.0,1965.0,Italy,,opera.stanford,,"Guarino, Carmine"
2013,"Guarino, Piero","Guarino, Piero",1919.0,,Egypt,,opera.stanford,,"Guarino, Piero"
2014,"Guarnieri, Camargo",GuarnieriC,1907.0,1993.0,Brazil,Male,operabase,GuarnieriC,"Guarnieri, (Mozart) Camargo"
2015,"GuarnieriA, ",GuarnieriA,1880.0,1952.0,Italy,Male,operabase,GuarnieriA,"Guarnieri, Antonio"
2016,"Gudmundsen-Holmgreen, ",Gudmundsen-Holmgreen,1932.0,,Denmark,Male,operabase,Gudmundsen-Holmgreen,
2017,"Gudmundsson, ",Gudmundsson,1977.0,,Iceland,Male,operabase,Gudmundsson,
2018,"Guerrero, Jacinto",Guerrero,1895.0,1951.0,Spain,Male,operabase,Guerrero,"Guerrero (y Torre), Jacinto"
2019,"Guerrini, Guido","Guerrini, Guido",1890.0,1965.0,Italy,,opera.stanford,,"Guerrini, Guido"
2020,"Guglielmi, Pietro Alessandro","Guglielmi, Pietro [Pier, Piero] Alessandro",1728.0,1804.0,Italy,,opera.stanford,,"Guglielmi, Pietro [Pier, Piero] Alessandro"
2021,"Guglielmi, Pietro Carlo","Guglielmi [Guglielmini], Pietro Carlo",1763.0,1817.0,Italy,,opera.stanford,,"Guglielmi [Guglielmini], Pietro Carlo"
2022,"Guhr, Karl","Guhr, Karl (Wilhelm Ferdinand)",1787.0,1848.0,Germany,,opera.stanford,,"Guhr, Karl (Wilhelm Ferdinand)"
2023,"Gui, Vittorio","Gui, Vittorio",1885.0,1975.0,Italy,,opera.stanford,,"Gui, Vittorio"
2024,"Guichard, Louis-Joseph","Guichard, Louis-Joseph",1752.0,1829.0,France,,opera.stanford,,"Guichard, Louis-Joseph"
2025,"Guinovart, ",Guinovart,1962.0,,Spain,Male,operabase,Guinovart,
2026,"Guiraud, Ernest","Guiraud, Ernest",1837.0,1892.0,France,,opera.stanford,,"Guiraud, Ernest"
2027,"Gulak-Artemovsky, Semyon Stepanovich","Gulak-Artemovsky, Semyon Stepanovich",1813.0,1873.0,Russia,,opera.stanford,Gulak-Artemovsky,"Gulak-Artemovsky, Semyon Stepanovich"
2028,"Gumbert, Ferdinand","Gumbert, Ferdinand",1818.0,1896.0,Germany,,opera.stanford,,"Gumbert, Ferdinand"
2029,"Gundry, Inglis","Gundry, Inglis",1905.0,2000.0,United Kingdom,,opera.stanford,,"Gundry, Inglis"
2030,"Gunsbourg, Raoul","Gunsbourg, Raoul",1859.0,1955.0,Romania,,opera.stanford,,"Gunsbourg, Raoul"
2031,"Guo, ",Guo,1956.0,,China,Male,operabase,Guo,
2032,"Gurecký, Václav Matyás","Gurecký [Guretzky; Kuretzky], Václav Matyás",1705.0,1743.0,Czechia,,opera.stanford,,"Gurecký [Guretzky; Kuretzky], Václav Matyás"
2033,"Guridi, ",Guridi,1886.0,1961.0,Spain,Male,operabase,Guridi,"Guridi (Bidaola), Jesús"
2034,"Gurlitt, Cornelius","Gurlitt, Cornelius",1820.0,1901.0,Germany,,opera.stanford,Gurlitt,"Gurlitt, Cornelius"
2035,"Gurlitt, Manfred","Gurlitt, Manfred",1890.0,1973.0,Germany,,opera.stanford,,"Gurlitt, Manfred"
2036,"Gustaf, Prins","Gustaf,",1827.0,1852.0,Sweden,,opera.stanford,,"Gustaf,"
2037,"Gutiérrez Espinosa, Felipe","Gutiérrez (y) Espinosa, Felipe",1825.0,1899.0,Mali,,opera.stanford,,"Gutiérrez (y) Espinosa, Felipe"
2038,"Gyrowetz, Adalbert","Gyrowetz [Gyrowez; Gürowetz; Jirovec, Vojtech Matyás], Adalbert (Mathias)",1763.0,1850.0,Czechia,,opera.stanford,,"Gyrowetz [Gyrowez; Gürowetz; Jirovec, Vojtech Matyás], Adalbert (Mathias)"
2039,"Häser, August Derdinand","Häser, August Derdinand",1779.0,1844.0,Germany,,opera.stanford,,"Häser, August Derdinand"
2040,"Hába, Alois",Haba,1893.0,1973.0,Czechia,Male,operabase,Haba,"Hába, Alois"
2041,"Hába, Karel","Hába, Karel",1898.0,1972.0,Czechia,,opera.stanford,,"Hába, Karel"
2042,Héritte,Héritte [,,,France,,opera.stanford,,Héritte [
2043,"Hérold, Ferdinand","Hérold, (Louis-Joseph) Ferdinand",1791.0,1833.0,France,,opera.stanford,,"Hérold, (Louis-Joseph) Ferdinand"
2044,"Höeberg, Georg","Höeberg, Georg",1872.0,1950.0,Denmark,,opera.stanford,,"Höeberg, Georg"
2045,"Höffer, Paul","Höffer, Paul",1895.0,1949.0,Germany,,opera.stanford,,"Höffer, Paul"
2046,"Höpken, Arvid Niclas","Höpken, Arvid Niclas",,,Germany,,opera.stanford,,"Höpken, Arvid Niclas"
2047,"Høffding, Finn","Høffding, (Niels) Finn",1899.0,,Denmark,,opera.stanford,,"Høffding, (Niels) Finn"
2048,"Hüttenbrenner, Anselm","Hüttenbrenner, Anselm",1794.0,1868.0,Austria,,opera.stanford,,"Hüttenbrenner, Anselm"
2049,"Haack, Friedrich Wilhelm","Haack, Friedrich Wilhelm",1760.0,1827.0,Germany,,opera.stanford,,"Haack, Friedrich Wilhelm"
2050,"Haarklou, Johannes","Haarklou, Johannes",1847.0,1925.0,Norway,,opera.stanford,,"Haarklou, Johannes"
2051,"Haas, Georg ",HaasGeorg,1953.0,,Austria,Male,operabase,HaasGeorg,
2052,"Haas, Joseph","Haas, Joseph",1879.0,1960.0,Germany,,opera.stanford,,"Haas, Joseph"
2053,"Haas, Pavel","Haas, Pavel",1899.0,1944.0,Czechia,,opera.stanford,,"Haas, Pavel"
2054,"Habermann, Franz","Habermann, Franz [Frantisek, Franciscus] (Johann [Wenzel, Václav])",1706.0,1783.0,Czechia,,opera.stanford,,"Habermann, Franz [Frantisek, Franciscus] (Johann [Wenzel, Václav])"
2055,"Hadjiapostolou, ",Hadjiapostolou,1879.0,1941.0,Greece,Male,operabase,Hadjiapostolou,
2056,"Hadjidakis, Manos","Hadjidakis, Manos",1925.0,,Greece,,opera.stanford,,"Hadjidakis, Manos"
2057,"Hadjiev, Parashkev","Hadjiev, Parashkev",1912.0,1992.0,Bulgaria,,opera.stanford,,"Hadjiev, Parashkev"
2058,"Haeffner, Johann Christian Friedrich","Haeffner, Johann Christian Friedrich",1759.0,1833.0,Sweden,,opera.stanford,,"Haeffner, Johann Christian Friedrich"
2059,"Haentjes, Werner","Haentjes, Werner",1923.0,,Germany,,opera.stanford,,"Haentjes, Werner"
2060,"Haeser, August Ferdinand","Haeser, August Ferdinand",1779.0,1844.0,Germany,,opera.stanford,,"Haeser, August Ferdinand"
2061,"Hageman, Richard","Hageman, Richard",1882.0,1966.0,Netherlands,,opera.stanford,,"Hageman, Richard"
2062,"Hagen, Daron Aric","Hagen, Daron Aric",1961.0,,United States,,opera.stanford,Hagen,"Hagen, Daron Aric"
2063,"Hagerup Bull, Edvard","Hagerup Bull, Edvard",1922.0,,Norway,,opera.stanford,,"Hagerup Bull, Edvard"
2064,"Hahn, Reynaldo","Hahn, Reynaldo",1874.0,1947.0,Venezuela,,opera.stanford,Hahn,"Hahn, Reynaldo"
2065,"Haibel, Jakob","Haibel [Haibl, Heibel], (Johann Petrus) Jakob [Jacob]",1762.0,1826.0,Austria,,opera.stanford,,"Haibel [Haibl, Heibel], (Johann Petrus) Jakob [Jacob]"
2066,"Haile, Eugen","Haile, Eugen",1873.0,1933.0,Germany,,opera.stanford,,"Haile, Eugen"
2067,"Haindl, Franz Sebastian","Haindl [Heindl], Franz Sebastian",1727.0,1812.0,Germany,,opera.stanford,,"Haindl [Heindl], Franz Sebastian"
2068,"Hajdú, Mihály","Hajdú, Mihály",1909.0,1990.0,Hungary,,opera.stanford,,"Hajdú, Mihály"
2069,"Hajibeyov, Sultan","Hajibeyov [Gadzhibekov], Sultan (Ismail)",1919.0,1974.0,Azerbaijan,,opera.stanford,,"Hajibeyov [Gadzhibekov], Sultan (Ismail)"
2070,"Hajibeyov, Uzeir",HajibeyovU,1885.0,1948.0,Azerbaijan,Male,operabase,HajibeyovU,"Hajibeyov [Gadzhibekov], Uzeir (Abdul Huseyn)"
2071,"HajibeyovZ, ",HajibeyovZ,1884.0,1950.0,Azerbaijan,Male,operabase,HajibeyovZ,
2072,"Hajiyev, Akhmet","Hajiyev, Akhmet [Akhmed] (Jevdet Ismail)",1917.0,,Azerbaijan,,opera.stanford,,"Hajiyev, Akhmet [Akhmed] (Jevdet Ismail)"
2073,"Hakola, ",Hakola,1958.0,,Finland,Male,operabase,Hakola,
2074,"Halevy, Jacques-François-Fromental ",Halevy,1799.0,1862.0,France,Male,operabase,Halevy,"Halévy [Levy], Jacques-François-Fromental [Fromentin][-Elie]"
2075,"b'Halffter, Crist\x97bal'",b'Halffter Crist\x97bal',1930.0,,Spain,Male,operabase,Halffter,"Halffter (Jiménez), Cristobal"
2076,"Halffter, Ernesto","Halffter (Escriche), Ernesto",1905.0,1989.0,Spain,,opera.stanford,,"Halffter (Escriche), Ernesto"
2077,"Halffter, Rodolfo","Halffter (Escriche), Rodolfo",1900.0,1987.0,Spain,,opera.stanford,,"Halffter (Escriche), Rodolfo"
2078,"Hall, ",Hall,1978.0,,United Kingdom,Female,operabase,Hall,
2079,"Hallén, Andreas","Hallén, (Johannes) Andreas",1846.0,1925.0,Sweden,,opera.stanford,,"Hallén, (Johannes) Andreas"
2080,"Hallberg, Björn Wilho","Hallberg, Björn Wilho",1938.0,,Norway,,opera.stanford,,"Hallberg, Björn Wilho"
2081,"Hallström, Ivar","Hallström, Ivar (Christian)",1826.0,1901.0,Sweden,,opera.stanford,,"Hallström, Ivar (Christian)"
2082,"Halstensen, ",Halstensen,1967.0,,Norway,Male,operabase,Halstensen,
2083,"Hamal, Henri","Hamal, Henri",1744.0,1820.0,Belgium,,opera.stanford,,"Hamal, Henri"
2084,"Hamal, Jean-Noël","Hamal, Jean-Noël",1709.0,1778.0,Belgium,,opera.stanford,,"Hamal, Jean-Noël"
2085,"Hambraeus, Bengt","Hambraeus, Bengt",1928.0,2000.0,Sweden,,opera.stanford,,"Hambraeus, Bengt"
2086,"Hamerik, Asger","Hamerik [Hammerich], Asger",1843.0,1923.0,Denmark,,opera.stanford,,"Hamerik [Hammerich], Asger"
2087,"Hamerik, Ebbe","Hamerik [Hammerich], Ebbe",1898.0,1951.0,Denmark,,opera.stanford,,"Hamerik [Hammerich], Ebbe"
2088,"Hamilton, Iain","Hamilton, Iain (Ellis)",1922.0,2000.0,United Kingdom,,opera.stanford,,"Hamilton, Iain (Ellis)"
2089,"Hamm, Charles","Hamm, Charles (Edward)",1925.0,,Germany,,opera.stanford,,"Hamm, Charles (Edward)"
2090,"Handel, George Frideric",Handel,1685.0,1759.0,United Kingdom,Male,operabase,Handel,"Handel [Händel, Hendel], George Frideric [Georg Friedrich]"
2091,"Hanke, ",Hanke,1984.0,,Germany,Male,operabase,Hanke,
2092,"Hanke, Karl","Hanke [Hancke], Karl",1750.0,1803.0,Czechia,,opera.stanford,,"Hanke [Hancke], Karl"
2093,"Hannay, Roger D","Hannay, Roger D(urham)",1930.0,2006.0,United States,,opera.stanford,,"Hannay, Roger D(urham)"
2094,"Hansen, Robert","Hansen, (Emil) Robert",1860.0,1926.0,Denmark,,opera.stanford,,"Hansen, (Emil) Robert"
2095,"Hanson, Howard","Hanson, Howard (Harold)",1896.0,1981.0,United Kingdom,,opera.stanford,,"Hanson, Howard (Harold)"
2096,"Hanssens, Charles-Louis","Hanssens, Charles-Louis",1802.0,1871.0,Belgium,,opera.stanford,,"Hanssens, Charles-Louis"
2097,"Hanssens, Charles-Louis-Joseph","Hanssens, Charles-Louis-Joseph",1777.0,1852.0,Belgium,,opera.stanford,,"Hanssens, Charles-Louis-Joseph"
2098,"Hanus, Jan","Hanus, Jan",1915.0,2004.0,Czechia,,opera.stanford,,"Hanus, Jan"
