,work,date,language,work_url
256,Guillaume Tell,1873-03-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32376
257,Abu Hassan,1873-03-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24405
258,Die Verschworenen (Der häusliche Krieg),1873-03-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24488
259,Dom Sebastian,1873-03-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23167
260,Die Afrikanerin / L'Africaine,1873-03-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24436
261,La Juive,1873-04-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28945
262,Dom Sebastian,1873-04-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23168
263,Roméo et Juliette,1873-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21061
264,Die Afrikanerin / L'Africaine,1873-04-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24437
265,Der Waffenschmied,1873-04-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23671
266,Lohengrin,1873-05-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32733
267,Der fliegende Holländer,1873-05-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31475
268,Rigoletto,1873-05-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23192
269,Hans Heiling,1873-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/26393
270,La Juive,1873-05-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28946
271,Dom Sebastian,1873-05-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23169
272,Die lustigen Weiber von Windsor,1873-05-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27187
273,Die Hugenotten / Les Huguenots / Gli Ugonotti,1873-05-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34010
274,Lohengrin,1873-05-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32734
275,Il trovatore,1873-05-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43704
276,Roméo et Juliette,1873-05-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21062
277,Armide,1873-05-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24092
278,Der fliegende Holländer,1873-05-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31477
279,La Muette de Portici,1873-06-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28077
280,Roméo et Juliette,1873-06-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21063
281,Lohengrin,1873-06-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32735
282,Il trovatore,1873-06-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43705
283,Dom Sebastian,1873-06-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23170
284,Il trovatore,1873-06-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43706
285,Hans Heiling,1873-06-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/26395
286,Die lustigen Weiber von Windsor,1873-06-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27188
287,Die Afrikanerin / L'Africaine,1873-06-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24438
288,La Juive,1873-06-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28947
289,Die Hugenotten / Les Huguenots / Gli Ugonotti,1873-06-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34011
290,Lohengrin,1873-07-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32736
291,Die Afrikanerin / L'Africaine,1873-07-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24439
292,Lohengrin,1873-07-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32737
293,Hamlet,1873-07-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25702
294,Hamlet,1873-07-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25706
295,Hamlet,1873-07-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25889
296,Hamlet,1873-07-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25890
297,La Juive,1873-07-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28948
298,Die Hugenotten / Les Huguenots / Gli Ugonotti,1873-07-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34012
299,Hamlet,1873-08-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25891
300,Il trovatore,1873-08-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43707
301,Hamlet,1873-08-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25892
302,Hamlet,1873-08-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25893
303,Hamlet,1873-08-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25894
304,Roméo et Juliette,1873-08-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21074
305,Dom Sebastian,1873-08-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23171
306,Die Afrikanerin / L'Africaine,1873-08-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24440
307,Armide,1873-08-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24093
308,Guillaume Tell,1873-08-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32377
309,Il trovatore,1873-08-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43708
310,La Juive,1873-09-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28949
311,Euryanthe,1873-09-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27600
312,Lohengrin,1873-09-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32738
313,Die Afrikanerin / L'Africaine,1873-09-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24441
314,Der fliegende Holländer,1873-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31917
315,Armide,1873-09-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24094
316,Dom Sebastian,1873-09-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23172
317,Roméo et Juliette,1873-09-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21075
318,La Juive,1873-09-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28950
319,Il trovatore,1873-09-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43709
320,Die Afrikanerin / L'Africaine,1873-09-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24442
321,Dom Sebastian,1873-10-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23249
322,Roméo et Juliette,1873-10-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21345
323,Lohengrin,1873-10-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32739
324,Dom Sebastian,1873-10-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23250
325,Die lustigen Weiber von Windsor,1873-10-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27189
326,Il trovatore,1873-10-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43710
327,Lohengrin,1873-10-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32740
328,Dom Sebastian,1873-10-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23251
329,Lohengrin,1873-10-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32741
330,Il trovatore,1873-10-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43711
331,Die Afrikanerin / L'Africaine,1873-11-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24457
332,La Muette de Portici,1873-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28080
333,Die lustigen Weiber von Windsor,1873-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27190
334,Dom Sebastian,1873-11-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23252
335,Der fliegende Holländer,1873-11-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31478
336,Die Hugenotten / Les Huguenots / Gli Ugonotti,1873-11-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34013
337,Guillaume Tell,1873-11-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32378
338,Roméo et Juliette,1873-11-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21077
339,Der Waffenschmied,1873-11-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23821
340,La Juive,1873-11-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28951
341,"Oberon, König der Elfen",1873-12-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30821
342,Die lustigen Weiber von Windsor,1873-12-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27191
343,Un ballo in maschera,1873-12-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27521
344,"Oberon, König der Elfen",1873-12-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30824
345,Dom Sebastian,1873-12-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23253
346,"Oberon, König der Elfen",1873-12-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30826
347,Guillaume Tell,1873-12-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32379
348,"Oberon, König der Elfen",1873-12-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30827
349,Der fliegende Holländer,1873-12-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31479
350,"Oberon, König der Elfen",1873-12-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30828
351,Der Waffenschmied,1873-12-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23672
352,"Oberon, König der Elfen",1873-12-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30830
353,"Oberon, König der Elfen",1873-12-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30832
354,"Oberon, König der Elfen",1873-12-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30833
355,La Muette de Portici,1873-12-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28083
356,Die lustigen Weiber von Windsor,1873-12-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27192
357,"Oberon, König der Elfen",1874-01-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30834
358,Die Afrikanerin / L'Africaine,1874-01-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24458
359,Dom Sebastian,1874-01-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23254
360,Guillaume Tell,1874-01-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32380
361,Il trovatore,1874-01-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43712
362,Genoveva,1874-01-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30800
363,"Oberon, König der Elfen",1874-01-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30835
364,La Juive,1874-01-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28952
365,Lohengrin,1874-01-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32742
366,Genoveva,1874-01-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30801
367,Hamlet,1874-01-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25895
368,Die Hugenotten / Les Huguenots / Gli Ugonotti,1874-01-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34014
369,"Oberon, König der Elfen",1874-01-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30836
370,Roméo et Juliette,1874-01-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21078
371,Genoveva,1874-01-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30802
372,Hamlet,1874-01-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25896
373,La Muette de Portici,1874-02-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28084
374,Die Afrikanerin / L'Africaine,1874-02-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24459
375,Il trovatore,1874-02-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43713
376,Lohengrin,1874-02-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32743
377,La Juive,1874-02-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28953
378,Dom Sebastian,1874-02-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23255
379,"Oberon, König der Elfen",1874-02-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30837
380,Der fliegende Holländer,1874-02-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31481
381,Die Hugenotten / Les Huguenots / Gli Ugonotti,1874-02-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34015
382,Guillaume Tell,1874-02-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32381
383,Il trovatore,1874-02-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43714
384,Un ballo in maschera,1874-03-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27523
385,Roméo et Juliette,1874-03-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21079
386,Dom Sebastian,1874-03-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23256
387,"Oberon, König der Elfen",1874-03-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30838
388,Lohengrin,1874-03-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32744
389,La Juive,1874-03-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28954
390,Guillaume Tell,1874-03-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32413
391,Die Afrikanerin / L'Africaine,1874-04-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24460
392,La Muette de Portici,1874-04-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28086
393,Die lustigen Weiber von Windsor,1874-04-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27193
394,Der fliegende Holländer,1874-04-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31482
395,Dom Sebastian,1874-04-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23257
396,Il trovatore,1874-04-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43715
397,"Oberon, König der Elfen",1874-04-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/30839
398,Die Hugenotten / Les Huguenots / Gli Ugonotti,1874-04-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34016
399,Hamlet,1874-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25897
400,Aida,1874-04-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33044
401,Aida,1874-04-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33368
402,Aida,1874-05-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33369
403,Aida,1874-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33370
404,Lohengrin,1874-05-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32745
405,Aida,1874-05-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33371
406,Aida,1874-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33372
407,Dom Sebastian,1874-05-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23258
