,work,date,language,work_url
7823,Cavalleria rusticana,1940-01-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36523
7824,Schwarzer Peter,1940-01-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21238
7825,Palestrina,1940-01-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29173
7826,Schwarzer Peter,1940-02-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21239
7827,Tiefland,1940-02-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22365
7828,Der Waffenschmied,1940-02-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23627
7829,Der Rosenkavalier,1940-02-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22980
7830,Der Waffenschmied,1940-02-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23628
7831,Schwarzer Peter,1940-02-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21240
7832,Aida,1940-02-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34595
7833,Schwarzer Peter,1940-02-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21242
7834,Cavalleria rusticana,1940-02-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36524
7835,Rigoletto,1940-02-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23926
7836,Die vier Grobiane (I quattro rusteghi),1940-02-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29864
7837,Tiefland,1940-02-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22366
7838,Der Waffenschmied,1940-02-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23629
7839,Das Glöckchen des Eremiten,1940-02-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31968
7840,Die vier Grobiane (I quattro rusteghi),1940-02-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29867
7841,Rigoletto,1940-03-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23930
7842,Die vier Grobiane (I quattro rusteghi),1940-03-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29868
7843,Schwarzer Peter,1940-03-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21243
7844,Aida,1940-03-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34596
7845,Die vier Grobiane (I quattro rusteghi),1940-03-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29869
7846,Der Schmuck der Madonna / I Gioielli della Madonna,1940-03-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21191
7847,Un ballo in maschera,1940-03-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28614
7848,Tosca,1940-03-17,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34810
7849,Iwan Sergejewitsch Tarassenko,1940-03-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29134
7850,Parsifal,1940-03-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28631
7851,Parsifal,1940-03-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28632
7852,Schwarzer Peter,1940-03-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21244
7853,Aida,1940-03-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34597
7854,Der Rosenkavalier,1940-03-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22981
7855,Iwan Sergejewitsch Tarassenko,1940-03-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29138
7856,Die Fledermaus,1940-03-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32668
7857,Boccaccio,1940-04-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/35039
7858,Don Carlo (Ital.),1940-04-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22020
7859,Schwarzer Peter,1940-04-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21245
7860,Elektra,1940-04-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22112
7861,Tiefland,1940-04-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22367
7862,Tiefland,1940-04-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22368
7863,Die vier Grobiane (I quattro rusteghi),1940-04-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29870
7864,Cavalleria rusticana,1940-04-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36525
7865,Aida,1940-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34598
7866,Der Waffenschmied,1940-04-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23630
7867,Rigoletto,1940-04-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23934
7868,Das Land des Lächelns,1940-04-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/26174
7869,Der Rosenkavalier,1940-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22982
7870,Die Entführung aus dem Serail,1940-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28413
7871,Die Fledermaus,1940-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32669
7872,Boccaccio,1940-05-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/35040
7873,Eugen Onegin,1940-05-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29464
7874,Eugen Onegin,1940-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29466
7875,Aida,1940-05-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34600
7876,Die vier Grobiane (I quattro rusteghi),1940-05-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29871
7877,Siegfried,1940-05-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37250
7878,Eugen Onegin,1940-05-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29467
7879,Boccaccio,1940-05-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/35041
7880,Rigoletto,1940-05-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23941
7881,Elektra,1940-05-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22113
7882,Tosca,1940-05-25,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34811
7883,Eugen Onegin,1940-05-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29469
7884,Un ballo in maschera,1940-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28615
7885,Der Rosenkavalier,1940-05-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22983
7886,Eugen Onegin,1940-06-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29470
7887,Aida,1940-06-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34601
7888,Salome,1940-06-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21681
7889,Die vier Grobiane (I quattro rusteghi),1940-06-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29872
7890,Der Waffenschmied,1940-06-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23631
7891,Tosca,1940-06-13,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34812
7892,Tiefland,1940-06-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22370
7893,Der Waffenschmied,1940-06-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23632
7894,Cavalleria rusticana,1940-06-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36526
7895,Aida,1940-06-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34602
7896,Die Entführung aus dem Serail,1940-06-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28417
7897,Die Fledermaus,1940-06-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32670
7898,Der Rosenkavalier,1940-06-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22984
7899,Der Rosenkavalier,1940-09-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22985
7900,Aida,1940-09-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34603
7901,Tosca,1940-09-09,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34813
7902,Siegfried,1940-09-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37251
7903,Die Fledermaus,1940-09-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32671
7904,Der Rosenkavalier,1940-09-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22986
7905,Salome,1940-09-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21682
7906,Iwan Sergejewitsch Tarassenko,1940-09-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29139
7907,Die Entführung aus dem Serail,1940-09-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28419
7908,Aida,1940-09-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34604
7909,Tiefland,1940-09-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22371
7910,Der Rosenkavalier,1940-09-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22987
7911,Tosca,1940-10-01,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34814
7912,Rigoletto,1940-10-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23942
7913,Die Fledermaus,1940-10-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32672
7914,Der Waffenschmied,1940-10-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23633
7915,Eugen Onegin,1940-10-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29471
7916,Der Waffenschmied,1940-10-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23635
7917,Tiefland,1940-10-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22372
7918,Der Rosenkavalier,1940-10-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22988
7919,Tiefland,1940-10-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22373
7920,Rigoletto,1940-10-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23943
7921,Parsifal,1940-11-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28633
7922,Parsifal,1940-11-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28634
7923,Die vier Grobiane (I quattro rusteghi),1940-11-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29873
7924,Der Waffenschmied,1940-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23636
7925,Die Fledermaus,1940-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32673
7926,Der Rosenkavalier,1940-11-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22989
7927,Die vier Grobiane (I quattro rusteghi),1940-11-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29874
7928,Die Entführung aus dem Serail,1940-11-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28420
7929,Aida,1940-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34605
7930,Der Rosenkavalier,1940-11-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22990
7931,Rigoletto,1940-11-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23944
7932,Tosca,1940-11-30,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34815
7933,Der Waffenschmied,1940-12-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23637
7934,Die Fledermaus,1940-12-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32674
7935,Salome,1940-12-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21683
7936,Eugen Onegin,1940-12-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29472
7937,Tosca,1940-12-07,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34816
7938,Das Glöckchen des Eremiten,1940-12-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31969
7939,Aida,1940-12-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/34606
7940,Eugen Onegin,1940-12-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29473
7941,Siegfried,1940-12-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37252
7942,Das Glöckchen des Eremiten,1940-12-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31970
7943,Der Rosenkavalier,1940-12-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22991
7944,Schwarzer Peter,1940-12-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21246
7945,Der Waffenschmied,1940-12-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23638
7946,Rigoletto,1940-12-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23945
7947,Tiefland,1940-12-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22376
7948,Schwarzer Peter,1941-01-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21248
7949,Palestrina,1941-01-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29177
7950,Die vier Grobiane (I quattro rusteghi),1941-01-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29875
7951,Cavalleria rusticana,1941-01-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36527
7952,Die vier Grobiane (I quattro rusteghi),1941-01-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29876
7953,Der Rosenkavalier,1941-01-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22992
7954,Die Fledermaus,1941-01-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32675
7955,Tosca,1941-01-21,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34817
7956,Salome,1941-01-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21684
7957,Der Waffenschmied,1941-01-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23639
7958,Tiefland,1941-01-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22377
7959,Salome,1941-02-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21685
7960,Das Glöckchen des Eremiten,1941-02-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31971
7961,Die Fledermaus,1941-02-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32676
7962,Cavalleria rusticana,1941-02-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36528
7963,Fürst Igor,1941-02-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32830
7964,Tosca,1941-02-08,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34818
7965,Schwarzer Peter,1941-02-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21249
7966,Fürst Igor,1941-02-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32831
7967,Die vier Grobiane (I quattro rusteghi),1941-02-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29878
7968,Fürst Igor,1941-02-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32834
7969,Cavalleria rusticana,1941-02-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36529
7970,Tiefland,1941-02-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22378
7971,Rigoletto,1941-02-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23946
7972,Der Waffenschmied,1941-02-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23640
7973,Carmen,1941-03-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/33304
7974,Carmen,1941-03-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/25085
7975,Fürst Igor,1941-03-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32835
7976,Tosca,1941-03-07,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34819
7977,Lohengrin,1941-03-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24143
7978,Fürst Igor,1941-03-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32836
7979,Die Fledermaus,1941-03-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32677
7980,Cavalleria rusticana,1941-03-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36530
7981,Der Waffenschmied,1941-03-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23641
7982,Cavalleria rusticana,1941-03-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36531
7983,Tosca,1941-03-25,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34820
7984,Fürst Igor,1941-03-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32837
7985,Elektra,1941-03-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22114
7986,Fürst Igor,1941-04-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32838
7987,Salome,1941-04-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21686
7988,Lohengrin,1941-04-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24144
7989,Parsifal,1941-04-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28635
7990,Parsifal,1941-04-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28636
7991,Der Rosenkavalier,1941-04-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22993
7992,Der Waffenschmied,1941-04-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23642
7993,Die vier Grobiane (I quattro rusteghi),1941-04-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29879
7994,Die vier Grobiane (I quattro rusteghi),1941-04-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29880
7995,Siegfried,1941-04-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37253
7996,Tosca,1941-04-21,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34821
7997,Fürst Igor,1941-04-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32839
7998,Cavalleria rusticana,1941-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36532
7999,Das Glöckchen des Eremiten,1941-04-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31972
8000,Turandot,1941-04-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22643
8001,Tosca,1941-04-30,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34822
8002,Salome,1941-05-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21687
8003,Tiefland,1941-05-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22379
8004,Turandot,1941-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22646
8005,Elektra,1941-05-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22115
8006,Lohengrin,1941-05-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24145
8007,Die vier Grobiane (I quattro rusteghi),1941-05-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29882
8008,Lohengrin,1941-05-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24146
8009,Die vier Grobiane (I quattro rusteghi),1941-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29883
8010,Cavalleria rusticana,1941-05-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36533
8011,Der Rosenkavalier,1941-05-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22995
8012,Die vier Grobiane (I quattro rusteghi),1941-05-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29884
8013,Fürst Igor,1941-05-18,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32840
8014,Salome,1941-05-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21688
8015,Cavalleria rusticana,1941-05-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36538
8016,Rigoletto,1941-05-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23947
8017,Lohengrin,1941-05-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24147
8018,Das Glöckchen des Eremiten,1941-05-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31973
8019,Iwan Sergejewitsch Tarassenko,1941-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29148
8020,Turandot,1941-06-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22647
8021,Die vier Grobiane (I quattro rusteghi),1941-06-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29885
8022,Cavalleria rusticana,1941-06-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36539
8023,Die Fledermaus,1941-06-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32678
8024,Tosca,1941-06-07,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34823
8025,Der Waffenschmied,1941-06-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23643
8026,Elektra,1941-06-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22116
8027,Der Rosenkavalier,1941-06-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22996
8028,Tosca,1941-06-20,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34824
8029,Siegfried,1941-06-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37282
8030,Cavalleria rusticana,1941-06-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36540
8031,Der Rosenkavalier,1941-09-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22997
8032,Der Waffenschmied,1941-09-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23644
8033,Turandot,1941-09-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22649
8034,Der Waffenschmied,1941-09-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23645
8035,Tiefland,1941-09-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22380
8036,Der Rosenkavalier,1941-09-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22998
8037,Tosca,1941-09-24,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34825
8038,Die vier Grobiane (I quattro rusteghi),1941-09-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29886
8039,Die Zauberflöte,1941-09-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/18987
8040,Rigoletto,1941-10-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23948
8041,Cavalleria rusticana,1941-10-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36541
8042,Die Fledermaus,1941-10-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32679
8043,Siegfried,1941-10-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/37283
8044,Cavalleria rusticana,1941-10-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36542
8045,Tosca,1941-10-20,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34826
8046,Rigoletto,1941-10-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23949
8047,Salome,1941-10-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/21689
8048,Der Waffenschmied,1941-10-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23652
8049,Falstaff,1941-10-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43359
8050,Der Rosenkavalier,1941-10-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22999
8051,Cavalleria rusticana,1941-10-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/36543
8052,Die vier Grobiane (I quattro rusteghi),1941-10-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29887
8053,Turandot,1941-11-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22652
8054,Elektra,1941-11-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22118
8055,Falstaff,1941-11-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43360
8056,Rigoletto,1941-11-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23950
8057,Tosca,1941-11-08,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34828
8058,Tiefland,1941-11-09,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22381
8059,Die Entführung aus dem Serail,1941-11-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/27743
8060,Turandot,1941-11-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22653
8061,Der Waffenschmied,1941-11-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23653
8062,Die Fledermaus,1941-11-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32680
8063,Die Entführung aus dem Serail,1941-11-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28422
8064,Elektra,1941-11-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22119
8065,Iwan Sergejewitsch Tarassenko,1941-11-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29150
8066,Falstaff,1941-11-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43579
8067,Die vier Grobiane (I quattro rusteghi),1941-11-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/29888
8068,Die Entführung aus dem Serail,1941-11-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/28423
8069,Der Rosenkavalier,1941-12-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23000
8070,Tiefland,1941-12-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22382
8071,Rigoletto,1941-12-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23951
8072,Lohengrin,1941-12-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24148
8073,Lohengrin,1941-12-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/24149
8074,Rigoletto,1941-12-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23952
8075,Das Glöckchen des Eremiten,1941-12-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/31974
8076,Der Rosenkavalier,1941-12-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/23001
8077,Tiefland,1941-12-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22400
8078,Tosca,1941-12-29,in deutscher und italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/34829
8079,Die Fledermaus,1941-12-31,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/32681
8080,Falstaff,1942-01-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/43580
8081,Tiefland,1942-01-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22402
8082,Turandot,1942-01-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/22655
