,work,composer,librettist,theatre,date
1750,Blood Wedding,Sándor Szokolay,Gyula Illyés,"King's Theatre, Edinburgh",1973-08-27
1751,Blood Wedding,Sándor Szokolay,Gyula Illyés,"King's Theatre, Edinburgh",1973-08-29
1752,Tristan and Isolde,Richard Wagner,Richard Wagner,Sadler's Wells Theatre,1973-08-29
1753,Tristan and Isolde,Richard Wagner,Richard Wagner,Sadler's Wells Theatre,1973-09-01
1754,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,Sadler's Wells Theatre,1973-08-30
1755,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,Sadler's Wells Theatre,1973-08-31
1756,Death in Venice,Benjamin Britten,Myfanwy Piper,"King's Theatre, Edinburgh",1973-09-04
1757,Death in Venice,Benjamin Britten,Myfanwy Piper,"King's Theatre, Edinburgh",1973-09-07
1758,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1973-09-11
1759,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-09-12
1760,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1973-09-13
1761,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Newcastle",1973-09-25
1762,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Theatre Royal, Newcastle",1973-09-28
1763,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Grand Theatre, Leeds",1973-10-04
1764,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",1973-10-11
1765,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-09-14
1766,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-09-18
1767,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-09-19
1768,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-09-21
1769,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-09-22
1770,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Newcastle",1973-09-26
1771,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, Newcastle",1973-09-27
1772,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Grand Theatre, Leeds",1973-10-05
1773,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Grand Theatre, Leeds",1973-10-06
1774,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","His Majesty's Theatre, Aberdeen",1973-10-10
1775,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","His Majesty's Theatre, Aberdeen",1973-10-12
1776,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1973-09-15
1777,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"Theatre Royal, Newcastle",1973-09-29
1778,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"Grand Theatre, Leeds",1973-10-02
1779,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"His Majesty's Theatre, Aberdeen",1973-10-09
1780,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-09-26
1781,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-09-28
1782,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-09-29
1783,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-10-03
1784,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-10-05
1785,"Idomeneo, Re di Creta",Wolfgang Amadeus Mozart,Giambattista Varesco,Ledlanet,1973-10-06
1786,Tristan and Isolde,Richard Wagner,Richard Wagner,"Grand Theatre, Leeds",1973-10-01
1787,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",1973-10-13
1788,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Grand Theatre, Wolverhampton",1973-10-16
1789,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Grand Theatre, Wolverhampton",1973-10-20
1790,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Grand Theatre, Wolverhampton",1973-10-17
1791,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Grand Theatre, Wolverhampton",1973-10-18
1792,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Grand Theatre, Wolverhampton",1973-10-19
1793,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-10-29
1794,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-10-30
1795,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-10-31
1796,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-11-01
1797,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-11-02
1798,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci",Whitehall Theatre,1973-11-03
1799,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-10-29
1800,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-10-30
1801,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-10-31
1802,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-11-01
1803,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-11-02
1804,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,Whitehall Theatre,1973-11-03
1805,Dream of Gerontius,Edward Elgar,Edward Elgar,Usher Hall,1973-11-24
1806,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Royal Lyceum Theatre,1973-12-08
1807,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Royal Lyceum Theatre,1973-12-11
1808,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",Royal Lyceum Theatre,1973-12-12
1809,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Royal Lyceum Theatre,1973-12-13
1810,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Royal Lyceum Theatre,1973-12-14
1811,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",Royal Lyceum Theatre,1973-12-15
1812,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-12-28
1813,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",MacRobert Arts Centre ,1973-12-29
1814,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",MacRobert Arts Centre ,1973-12-28
1815,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",MacRobert Arts Centre ,1973-12-29
1816,Étoile,Emmanuel Chabrier,"Eugène Leterrier
				Albert Vanloo","George Square Theatre, Edinburgh",1974-02-06
1817,Étoile,Emmanuel Chabrier,"Eugène Leterrier
				Albert Vanloo","George Square Theatre, Edinburgh",1974-02-07
1818,Étoile,Emmanuel Chabrier,"Eugène Leterrier
				Albert Vanloo","George Square Theatre, Edinburgh",1974-02-08
1819,Étoile,Emmanuel Chabrier,"Eugène Leterrier
				Albert Vanloo","George Square Theatre, Edinburgh",1974-02-09
1820,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Glasgow",1974-02-08
1821,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Glasgow",1974-02-09
1822,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Glasgow",1974-02-09
1823,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Whitehall Theatre,1974-02-11
1824,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Whitehall Theatre,1974-02-12
1825,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Whitehall Theatre,1974-02-12
1826,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Town Hall, Elgin",1974-02-14
1827,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Corran Hall,1974-02-16
1828,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Hall, Whitehaven",1974-02-18
1829,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Theatre, Darlington",1974-02-22
1830,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Theatre, Darlington",1974-02-22
1831,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Civic Theatre, Darlington",1974-02-23
1832,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Tait Hall,1974-02-25
1833,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Crucible Theatre,1974-03-01
1834,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Crucible Theatre,1974-03-02
1835,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Crucible Theatre,1974-03-02
1836,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,MacRobert Arts Centre ,1974-03-16
1837,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"Theatre Royal, York",1974-03-20
1838,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"Empire Theatre, Sunderland",1974-03-29
1839,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,New Theatre,1974-04-03
1840,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, York",1974-03-19
1841,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Theatre Royal, York",1974-03-21
1842,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","Empire Theatre, Sunderland",1974-03-27
1843,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",New Theatre,1974-04-05
1844,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein",New Theatre,1974-04-06
1845,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, York",1974-03-22
1846,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, York",1974-03-23
1847,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Sunderland",1974-03-26
1848,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,New Theatre,1974-04-01
1849,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Perth Theatre,1974-04-11
1850,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Perth Theatre,1974-04-12
1851,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Sunderland",1974-03-28
1852,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Sunderland",1974-03-30
1853,Traviata,Giuseppe Verdi,Francesco Maria  Piave,New Theatre,1974-04-02
1854,Traviata,Giuseppe Verdi,Francesco Maria  Piave,New Theatre,1974-04-04
1855,Beggar's Opera,John Christopher Pepusch,,Haddo House Hall,1974-04-05
1856,Beggar's Opera,John Christopher Pepusch,,Haddo House Hall,1974-04-06
1857,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Perth Theatre,1974-04-13
1858,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"King's Theatre, Glasgow",1974-04-26
1859,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"King's Theatre, Glasgow",1974-05-03
1860,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Glasgow",1974-04-27
1861,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Glasgow",1974-05-01
1862,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Glasgow",1974-05-04
1863,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1974-05-02
1864,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Glasgow",1974-05-08
1865,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Glasgow",1974-05-10
1866,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"King's Theatre, Glasgow",1974-05-09
1867,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"King's Theatre, Glasgow",1974-05-11
1868,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"Theatre Royal, Newcastle",1974-05-14
1869,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"King's Theatre, Edinburgh",1974-05-23
1870,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"King's Theatre, Edinburgh",1974-05-31
1871,Catiline Conspiracy,Iain Hamilton,Iain Hamilton,"His Majesty's Theatre, Aberdeen",1974-06-05
1872,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Whitehall Theatre,1974-05-14
1873,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Whitehall Theatre,1974-05-15
1874,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Whitehall Theatre,1974-05-16
1875,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Whitehall Theatre,1974-05-17
1876,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Whitehall Theatre,1974-05-18
1877,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Theatre Royal, Glasgow",1974-05-15
1878,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1974-05-24
1879,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1974-05-28
1880,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1974-06-04
1881,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Newcastle",1974-05-16
1882,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","Theatre Royal, Newcastle",1974-05-18
1883,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Edinburgh",1974-05-22
1884,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Edinburgh",1974-05-25
1885,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","King's Theatre, Edinburgh",1974-05-27
1886,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","His Majesty's Theatre, Aberdeen",1974-06-06
1887,Fidelio,Ludwig van Beethoven,"Josef Sonnleithner
				Friedrich Treitschke","His Majesty's Theatre, Aberdeen",1974-06-08
1888,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"Theatre Royal, Newcastle",1974-05-17
1889,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"King's Theatre, Edinburgh",1974-05-21
1890,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"King's Theatre, Edinburgh",1974-05-30
1891,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"King's Theatre, Edinburgh",1974-06-01
1892,Boris Godunov,Modest Musorgsky,Modest Musorgsky,"His Majesty's Theatre, Aberdeen",1974-06-07
1893,Beggar's Opera,John Christopher Pepusch,,Aberdeen Arts Centre,1974-06-14
1894,Beggar's Opera,John Christopher Pepusch,,Aberdeen Arts Centre,1974-06-15
1895,Beggar's Opera,John Christopher Pepusch,,"Festival Theatre, Pitlochry",1974-06-16
1896,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman",MacRobert Arts Centre ,1974-07-19
1897,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman",MacRobert Arts Centre ,1974-07-20
1898,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman",Royal Lyceum Theatre,1974-07-30
1899,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman",Royal Lyceum Theatre,1974-08-02
1900,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Royal Lyceum Theatre,1974-07-31
1901,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Royal Lyceum Theatre,1974-08-01
1902,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,Royal Lyceum Theatre,1974-08-03
1903,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","King's Theatre, Edinburgh",1974-08-19
1904,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","King's Theatre, Edinburgh",1974-08-22
1905,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","King's Theatre, Edinburgh",1974-08-24
1906,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","King's Theatre, Edinburgh",1974-08-27
1907,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Maltings, Snape",1974-08-30
1908,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet","Maltings, Snape",1974-09-01
1909,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1974-08-21
1910,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1974-08-23
1911,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1974-08-26
1912,Pierrot Lunaire,Arnold Schoenberg,Albert Giraud,Freemasons' Hall,1974-08-27
1913,Elektra,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Edinburgh",1974-08-29
1914,Elektra,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Edinburgh",1974-09-01
1915,Elektra,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Edinburgh",1974-09-06
1916,Jenůfa,Leoš Janáček,Leoš Janáček,"King's Theatre, Edinburgh",1974-08-31
1917,Jenůfa,Leoš Janáček,Leoš Janáček,"King's Theatre, Edinburgh",1974-09-04
1918,Jenůfa,Leoš Janáček,Leoš Janáček,"King's Theatre, Edinburgh",1974-09-07
1919,Vision of Thérèse,,,"Gateway Theatre, Edinburgh",1974-09-02
1920,Vision of Thérèse,,,"Gateway Theatre, Edinburgh",1974-09-03
1921,Pastor Fido,George Frideric Handel,Giacomo Rossi,"King's Theatre, Edinburgh",1974-09-03
1922,Pastor Fido,George Frideric Handel,Giacomo Rossi,"King's Theatre, Edinburgh",1974-09-05
1923,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Glasgow",1974-09-10
1924,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Glasgow",1974-09-12
1925,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman","King's Theatre, Glasgow",1974-09-11
1926,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Glasgow",1974-09-13
1927,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Glasgow",1974-09-14
1928,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Grand Theatre, Leeds",1974-09-17
1929,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Grand Theatre, Leeds",1974-09-21
1930,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Newcastle",1974-10-01
1931,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Theatre Royal, Newcastle",1974-10-05
1932,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"His Majesty's Theatre, Aberdeen",1974-10-09
1933,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"His Majesty's Theatre, Aberdeen",1974-10-12
1934,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Grand Theatre, Leeds",1974-09-18
1935,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Grand Theatre, Leeds",1974-09-20
1936,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Newcastle",1974-09-28
1937,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"Theatre Royal, Newcastle",1974-09-30
1938,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"His Majesty's Theatre, Aberdeen",1974-10-07
1939,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman","Grand Theatre, Leeds",1974-09-19
1940,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman","Theatre Royal, Newcastle",1974-09-26
1941,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Newcastle",1974-09-27
1942,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Newcastle",1974-10-02
1943,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Theatre Royal, Newcastle",1974-10-04
1944,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"His Majesty's Theatre, Aberdeen",1974-10-08
1945,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"His Majesty's Theatre, Aberdeen",1974-10-11
1946,Barber of Seville,Gioachino Rossini,Cesare Sterbini,MacRobert Arts Centre ,1974-10-17
1947,Barber of Seville,Gioachino Rossini,Cesare Sterbini,MacRobert Arts Centre ,1974-10-18
1948,Barber of Seville,Gioachino Rossini,Cesare Sterbini,MacRobert Arts Centre ,1974-10-19
1949,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Gaiety Theatre, Ayr",1974-10-22
1950,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Gaiety Theatre, Ayr",1974-10-23
1951,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Gaiety Theatre, Ayr",1974-10-24
1952,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Gaiety Theatre, Ayr",1974-10-25
1953,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Gaiety Theatre, Ayr",1974-10-26
1954,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1974-12-06
1955,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1974-12-11
1956,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1974-12-07
1957,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1974-12-09
1958,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Edinburgh",1974-12-10
1959,Rosenkavalier,Richard Strauss,Hugo von Hofmannsthal,"King's Theatre, Edinburgh",1974-12-12
1960,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1974-12-13
1961,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1974-12-14
1962,Turn of the Screw,Benjamin Britten,Myfanwy Piper,MacRobert Arts Centre ,1974-01-03
1963,Turn of the Screw,Benjamin Britten,Myfanwy Piper,MacRobert Arts Centre ,1974-01-04
1964,Elegy for Young Lovers,Hans Werner Henze,"W H Auden
				Chester Kallman",Teatro São Carlos,1974-01-10
