,work,composer,librettist,theatre,date
1505,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Town House, Hamilton",1971-01-11
1506,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis","Concert Hall, Troon",1971-01-12
1507,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Town Hall, Alloa",1972-01-15
1508,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis","Carnegie Hall, Dunfermline",1972-01-18
1509,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis",Ryan Centre,1972-01-20
1510,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis",Georgian Theatre Royal,1972-01-29
1511,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Kirkcudbright Academy,1972-01-21
1512,Fairy Queen,Henry Purcell,,"George Square Theatre, Edinburgh",1972-02-16
1513,Fairy Queen,Henry Purcell,,"George Square Theatre, Edinburgh",1972-02-17
1514,Fairy Queen,Henry Purcell,,"George Square Theatre, Edinburgh",1972-02-18
1515,Fairy Queen,Henry Purcell,,"George Square Theatre, Edinburgh",1972-02-19
1516,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,Marlowe Theatre,1972-02-17
1517,Cenerentola,Gioachino Rossini,Jacopo Ferretti,Marlowe Theatre,1972-02-18
1518,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis",Marlowe Theatre,1972-02-19
1519,Fair Maid of Perth,Georges Bizet,"Jules-Henri Vernoy de St Georges
				Jules Adenis","Festival Theatre, Malvern",1972-02-24
1520,Kingdom,Edward Elgar,Edward Elgar,Caird Hall,1972-03-05
1521,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1972-03-14
1522,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1972-03-16
1523,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1972-03-18
1524,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Court Theatre,1972-04-06
1525,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Court Theatre,1972-04-07
1526,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",MacRobert Arts Centre ,1972-03-24
1527,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",MacRobert Arts Centre ,1972-03-25
1528,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","Grand Theatre, Leeds",1972-03-30
1529,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",Royal Court Theatre,1972-04-05
1530,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","Theatre Royal, Newcastle",1972-04-12
1531,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Grand Theatre, Leeds",1972-03-28
1532,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Grand Theatre, Leeds",1972-03-29
1533,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Royal Court Theatre,1972-04-04
1534,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Newcastle",1972-04-11
1535,Walküre,,,"Grand Theatre, Leeds",1972-04-01
1536,Walküre,,,Royal Court Theatre,1972-04-08
1537,Walküre,,,"Theatre Royal, Newcastle",1972-04-10
1538,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Theatre Royal, Newcastle",1972-04-13
1539,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Glasgow",1972-05-10
1540,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1972-04-14
1541,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1972-04-15
1542,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Theatre,1972-04-21
1543,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Theatre,1972-04-22
1544,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1972-05-11
1545,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1972-05-12
1546,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",Perth Theatre,1972-04-18
1547,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears",Perth Theatre,1972-04-19
1548,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Glasgow",1972-05-06
1549,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci","King's Theatre, Edinburgh",1972-04-24
1550,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci","King's Theatre, Edinburgh",1972-04-28
1551,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci","King's Theatre, Edinburgh",1972-05-03
1552,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,"King's Theatre, Edinburgh",1972-04-24
1553,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,"King's Theatre, Edinburgh",1972-04-28
1554,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,"King's Theatre, Edinburgh",1972-05-03
1555,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Edinburgh",1972-04-25
1556,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Edinburgh",1972-05-04
1557,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1972-04-26
1558,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1972-05-01
1559,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","King's Theatre, Edinburgh",1972-05-05
1560,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"King's Theatre, Edinburgh",1972-04-26
1561,Oedipus Rex,Igor Stravinsky,Jean Cocteau,"King's Theatre, Edinburgh",1972-04-27
1562,Oedipus Rex,Igor Stravinsky,Jean Cocteau,"King's Theatre, Edinburgh",1972-05-02
1563,Twilight of the Gods,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1972-04-29
1564,Twilight of the Gods,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1972-05-06
1565,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Glasgow",1972-05-05
1566,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Glasgow",1972-05-13
1567,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","His Majesty's Theatre, Aberdeen",1972-05-25
1568,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1972-05-29
1569,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Glasgow",1972-05-16
1570,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"His Majesty's Theatre, Aberdeen",1972-05-22
1571,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"His Majesty's Theatre, Aberdeen",1972-05-26
1572,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1972-06-07
1573,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1972-06-10
1574,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Glasgow",1972-05-17
1575,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Glasgow",1972-05-19
1576,Otello,Giuseppe Verdi,Arrigo Boito,"His Majesty's Theatre, Aberdeen",1972-05-27
1577,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1972-06-01
1578,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1972-06-03
1579,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1972-06-08
1580,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1972-05-18
1581,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1972-05-20
1582,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Edinburgh",1972-05-31
1583,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Edinburgh",1972-06-02
1584,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Edinburgh",1972-06-05
1585,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1972-05-23
1586,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1972-05-24
1587,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1972-05-30
1588,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1972-06-06
1589,Così fan tutte,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1972-06-09
1590,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"King's Theatre, Edinburgh",1972-05-30
1591,Count Ory,Gioachino Rossini,"Eugène Scribe
				Charles Delestre-Poirson","Queen's Hall, Dunoon",1972-06-18
1592,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Lyceum Theatre,1972-07-24
1593,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Lyceum Theatre,1972-07-26
1594,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Lyceum Theatre,1972-07-28
1595,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Lyceum Theatre,1972-07-29
1596,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Royal Lyceum Theatre,1972-07-25
1597,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Royal Lyceum Theatre,1972-07-27
1598,Soldaten,Bernd Alois Zimmermann,Bernd Alois Zimmermann,"King's Theatre, Edinburgh",1972-08-21
1599,Soldaten,Bernd Alois Zimmermann,Bernd Alois Zimmermann,"King's Theatre, Edinburgh",1972-08-22
1600,Troyens,Hector Berlioz,Hector Berlioz,"King's Theatre, Edinburgh",1972-08-24
1601,Troyens,Hector Berlioz,Hector Berlioz,"King's Theatre, Edinburgh",1972-08-26
1602,Troyens,Hector Berlioz,Hector Berlioz,"King's Theatre, Edinburgh",1972-09-06
1603,Rappresentatione di Anima e di Corpo,Emilio de' Cavalieri,Agostino Manni,"St Mary's Cathedral, Palmerston Place",1972-08-24
1604,Rappresentatione di Anima e di Corpo,Emilio de' Cavalieri,Agostino Manni,"St Mary's Cathedral, Palmerston Place",1972-08-25
1605,Attila,Giuseppe Verdi,"Temistocle Solera
				Francesco Maria  Piave","King's Theatre, Edinburgh",1972-08-28
1606,Attila,Giuseppe Verdi,"Temistocle Solera
				Francesco Maria  Piave","King's Theatre, Edinburgh",1972-08-30
1607,Attila,Giuseppe Verdi,"Temistocle Solera
				Francesco Maria  Piave","King's Theatre, Edinburgh",1972-09-01
1608,Straniera,Vincenzo Bellini,Felice Romani,"King's Theatre, Edinburgh",1972-08-31
1609,Straniera,Vincenzo Bellini,Felice Romani,"King's Theatre, Edinburgh",1972-09-02
1610,Straniera,Vincenzo Bellini,Felice Romani,"King's Theatre, Edinburgh",1972-09-05
1611,Straniera,Vincenzo Bellini,Felice Romani,"King's Theatre, Edinburgh",1972-09-08
1612,"Elisabetta, Regina d’Inghilterra",Gioachino Rossini,Giovanni Schmidt,"King's Theatre, Edinburgh",1972-09-04
1613,"Elisabetta, Regina d’Inghilterra",Gioachino Rossini,Giovanni Schmidt,"King's Theatre, Edinburgh",1972-09-07
1614,"Elisabetta, Regina d’Inghilterra",Gioachino Rossini,Giovanni Schmidt,"King's Theatre, Edinburgh",1972-09-09
1615,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1972-09-11
1616,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Glasgow",1972-09-12
1617,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1972-09-13
1618,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Grand Theatre, Leeds",1972-09-18
1619,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Grand Theatre, Leeds",1972-09-19
1620,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1972-09-27
1621,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Theatre Royal, Newcastle",1972-09-28
1622,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1972-10-05
1623,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1972-10-06
1624,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Glasgow",1972-09-14
1625,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Grand Theatre, Leeds",1972-09-20
1626,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Grand Theatre, Leeds",1972-09-21
1627,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Newcastle",1972-09-25
1628,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Newcastle",1972-09-26
1629,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",MacRobert Arts Centre ,1972-10-04
1630,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",MacRobert Arts Centre ,1972-10-07
1631,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","His Majesty's Theatre, Aberdeen",1972-10-12
1632,Troyens,Hector Berlioz,Hector Berlioz,"King's Theatre, Glasgow",1972-09-16
1633,Troyens,Hector Berlioz,Hector Berlioz,"Grand Theatre, Leeds",1972-09-23
1634,Troyens,Hector Berlioz,Hector Berlioz,"Theatre Royal, Newcastle",1972-09-30
1635,Count Ory,Gioachino Rossini,"Eugène Scribe
				Charles Delestre-Poirson","Community Centre, Nairn",1972-10-02
1636,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-11
1637,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","His Majesty's Theatre, Aberdeen",1972-10-11
1638,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-13
1639,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-14
1640,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-18
1641,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-20
1642,Alcestis,Christoph Willibald Gluck,"Raniero da Calzabigi
				M F L G Leblanc du Roullet",Ledlanet,1972-10-21
1643,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1972-10-13
1644,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1972-10-14
1645,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1972-10-18
1646,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1972-10-20
1647,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1972-10-17
1648,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1972-10-21
1649,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1972-10-19
1650,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"Volunteer Hall, Duns",1972-11-06
1651,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Adam Smith Theatre,1972-11-11
1652,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Kirkcudbright Academy,1972-11-17
1653,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Reid Hall,1972-11-23
1654,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Webster Theatre,1972-11-29
1655,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Morrison's Academy Hall,1972-12-02
1656,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"Grammar School, Grantown-on-Spey",1972-12-07
1657,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"Community Centre, Brora",1972-12-14
1658,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-26
1659,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-27
1660,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-28
1661,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-29
1662,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-30
1663,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Ledlanet,1972-12-31
1664,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Dollar Academy,1972-01-10
1665,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Town Hall, Falkirk",1972-01-11
1666,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Corran Hall,1973-01-13
1667,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,Ryan Centre,1973-01-16
1668,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Whitehall Theatre,1973-01-16
1669,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Whitehall Theatre,1973-01-17
1670,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Whitehall Theatre,1973-01-18
1671,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Whitehall Theatre,1973-01-19
1672,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,Whitehall Theatre,1973-01-20
1673,Judas Maccabaeus,George Frideric Handel,Thomas Morell,Usher Hall,1973-03-04
1674,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,MacRobert Arts Centre ,1973-03-12
1675,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",MacRobert Arts Centre ,1973-03-15
1676,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",MacRobert Arts Centre ,1973-03-17
1677,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Empire Theatre, Sunderland",1973-03-28
1678,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Empire Theatre, Sunderland",1973-03-29
1679,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Royal Court Theatre,1973-04-03
1680,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Royal Court Theatre,1973-04-05
1681,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Perth Theatre,1973-04-10
1682,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti",Perth Theatre,1973-04-11
1683,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,MacRobert Arts Centre ,1973-03-16
1684,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,MacRobert Arts Centre ,1973-03-21
1685,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,MacRobert Arts Centre ,1973-03-23
1686,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,Royal Court Theatre,1973-04-07
1687,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1973-03-22
1688,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,MacRobert Arts Centre ,1973-03-24
1689,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Sunderland",1973-03-30
1690,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Sunderland",1973-03-31
1691,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Court Theatre,1973-04-04
1692,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Royal Court Theatre,1973-04-06
1693,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"Empire Theatre, Sunderland",1973-03-27
1694,Turn of the Screw,Benjamin Britten,Myfanwy Piper,Royal Court Theatre,1973-04-02
1695,Samson et Dalila,Camille Saint-Saëns,Ferdinand Lemaire,"King's Theatre, Glasgow",1973-04-03
1696,Samson et Dalila,Camille Saint-Saëns,Ferdinand Lemaire,"King's Theatre, Glasgow",1973-04-05
1697,Samson et Dalila,Camille Saint-Saëns,Ferdinand Lemaire,"King's Theatre, Glasgow",1973-04-07
1698,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1973-04-04
1699,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1973-04-06
1700,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1973-04-07
1701,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Theatre,1973-04-13
1702,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Perth Theatre,1973-04-14
1703,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1973-05-08
1704,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Glasgow",1973-05-09
1705,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Glasgow",1973-04-28
1706,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Glasgow",1973-05-02
1707,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Glasgow",1973-05-05
1708,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Glasgow",1973-05-11
1709,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"King's Theatre, Glasgow",1973-05-01
1710,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"King's Theatre, Glasgow",1973-05-04
1711,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Glasgow",1973-05-03
1712,Peter Grimes,Benjamin Britten,Montagu Slater,"King's Theatre, Glasgow",1973-05-10
1713,Peter Grimes,Benjamin Britten,Montagu Slater,"King's Theatre, Glasgow",1973-05-12
1714,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"Theatre Royal, Newcastle",1973-05-15
1715,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"King's Theatre, Edinburgh",1973-05-21
1716,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"King's Theatre, Edinburgh",1973-05-23
1717,Coronation of Poppea,Claudio Monteverdi,Giovanni Francesco Busenello,"His Majesty's Theatre, Aberdeen",1973-06-05
1718,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","Theatre Royal, Newcastle",1973-05-16
1719,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1973-05-22
1720,Don Pasquale,Gaetano Donizetti,"Giovanni Ruffini
				Gaetano Donizetti","King's Theatre, Edinburgh",1973-05-28
1721,Tristan and Isolde,Richard Wagner,Richard Wagner,"Theatre Royal, Newcastle",1973-05-17
1722,Tristan and Isolde,Richard Wagner,Richard Wagner,"Theatre Royal, Newcastle",1973-05-19
1723,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1973-05-26
1724,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1973-05-29
1725,Tristan and Isolde,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1973-06-01
1726,Tristan and Isolde,Richard Wagner,Richard Wagner,"His Majesty's Theatre, Aberdeen",1973-06-07
1727,Tristan and Isolde,Richard Wagner,Richard Wagner,"His Majesty's Theatre, Aberdeen",1973-06-09
1728,Peter Grimes,Benjamin Britten,Montagu Slater,"Theatre Royal, Newcastle",1973-05-18
1729,Peter Grimes,Benjamin Britten,Montagu Slater,"King's Theatre, Edinburgh",1973-05-25
1730,Peter Grimes,Benjamin Britten,Montagu Slater,"King's Theatre, Edinburgh",1973-06-02
1731,Peter Grimes,Benjamin Britten,Montagu Slater,"His Majesty's Theatre, Aberdeen",1973-06-08
1732,Beggar's Opera,John Christopher Pepusch,,Perth Theatre,1973-05-24
1733,Beggar's Opera,John Christopher Pepusch,,Perth Theatre,1973-05-26
1734,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-05-30
1735,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-05-31
1736,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1973-06-06
1737,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-06-19
1738,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-06-20
1739,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-06-21
1740,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-06-22
1741,Merry Widow,Franz Lehár,"Victor Léon
				Leo Stein","King's Theatre, Glasgow",1973-06-23
1742,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-08-20
1743,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-08-23
1744,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-08-25
1745,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-09-06
1746,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1973-09-08
1747,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"King's Theatre, Edinburgh",1973-08-24
1748,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"King's Theatre, Edinburgh",1973-08-28
1749,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"King's Theatre, Edinburgh",1973-08-30
