,composer,composer_info,work
2053,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Die Millionenbraut
2054,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Der kleine Chevalier
2055,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Der schóne Gardist
2056,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Der Glücksnarr
2057,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Kreolenblut
2058,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Der Märchenprinz
2059,"Berté, Heinrich [Harry]"," (8.5.1857 Hlohovec, Slovensko - 23.8.1924 Perchtoldsdorf, c. Wien)
  ",Das Dreimädlerhaus
2060,"Bertha, Sándor"," (1843 Pest - 1912 Paris)
  ",Matthias Corvin
2061,"Bertin, Louise(-Angélique)"," (15.2.1805 Les Roches, c. Paris - 26.4.1877 Paris)
  ",Guy Mannering
2062,"Bertin, Louise(-Angélique)"," (15.2.1805 Les Roches, c. Paris - 26.4.1877 Paris)
  ",Le Loup-garou
2063,"Bertin, Louise(-Angélique)"," (15.2.1805 Les Roches, c. Paris - 26.4.1877 Paris)
  ",Fausto
2064,"Bertin, Louise(-Angélique)"," (15.2.1805 Les Roches, c. Paris - 26.4.1877 Paris)
  ",La Esmeralda
2065,"Bertin de la Doué, Thomas"," (c.1680 Paris - 1745 Paris)
  ",Cassandre
2066,"Bertin de la Doué, Thomas"," (c.1680 Paris - 1745 Paris)
  ",Diomède
2067,"Bertin de la Doué, Thomas"," (c.1680 Paris - 1745 Paris)
  ",Ajax
2068,"Bertin de la Doué, Thomas"," (c.1680 Paris - 1745 Paris)
  ",Le Jugement de Paris
2069,"Bertin de la Doué, Thomas"," (c.1680 Paris - 1745 Paris)
  ",Les Plaisirs de la campagne
2070,"Bertini, (Benoît-)Auguste"," (5.6.1780 Lyon - 1830 London)
  ",Le Prince d'occasion
2071,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Le Présent de noces
2072,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Monsieur Desbosquets
2073,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Jeune et vieille
2074,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Ninette à la cour
2075,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Les Casquets
2076,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Une Heure d'absence
2077,"Berton, Henri [François]"," (3.5.1784 Paris - 19.7.1832 Paris)
  ",Le Château d'Urtuby
2078,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Premier navigateur
2079,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Promesses du mariage
2080,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","La Dame invisible,"
2081,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",La Fête du soleil
2082,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Brouilleries
2083,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Rigueurs du cloître
2084,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Nouveau d'Assas
2085,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Deux sentinelles
2086,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Deux sous-lieutenants
2087,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Tyrtée
2088,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Eugène,"
2089,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les congrès du roi
2090,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Agricol Viala
2091,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Ponce de Léon
2092,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Dénouement
2093,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Le Rendez-vous supposé,"
2094,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Montano et Stéphanie
2095,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",La Nouvelle au camp
2096,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","L'Amour bizarre,"
2097,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Le Délire,"
2098,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Montano et Stéphanie
2099,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Grand deuil
2100,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Concert interrompu
2101,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Aline, regine de Golconde"
2102,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",La Romance
2103,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Le Vaisseau Amiral,"
2104,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Délia et Verdikan
2105,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Maris garçons
2106,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Chevalier de Sénanges
2107,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Ninon chez Madame de Sévigne
2108,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Françoise de Foix
2109,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Le Charme de la voix
2110,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","La Victime des arts,"
2111,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Valentin,"
2112,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",L'Oriflamme
2113,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Féodor,"
2114,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Roger de Sicile,"
2115,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Valentin
2116,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Corisandre,"
2117,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Blanche de Provence,"
2118,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Virginie,"
2119,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ","Les Deux mousquetaires,"
2120,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Pharamond
2121,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Créoles
2122,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Les Petits appartements
2123,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",La Marquise de Brinvilliers
2124,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",L'Intrigue à bord
2125,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Vingt ans de constance
2126,"Berton, Henri-Montan"," (17.9.1767 Paris - 22.4.1844 Paris)
  ",Charles Deux
2127,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Deucalion et Pyrrha
2128,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Silvie
2129,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Erosine
2130,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ","Théonis,"
2131,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Adèle de Ponthieu
2132,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Adèle de Ponthieu
2133,"Berton, Pierre-Montan"," (7.1.1727 Maubert-Fontaine, Ardennes - 14.5.1780 Paris)
  ",Linus
2134,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",La vedova accorta
2135,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Il Cajetto
2136,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Orazio e Curiazio
2137,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Armida
2138,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Ipermestra
2139,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Le pescatrici
2140,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Antigono
2141,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",I bagni d'Abano
2142,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Ginevra
2143,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",La moda
2144,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Sesostri
2145,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Antigona
2146,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Lucio Vero
2147,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Il Vologeso
2148,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Le vicende amorose
2149,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",La bella Girometta
2150,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Ifigenia in Aulide
2151,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Achille in Sciro
2152,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",L'ingannatore ingannato
2153,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Il Bajazetto
2154,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Olimpiade
2155,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Tancredi
2156,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Ezio
2157,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Semiramide riconosciuta
2158,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Scipione nelle Spagne
2159,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Alessandro nell'Indie
2160,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Il trionfo di Clelia
2161,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Eurione
2162,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Decebalo
2163,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",L'anello incantato
2164,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Andromaca
2165,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",L'orfane svizzere
2166,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Narbale
2167,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Aristo e Temira
2168,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Orfeo ed Euridice
2169,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Creonte
2170,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Artaserse
2171,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Telemaco ed Eurice nell'isola di Calipso
2172,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Medonte
2173,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Quinto Fabio
2174,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Demofoonte
2175,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Artaserse
2176,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",La governante
2177,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Il duca di Atene
2178,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Armida abbandonata
2179,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Cajo Mario
2180,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ","Il convito,"
2181,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Cimene
2182,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Eumene
2183,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Artaserse
2184,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Nitteti
2185,"Bertoni, Ferdinando Gioseffo (Gasparo)"," (15.8.1725 Salò, c. Brescia - 1.12.1813 Desenzano, c. Lago di Garda)
  ",Angelica e Medoro
2186,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",La vendetta
2187,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Evangelina
2188,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Taras Bulba
2189,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Pampa
2190,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Yupanki
2191,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Khrise
2192,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Horrida nox
2193,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Los héroes
2194,"Berutti [Beruti], Arturo"," (27.3.1862 San Juan - 3.1.1938 Buenos Aires)
  ",Facundo Quiroga
2195,"Berutti, Pablo"," (24.9.1866 San Juan - 17.6.1914 Buenos Aires)
  ",Cochabamba
2196,"Berutti, Pablo"," (24.9.1866 San Juan - 17.6.1914 Buenos Aires)
  ",Paraiso perdido
2197,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Gustaf Wasa
2198,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Cecilia
2199,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Leonida
2200,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Der Verräter
2201,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Donna Isabella
2202,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Trubaduren
2203,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Jag går i kloster
2204,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Modehandlerskan
2205,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Estrella de Soria
2206,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Estrella de Soria
2207,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Slottet Lochleven
2208,"Berwald, Franz (Adolf)"," (23.7.1796 Stockholm - 3.4.1868 Stockholm)
  ",Drottningen av Golconda
2209,"Berwald, Johan Fredrik [Johann Friedrich]"," (4.12.1787 Stockholm - 26.8.1861 Stockholm)
  ",L'Héroine de l'amour filial
2210,"Berwald, William [Wilhelm]"," (26.12.1864 Schwerin - 8.5.1948 Loma Linda, Calif.)
  ",Utopia
2211,"Besozzi, Alessandro"," (? - ?)
  ",Antemio in Roma
2212,"Besozzi, Alessandro"," (? - ?)
  ",Etna festivo
2213,"Béthizy, Jean Laurent de"," (25.3.1709 Paris - 17.11.1781 Longwy, Meurthe-et-Moselle)
  ",L'Enlêvement d'Europe
2214,"Bettinelli, Bruno"," (4.6.1913 Milano - 8.11.2004 Milano)
  ",La smorfia
2215,"Bettinelli, Bruno"," (4.6.1913 Milano - 8.11.2004 Milano)
  ",Il pozzo e il pendolo
2216,"Bettinelli, Bruno"," (4.6.1913 Milano - 8.11.2004 Milano)
  ",Count Down
2217,"Betts, Lorne"," (2.8.1918 Winnipeg - 5.8.1985 Hamilton, Ont.)
  ",Riders to the Sea
2218,"Betts, Lorne"," (2.8.1918 Winnipeg - 5.8.1985 Hamilton, Ont.)
  ",The Woodcarver's Wife
2219,"Beversdorf, Thomas"," (8.8.1924 Yoakum, Tex. - 15.2.1981 Bloomington, Ind.)
  ",Metamorphosis
2220,"Beversdorf, Thomas"," (8.8.1924 Yoakum, Tex. - 15.2.1981 Bloomington, Ind.)
  ",The Hooligan
2221,"Bevignani, Enrico"," (29.9.1841 Napoli - 29.8.1903 Napoli)
  ",Caterina Blum
2222,"Beyer, Johanna Magdalena"," (11.7.1888 Leipzig - 9.1.1944 New York)
  ",Status Quo
2223,"Biaggi, Girolamo Alessandro"," (2.2.1819 Calcio, c. Bergamo - 21.3.1897 Firenze)
  ",Don Desiderio disperato per eccesso di buon cuor
2224,"Biaggi, Girolamo Alessandro"," (2.2.1819 Calcio, c. Bergamo - 21.3.1897 Firenze)
  ",Martino della Scala
2225,"Bialas, Günter"," (19.7.1907 Bielschowitz - 8.7.1995 Glonn)
  ",Hero und Leander
2226,"Bialas, Günter"," (19.7.1907 Bielschowitz - 8.7.1995 Glonn)
  ",Die Geschichte von Aucassin und Nicolette
2227,"Bialas, Günter"," (19.7.1907 Bielschowitz - 8.7.1995 Glonn)
  ",Der gestiefelte Kater
2228,"Bianchi, Antonio"," (1758 Milano - > 1817)
  ",Die Insel der Alcina
2229,"Bianchi, Antonio"," (1758 Milano - > 1817)
  ",Fileno e Clorinda
2230,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Giulio Sabino
2231,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il gran Cidde
2232,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Demetrio
2233,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Eurione
2234,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La réduction de Paris
2235,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le mort marié
2236,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Erifile
2237,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'innocenza perseguitata
2238,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Castore e Polluce
2239,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Arbace
2240,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Venere e Adone
2241,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La Zemira
2242,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'Olimpiade
2243,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Mitridate
2244,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il trionfo della pace
2245,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La Zulima
2246,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Medonte
2247,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",L'astrologa
2248,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Piramo e Tisbe
2249,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La villanella rapita
2250,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Briseide
2251,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Attalo, re di Bitinia"
2252,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Demofoonte
2253,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ","Aspardi, principe di Battriano"
2254,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Cajo Mario
2255,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La finta principessa
2256,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il disertore francese
2257,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La caccia di Enrico IV
2258,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Alessandro nell'Indie
2259,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",La stravagante inglese
2260,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Il barone a forza
2261,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Li sponsi in commedia
2262,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Le villanelle astute
2263,"Bianchi, [Giuseppe] Francesco"," (c.1752 Cremona - 27.11.1810 Hammersmith, London)
  ",Alonso e Cora
