,composer,composer_info,work
12275,"Kaffka [Kawka, Engelmann], Johann Christoph"," (1754 Regensburg - 29.1.1815 Riga)
  ",Rosamunde
12276,"Kaffka [Kawka, Engelmann], Johann Christoph"," (1754 Regensburg - 29.1.1815 Riga)
  ",Bitten und Erhörung
12277,"Kaffka [Kawka, Engelmann], Johann Christoph"," (1754 Regensburg - 29.1.1815 Riga)
  ",Antonius und Cleopatra
12278,"Kaffka [Kawka, Engelmann], Johann Christoph"," (1754 Regensburg - 29.1.1815 Riga)
  ",Der Talismann
12279,"Kagel, Mauricio [Maurizio] (Raúl)"," (24.12.1931 Buenos Aires)
  ",Die Erschöpfung der Welt
12280,"Kagen, Sergius"," (22.8.1909 St Peterburg - 1.3.1964 New York)
  ",Hamlet
12281,"Kaipainen, Jouni (Hari)"," (24.11.1956 Helsinki)
  ",Konstanzin Ihme
12282,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Der Harlekin
12283,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Le Billet de Joséphine
12284,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Die schwarze Nina
12285,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Sous le Voile
12286,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Stella Maris
12287,"Kaiser, (Henri) Alfred"," (29.2.1872 Bruxelles - 1.10.1917 Bournemouth)
  ",Theodor Körner
12288,"Kalafati, Vasily Pavlovich"," (10.2.1869 Evpatoriya - 30.1.1942 Leningrad)
  ",Zygany
12289,"Kalas [Kassal], Julius [Luis]"," (18.8.1902 Praha - 12.5.1967 Praha)
  ",Mlynárka z Granad
12290,"Kalas [Kassal], Julius [Luis]"," (18.8.1902 Praha - 12.5.1967 Praha)
  ",Nepkoreni
12291,"Kalcher [Kalchner], Johann Nepomuk"," (15.5.1764 Freising, Bayern - 2.2.1827 München)
  ",Der Macht der Liebe und des Weins
12292,"Kalhauge, Sophus Viggo Harald"," (12.8.1840 København - 19.2.1905 København)
  ",Zouavens Hjemkomst
12293,"Kalhauge, Sophus Viggo Harald"," (12.8.1840 København - 19.2.1905 København)
  ",Paa Krigsfod
12294,"Kalhauge, Sophus Viggo Harald"," (12.8.1840 København - 19.2.1905 København)
  ",Mantillen
12295,"Kálik, Václav"," (18.10.1891 Opava - 18.11.1951 Praha)
  ",Jarní jitro
12296,"Kálik, Václav"," (18.10.1891 Opava - 18.11.1951 Praha)
  ",Lásky div
12297,"Kálik, Václav"," (18.10.1891 Opava - 18.11.1951 Praha)
  ",Posvecení mládí
12298,"Kalinnikov, Vasily Sergeyevich"," (13.1.1866 Voina, Orel - 11.1.1901 Yalta)
  ",[lost]
12299,"Kalinnikov, Vasily Sergeyevich"," (13.1.1866 Voina, Orel - 11.1.1901 Yalta)
  ",V 1812 godu
12300,"Kalkbrenner, Christian"," (22.9.1755 Minden, Hannover - 10.8.1806 Paris)
  ",Olimpie
12301,"Kallenberg, Siegfried Garibaldi"," (3.11.1867 Bad Schachen, c. Lindau - 9.2.1944 München)
  ",Sun Liao
12302,"Kallenberg, Siegfried Garibaldi"," (3.11.1867 Bad Schachen, c. Lindau - 9.2.1944 München)
  ",Das goldene Tor
12303,"Kallenberg, Siegfried Garibaldi"," (3.11.1867 Bad Schachen, c. Lindau - 9.2.1944 München)
  ",Der Diener zweier Herren
12304,"Kallenberg, Siegfried Garibaldi"," (3.11.1867 Bad Schachen, c. Lindau - 9.2.1944 München)
  ",Die lustigen Muiskanten
12305,"Kalliwoda [Kalivoda], Johann Wenzel [Jan Krtitel Václav]"," (21.2.1801 Praha - 3.12.1866 Karlsruhe)
  ","Blanda, die silberne Birke"
12306,"Kalliwoda [Kalivoda], Johann Wenzel [Jan Krtitel Václav]"," (21.2.1801 Praha - 3.12.1866 Karlsruhe)
  ",Prinzessin Christine von Wolfenburg
12307,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Tatárjárás
12308,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Ein Herbstmanöver
12309,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Az obsitos
12310,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Der gute Kamerad
12311,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Der Zigeunerprimas
12312,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Der kleine König
12313,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",The Blue House
12314,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Kivándorlók
12315,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Gold gab ich für Eisen
12316,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Zsuszi kisasszony
12317,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Die Csárdásfürstin
12318,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Die Faschingsfee
12319,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Das Hollandweibchen
12320,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Die Bajadere
12321,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Gräfin Mariza
12322,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Die Zirkusprinzessin
12323,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Golden Dawn
12324,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Die Herzogin von Chicago
12325,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Das Veilchen von Montmartre
12326,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Ronny
12327,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Der Teufelsreiter
12328,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Kaiserin Josephine
12329,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Marinka
12330,"Kálmán, Imre [Emmerich]"," (24.10.1882 Siófok - 30.10.1953 Paris)
  ",Arizona Lady
12331,"Kalnins, Alfreds"," (23.8.1879 Cesis - 23.12.1951 Riga)
  ",Banuta
12332,"Kalnins, Alfreds"," (23.8.1879 Cesis - 23.12.1951 Riga)
  ",Salinieki
12333,"Kalnins, Alfreds"," (23.8.1879 Cesis - 23.12.1951 Riga)
  ",Dzimtenes atmoda
12334,"Kalnins, Imants"," (26.5.1941 Riga)
  ",Vai tur ir kads?
12335,"Kalnins, Imants"," (26.5.1941 Riga)
  ",Quo Vadis My Guitar?
12336,"Kalnins, Imants"," (26.5.1941 Riga)
  ","I Play, I Dance"
12337,"Kalnins, Janis"," (3.11.1904 Pernav)
  ",Lolitas brinumputns
12338,"Kalnins, Janis"," (3.11.1904 Pernav)
  ",Hamlets
12339,"Kalnins, Janis"," (3.11.1904 Pernav)
  ",Uguni
12340,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",O protomastros
12341,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",To dachtylidi tis manas
12342,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",O protomastros
12343,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",To dachtylidi tis manas
12344,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",O protomastros
12345,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",Anatoli
12346,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",Anatoli
12347,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",Ta xotika nera
12348,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",Ta xotika nera
12349,"Kalomiris, Manolis"," (26.12.1883 Izmir - 3.4.1962 Athinai)
  ",Constantinos o Palaeologus
12350,"Kamienski, Lucian"," (7.1.1885 Gniezno - 27.7.1964 Torun)
  ",Tabu
12351,"Kamienski, Lucian"," (7.1.1885 Gniezno - 27.7.1964 Torun)
  ",Dami i huzari
12352,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Nedza uszczesliwiona
12353,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Zoska
12354,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Prostota cnotliwa
12355,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Balik gospodarski
12356,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Anton und Antoinette
12357,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Tradycja dowcipem zalatwiona
12358,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Slowik
12359,"Kamienski, Maciej"," (13.10.1734 Sopron? Magyar-Ovar? - 25.1.1821 Warszawa)
  ",Sultan Wampum
12360,"Kaminski, Heinrich"," (4.7.1886 Tiengen, c. Waldshut, Baden - 21.6.1946 Ried, c. Benediktbeuren, Bayern)
  ",Jürg Jenatsch
