,name,uri,composer
826,The Libation Bearers,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=492,Andrew Earle Simpson
827,The Life and Love of Joe Coogan ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1344,Paul     Salerni
828,The Light in the Piazza,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1095,Adam  Guettel
829,The Lion and Androcles,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1246,John  Eaton
830,The Little Match Girl Passion,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1366,David   Lang
831,The Little Prince,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1752,Rachel Portman
832,The Little Thieves of Bethlehem (A Christmas/Epiphany Story),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=40,Paul O. Stuart
833,The Long Walk,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1675,Jeremy Howard Beck
834,The Lost ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1442,Glass  Philip 
835,The Lost Angel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=434, n/a
836,The Lost Dauphin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=213,Gordon Parmentier
837,The Love of Don Perlimplin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=565,Conrad Susa
838,The Lowland Sea,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1453,Wilder  Alec
839,A Madrigal Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1145,Philip  Glass
840,A Midsummer Night’s Dream,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1326,Michael      Ching
841,A Midwinter Night's Dream,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=800,Harry Somers
842,A Month in the Country,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1109,Lee  Hoiby
843,A More Perfect Union,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=449,Victoria    Bond
844,La Machine de l’être,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1116,John    Zorn
845,La Mort de Virgile - The Death of Virgil,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=287,Thierry Lancino
846,Ma Barker,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1247,John   Eaton
847,Macbeth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1521,Ernest  Bloch
848,Macbeth²,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=300,Jan Sandström
849,Madame Adare,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1359,Stanley  Silverman
850,Madame Mao,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1259,Bright Sheng
851,Madame Puccini,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=192,Michael Pratt
852,Madame White Snake,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1036,Zhou   Long
853,Madimi,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=469,Bruce   Wolosoff
854,Mahagonny Songspiel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1634,Kurt Weill
855,Man on the Bearskin Rug,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1173,Paul  Ramsier
856,Manuscrit Trouvé à Saragosse (Manuscript Found In Saragossa),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=149,José Evangelista
857,Many Moons,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1243,Celius  Dougherty
858,Many Moons,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1289,Robert   Kapilow
859,Mapping Venus,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=195,Sorrel Hays
860,Marco Polo,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=566, Tan Dun
861,Mardi Gras,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=403,Mildred Kayden
862,"Mardi Gras, A commedia dell’arte opera",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=485,William MacSems
863,Maren of Vardø,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1384,Jeff   Myers
864,Margaret Garner,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=441,Richard    Danielpour
865,Margarita,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=482,Gamma Skupinsky
866,Margot Alone in the Light,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1096,Clint   Borzoni
867,Maria Elena,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=886,Thomas Pasatieri
868,Marie's Orchard,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1463,Philip  Westin
869,Marilyn,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1360,Ezra  Laderman
870,Marilyn Forever,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1668,Gavin Bryars
871,Marina a Captive Spirit,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=410,Deborah Dratell
872,Mario and the Magician,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=567,Harry Somers
873,Mario and the Magician,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1279,Francis   Thorne
874,Markheim,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1135,Carlisle     Floyd
875,Marnie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1858,Nico Muhly
876,Marrying the Hangman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=888,Ronald Caltabiano
877,Martin Avdeich: A Christmas Tale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=889,Robert   Downard
878,Martin’s Lie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1088,Gian Carlo    Menotti
879,Mary Compton,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=277,Dean Riggin
880,Mary Dyer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=988,Richard  Owen
881,Mary Shelley,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=2,Allan Jaffe
882,"Mary, Queen of Scots",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=685,Thea Musgrave
883,Marymere,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1162,Matt Schickele
884,Mary's Wedding,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=780,Andrew P.   Macdonald
885,Mascherata (The Masquerade),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1196,Lan  Adomian
886,Masquerade,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1587, 
887,Master Tom and the Sable Woman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=209, Composer sought
888,Masterclass,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1766,Terence McNally
889,Mata Hari,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1754,Matt Marks
890,Matricide,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1174,Elena  Kats-Chernin
891,Max & Moritz,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=798,Jeff Corness
892,McTeague,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=568,William   Bolcom
893,M'Dea Undone,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1381,John Gorrell Harris
894,Medea of Corinth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1175,Benjamin  Lees
895,Medusa,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=890,William   Bolcom
896,Mega,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=278,Erik Vårdstedt and Alex Svenss
897,Memoirs from the Holocaust,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=989,Michael Braz
898,Memoirs of Uliana Rooney,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=87,Vivian Fine
899,Menkaure,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=466,James Nathaniel Holland
900,"Merry Christmas, Mr. Snowman!",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=891,Ada Richter
901,Merry Mount,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=569,Howard   Hanson
902,Midea,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=279,Oscar Strasnoy
903,Mikhoels The Wise,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1723,Bruce  Adolphe
904,Minutes Til Midnight,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=572,Robert Ward
905,Miss Havisham's Fire,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1111,Dominick      Argento
906,Miss Havisham's Wedding Night,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1112,Dominick   Argento
907,Miss Julie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=573,Ned   Rorem
908,Miss Lonelyhearts,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=710,Lowell   Liebermann
909,Mister Merrick,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1479,Kurt Erickson
910,Moby-Dick,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=689,Jake    Heggie
911,Moby-Dick,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=244,Solomon Epstein
912,Modern Painters,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=574,David   Lang
913,Mom Sings an Aria,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=362,Alan Stringer
914,Mona,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=575,Horatio    Parker
915,"Monkey See, Monkey Do",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=718,Robert Xavier   Rodriguez
916,Monsters of Grace,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1147,Philip   Glass
917,Montezuma,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=892,Roger  Sessions
918,Mordake,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1353,Erling     Wold
919,Morning Star,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1535,Ricky Ian  Gordon
920,"Mortal, Immortal",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=643,Robert Ceely
921,Mourning Becomes Electra,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=578,Marvin David    Levy
922,Mozart in Manhattan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=400,Albert Biales
923,Mrs. President,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=359,Victoria Bond
924,Murder in the First,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=243,Solomon Epstein
925,My Fair Lady,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=816,Frederick     Loewe
926,My Heart's in the Highlands,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1124,Jack    Beeson
927,"My Kinsman, Major Molineux",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=825,Bruce  Saylor
928,My Lai,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1695,Jonathan  Berger
929,Myshkin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1248,John     Eaton
930,Mysterium,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=893,James Drew
931,The Magic Mirror,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1650,Polina Nazaykinskaya
932,The Magic Shop,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=317,Stefania de Kenessey
933,The Magic Students,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=378,W.A. Mozart
934,The Maker of Illusions,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1213,Seymour  Barab
935,The Making of the Representative for Planet 8,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1105,Philip Glass
936,The Man in the Black Suit,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=646,Eve  Beglarian
937,The Manchurian Candidate,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1555,Kevin  Puts
938,"The Marriages Between Zones Three, Four and Five",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1146,Philip   Glass
939,The Masque of Angels,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1110,Dominick   Argento
940,The Medium,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1089,Gian Carlo     Menotti
941,The Meeting,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1755,Pamela B. Watson
942,The Memory Game,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=479,Joel Hoffman
943,The Memory Stone,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1619,Marty Ragen
944,The Merchant and the Pauper,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=61,Paul  Schoenfield
945,The Midnight Angel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=570,David  Carlson
946,The Midnight Court,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=794,Ana  Sokolovic
947,The Mighty Casey,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=571,William Howard   Schuman
948,The Mill Girl,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=150,Judith Lane
949,The Miraculous Phonograph Record,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=20,Claude White
950,The Miraculous Staircase,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=309,Alan Stringer
951,The Miraculous Staircase,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1467,Richard   Chiarappa
952,The Miser's Three Wishes (Opera for Children),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=151,Ilya Levinson
953,The Mistake,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=990,Jonathan B.  Sheffer
954,The Mocking-Bird,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1305,Thea  Musgrave
955,The Money Tree — An Opera in One Act,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=246,David Garner
956,The Monkey Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=958,Roger Trefousse
957,The Most Happy Fella,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=576,Frank  Loesser
958,The Most Important Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1090,Gian Carlo     Menotti
959,The Mother of Us All,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=577,Virgil     Thomson
960,The Ms. Seattle Skyline Contest,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=43,Donald C. Dilworth
961,The Music Shop,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=732,Richard     Wargo
962,The Myth of Er,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=89,Cynthia Sternau
963,A New Nation,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1597,Mark Peterson
964,El Nino,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1571,
965,El Niño,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1104,John  Adams
966,Nancy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=406,Garrison  Hull
967,Naomi's Road,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=788,Ramona  Luengen
968,Natalia Petrovna,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=579,Lee    Hoiby
969,Natoma,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1409,Victor   Herbert
970,Naughty Marietta,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1416,Victor   Herbert
971,Neither,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=819,Morton    Feldman
972,Nelligan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1068,André  Gagnon
973,Nemo — Jenseits von Vulkania,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=83,Nancy Van de Vate
974,New York Stories,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1459,Daron Hagen
975,Nicholas and Alexandra,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=826,Deborah     Dratell
976,Nico. Sphinx aus Eis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=736,Ari Benjamin Meyers
977,Night of the Living Dead,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1599,Todd Goodman
978,Nightcap,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1176,Cardon V.  Burnham
979,Nigredo Hotel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=580,Nic  Gotham
980,Nine Rivers from Jordan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=894,Hugo  Weisgall
981,Nixon in China,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=581,John     Adams
982,No Easy Walk to Freedom (based on the life of Nelson Mandela),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=153,Chandler Carter
983,No Exit,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1385,Andy   Vores
984,No Laughing Matter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1214,Seymour  Barab
985,Noach,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=337,Sidney  Corbett
986,Noah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1315,Michael  Sahl  Eric Salzman
987,"Nora, in the Great Outdoors",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1575,Daniel Felsenfeld
988,Nosferatu,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1346,Alva  Henderson
989,Nosferatu,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=583,Randolph  Peters
990,Not a Spanish Kiss,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1215,Seymour  Barab
991,Notre Dame of Paris,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1461,William Henry Fry
992,The Necklace,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=932,Leonard Ratner
993,"The Nefarious, Immoral but Highly Profitable Enterprise of Mr. Burke & Mr. Hare",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1793,Julian Grant
994,The New Adam,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=152,Omer Avital
995,The Night of the Star,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=933,Mary Elizabeth Caldwell
996,The Nightingale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=934,Bernard Rogers
997,The Nightingale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1189,Imant  Raminsh
998,The Nightingale (Le rossignol),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1400,Igor F  Stravinsky
999,The Nightingale and the Rose,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=41,Bruce  Rockwell
1000,The Noblest Game,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=822,David  Diamond
1001,O Columbia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1710,Gregory Spears
1002,O.T.,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=336,Mirta de la Torre  Mulhare
1003,Occurrence at Owl Creek Bridge,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1306,Thea  Musgrave
1004,Odysseus and Ajax,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=344,Martin Halpern
1005,Oedipus rex,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1401,Igor F    Stravinsky
1006,Oedipus Tex,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=895,P.D.Q.  Bach
1007,Of Mice and Men,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=584,Carlisle      Floyd
1008,Oh Pilot,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=67,Nic Gotham
1009,"Oh, My Giddy Aunt",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=420,Mildred Kayden
1010,Oklahoma!,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1348,Richard  Rodgers
1011,Old Presque Isle ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1560,Kristin  Kuster
1012,Once Upon a Birthday,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1733,Frank Schiro
1013,One False Move,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1180,Susan     Kander
1014,One Night Together,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=328,Daniel Burwasser
1015,One Ten Project,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1055,Laura    Karpman
1016,Only a Miracle,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1216,Seymour  Barab
1017,Only Heaven,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1647,
1018,OPERA America Test,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1495,Kevin Sobczyk
1019,Opera to Go,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=678,  Various
1020,Ordinary Days,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1320,Adam   Gwon
1021,Ordinary People,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=154,Robert Chumbley
1022,Oresteia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=490,Andrew Earle Simpson
1023,Orphée,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=817,Philip    Glass
1024,Orpheus & Euridice,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1327,Ricky Ian Gordon
1025,Orpheus Descending,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=585,Bruce  Saylor
1026,Orpheus in Pecan Springs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=992,William P. Latham
1027,Oscar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1550,Theodore  Morrison
1028,Ostrich Feathers,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=896,Arthur Cunningham
1029,Our American Cousin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=363,Eric Sawyer
1030,Our Basic Nature,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1334,John     Glover
1031,Our Town,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1181,Ned   Rorem
1032,Ouroboros Triology,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1756,Paola  Prestini
1033,Out of the Rain,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=191,Michael Ching
1034,Out the Window,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1217,Seymour  Barab
1035,Ovidania,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=155,Matthew Greenbaum
1036,The Obtaining of Portia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=991,Brian Israel
1037,The Old Maid and the Thief,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1349,Gian Carlo    Menotti 
1038,The Old Majestic,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=717,Robert Xavier   Rodriguez
1039,The Ordeal of Osbert,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1190,Allen G Davis
1040,The Other Wise Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=4,Stefania de Kenessey
1041,The Other Wise Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=640,M. Ryan  Taylor
1042,The Other Wise Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1392,Damjan   Rakonjac
1043,The Outcast,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=586,Noa  Ain
1044,The Outcasts of Poker Flat,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=486,William MacSems
1045,A Perfect Plan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=374,Seymour  Barab
1046,A Piece of String,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1220,Seymour  Barab
1047,A Place to Call Home,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=589,Edward  Barnes
1048,A Puppet's Tale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=96,Donald Waxman
1049,El Pasado Nunca Se Termina (The Past is Never Finished),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1639,José “Pepe” Martínez
1050,"fidelio, or the prisoner of the state ",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1449,Lang  David
1051,Il Postino,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1037,Daniel      Catán
1052,Le Petit Prince (The Little Prince),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=239,Vlad Opran
1053,Pacamambo,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=322,Zack   Settel
1054,Pacific Overtures,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1399,Stephen J  Sondheim
1055,Padrevia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=897,Thomas Pasatieri
1056,Pandora's Box,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1250,Cecil  Effinger
1057,Pandora's Box,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=488,William MacSems
1058,Pandora's Locker,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=652,Dean Burry
1059,Pantomime,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=993,Jay  Poùhe
1060,Paradise Gardens East,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=404,Mildred Kayden
1061,Paradise Interrupted,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1670,Huang Ruo
1062,Paradise Interrupted,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1689,Huang  Ruo
1063,Paranoia — A Psycho-Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=355,Stephen Eddins
1064,Paris and Oenone (or Did the Trojan War Take Place?),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=156,Philip  Hagemann
1065,Part of the Act,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1610,Liam Wade
1066,Passages,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=237,Arnaud Petit
1067,Passion,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=587,Stephen Sondheim
1068,Passion in the Principal's Office,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1218,Seymour   Barab
1069,Patience & Sarah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=105,Paula M.  Kimper
1070,Patience & Sarah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1775,Paula M Kimper
1071,Paul Laurence Dunbar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=898,Adolphus  Hailstork
1072,Paul's Case,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1046,Gregory  Spears
1073,Pearl,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=820,Tina Davidson
1074,Pedr Solis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1705,Per Bloland
1075,Penny,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1667,Douglas Pew
1076,Peony Pavilion,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1368,Tan     Dun
1077,Pepito's Golden Flower ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1440,Caldwell E  Mary 
