,name,uri,composer
1078,Perpetual,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=899,Ernst Kanitz
1079,Persephone's Sister,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=833,Dominic   Orlando
1080,Peter Ibbetson,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=553,Deems      Taylor
1081,Phaust,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1049,Tony  Schemmer
1082,Phillip Marshall,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1219,Seymour   Barab
1083,"Phoenix Park, A Poet's Journey",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=327,David Strickland
1084,Phrenic Crush,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=112,Lisa Bielawa
1085,Pimooteewin (The Journey),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=755,Melissa Hui
1086,Pizza Con Funghi (Mushroom Pie),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1221,Seymour  Barab
1087,Plump Jack,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=900,Gordon Getty
1088,"Poe 2, Hawthorne 1 (Three One-Act Operas)",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=158,David Bernstein
1089,Pontalba,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1303,Thea  Musgrave
1090,Pope Joan: An Operatic Heresy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=823,John   Musto
1091,Porgy and Bess,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=789,George     Gershwin
1092,Postcard from Morocco,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1113,Dominick    Argento
1093,Powers of Two,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=792,Barry  Truax
1094,Practice in the Art of Elocution,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1125,Jack   Beeson
1095,Precari,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1516,Brent  Straughan
1096,Predators,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1222,Seymour  Barab
1097,Prima Donna,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1342,Rufus    Wainwright
1098,Prince of Players,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1691,Carlisle  Floyd
1099,Processions,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=84,James P. Callahan
1100,Propeller,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1048,Mary Ellen   Childs
1101,Psyche & Delia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1559,Anne  LeBaron
1102,Puppy and the Big Guy (a partnership project with D.A.R.E.),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=14,Sterling Tinsley
1103,Purchase of Manhattan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1684,
1104,Purgatory,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=901,Hugo Weisgall
1105,Puss in Boots,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1458,Peter de Mets
1106,Pyramus and Thisbe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1687,Barbara Monk-Feldman
1107,Spark Plugs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1268,Milton  Granger
1108,The Pardoner's Tale,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=935,Noel Sokoloff
1109,The Parliament of Fowls,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=683,John Craton
1110,The Passion of Jonathan Wade,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1136,Carlisle    Floyd
1111,The Passion of Rita St. James,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=727,David Conte
1112,The Passion of Serge and Bacchus,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=681,"Allan (Cline) Isaac, PhD"
1113,The Penitentes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=936,Thomas Pasatieri
1114,The Perfect Match,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1408,Anthonty  Young
1115,The Phoenix,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1857,Tarik O'Regan
1116,The Photographer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1263,Philip   Glass
1117,The Picnic,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=994,Richard   Cumming
1118,The Picture of Dorian Gray,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=588,Lowell   Liebermann
1119,The Pied Piper,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=937,Seymour Barab
1120,The Pied Piper,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=938,Virginia Hagemann
1121,The Pink Siamese,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1191,Seymour   Barab
1122,The Pipe of Desire,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1056,Frederick Shepherd     Converse
1123,The Poe Project,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1151,"Jeff   Myers, Anthony Gach and P"
1124,The Poet's Miracle,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=407,Milisav Ilic
1125,The Portrait,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=638,Becky Llewellyn
1126,The Postman Always Rings Twice,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=590,Stephen    Paulus
1127,The Pot of Fat,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1229,Theodore  Chanler
1128,The Prince of Tides,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1047,Andrew  Fowler
1129,The Proposal,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1284,Gerald   Humel
1130,The Proposal,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1370,James  Walker
1131,The Protagonist,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1418,Kurt   Weill
1132,The Purple Gang,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1153,David   Jex
1133,A Question of Faith,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=840,Thomas Z. Shepard
1134,A Question of Taste,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=841,William  Schuman
1135,A Quiet Place,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1115,Leonard     Bernstein
1136,Queen of the Night,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=352,Ronald Strauss
1137,Queenie Pie,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=591,Duke and Maurice Peress  Ellington
1138,Queer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1354,Erling     Wold
1139,The Queen and the Rebels,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=939,Lawrence Moss
1140,(R)Evolution of Steve Jobs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1791,
1141,La hija de Rappaccini (Rappaccini's Daugther),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1507,Daniel Catán
1142,Little Red Riding Hood,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1172,Seymour   Barab
1143,Rain,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=34,Richard  Owen
1144,Rajah's Ruby,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1223,Seymour   Barab
1145,Rappaccini's Daughter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1053,Michael   Cohen
1146,Rappaccini's Daughter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1054,Margaret   Garwood
1147,Rappaccini's Daughter,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=592,Daniel    Catán
1148,Rappahannock County ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1329,Ricky  Ian    Gordon
1149,Rapunzel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=902,Lou Harrison
1150,Rasputin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=903,Jay   Reise
1151,Rated R for Rat,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1757,Wang Jie
1152,Ravenshead,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=160,Steven     Mackey
1153,Rebecca,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=54,Jay Lefkowitch
1154,Red Carnations,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=684,Robert Baksa
1155,Red Emma,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=593,Gary  Kulesha
1156,Red Square,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1464,Gamma Skupinsky
1157,RedDust,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=756,Matthew Rosenblum
1158,Reflections of the Watermoon,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=379,Patricia  Burgess
1159,Regina,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=594,Marc  Blitzstein
1160,"Remember You, Member Me",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=161,Stephen Weinstock
1161,Requiem,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=108,Ken Valitsky
1162,Resurrection,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=10,Tod Machover
1163,Richard III,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1057,Paul  Turok
1164,Riders of the Purple Sage,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1473,Craig Bohmler
1165,Río de Sangre,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=647,Don    Davis
1166,River of Light,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1618,Jack Perla
1167,River of Women/Rio de Mujeres,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=235,Hector Armienta
1168,Robbers,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1182,Ned  Rorem
1169,Robin Hood,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1767,Ben Moore
1170,Rodman in North Korea,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1697,Sarah  Hutchings
1171,Roman Fever,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=310,Alan  Stringer
1172,Romeo and Juliet,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=190,Lee Hoiby
1173,Romulus,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=657,Louis    Karchin
1174,Romulus Hunt,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1363,Carly    Simon
1175,Rosalinda,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=177,George  Mattox and Jose Ramon Urb
1176,Roscoe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1501,Evan  Mack 
1177,Roscoe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1673,Evan Mack
1178,Rosencrantz and Guildenstern are Dead,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1067,Herschel  Garfein
1179,Rosina,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=997,Hiram  Titus
1180,Rostam,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=113,Donald C. Dilworth
1181,Rumpelstiltskin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1058,Karen & David  DiChiera
1182,Rumpelstiltskin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1387,Marti  Epstein
1183,Rumplestiltskin,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1607,John Alan Rose
1184,Running Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=163,Diedre  Murray
1185,Ruth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=301,Philip Hagemann
1186,Ryan/MacLennan Project,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=804,Jeffry Ryan
1187,The (R)evolution of Steve Jobs,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1758,Mason Bates
1188,The Ragsman and the Gypsies,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=995,Louis Angelini
1189,The Rake's Progress,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=812,Igor   Stravinsky
1190,The Ransom of Red Chief,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=720,Robert Xavier  Rodriguez
1191,The Rape of the Lock,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=240,Deborah Mason
1192,The Raven King,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=282,Mervyn Burtch
1193,The Reconciliation,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=641,John Craton
1194,The Red Mill,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1417,Victor   Herbert
1195,The Refuge,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1255,Christopher      Theofanidis
1196,The Rehearsal,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=996,Thomas Benjamin
1197,The Richest Girl in the World Finds Happiness,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=940,Gregory  Sandow
1198,The Rings of Rap,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=193,David Rodwin
1199,The Rise and Fall of the City of Mahagonny,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1664,Kurt  Weil
1200,"The Rising, An Irish Allegory",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=63,Richard B. Evans
1201,The Risk of Flight,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=757,Mary Ellen Childs
1202,The Rivals,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1298,Kirke    Mechem
1203,The Robin Woman: Shanewis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1052,Charles Wakefield  Cadman
1204,The Ruined Maid,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1224,Seymour  Barab
1205,Un Racconto Fiorentino,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=74,Louis  Gioia
1206,A Secular Masque,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1369,Paul  Turok
1207,A Star Over Fifth Avenue (Umbrella Title when Della's Gift and Holy Night are performed together),https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=842,Dan  Welcher
1208,A Streetcar Named Desire,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=73,André    Previn
1209,A Sunny Morning,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=311,Alan Stringer
1210,As Sudden Shut,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1627,Anna Clyne
1211,Die Sündflut,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=49,Winfried Maria  Danner
1212,Dr. Sun Yat-sen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1448,Huang Ruo
1213,Il Siciliano o L'amor Pittore,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=703,Orazio Corsaro
1214,Le Senatori,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=467,Lionel Lackey
1215,S.,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=164,Ronald Perera
1216,Sabina Spielrein,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1702,
